" Datos Básicos  - Paro Registrado"
"Datos de: INDICADOR=PARO REGISTRADO EN MUJERES DE MENOS DE 25 AÑOS EN DICIEMBRE, PARO REGISTRADO EN MUJERES DE 25 AÑOS O MÁS EN DICIEMBRE, PARO REGISTRADO EN VARONES DE MENOS DE 25 AÑOS EN DICIEMBRE, PARO REGISTRADO EN VARONES DE 25 AÑOS O MÁS EN DICIEMBRE"
"FAMILIA INDICADOR",,"LABORAL",,,,
"INDICADOR",,"PARO REGISTRADO EN MUJERES DE MENOS DE 25 AÑOS EN DICIEMBRE","PARO REGISTRADO EN MUJERES DE 25 AÑOS O MÁS EN DICIEMBRE","PARO REGISTRADO EN VARONES DE MENOS DE 25 AÑOS EN DICIEMBRE","PARO REGISTRADO EN VARONES DE 25 AÑOS O MÁS EN DICIEMBRE",
,,VALOR,VALOR,VALOR,VALOR,
FECHA,MUNICIPIO,Sum,Sum,Sum,Sum,
,"05123 MEDIANA DE VOLTOYA",           1,           4,           1,           3,
,"05124 MEDINILLA",           .,           1,           .,           2,
,"05125 MENGAMUÑOZ",           .,           1,           .,           2,
,"05126 MESEGAR DE CORNEJA",           .,           1,           .,           1,
,"05127 MIJARES",           4,          26,           5,          49,
,"05128 MINGORRIA",           4,          16,           4,          33,
,"05129 MIRON (EL)",           .,           1,           .,           1,
,"05130 MIRONCILLO",           .,           .,           .,           5,
,"05131 MIRUEÑA DE LOS INFANZONES",           .,           4,           1,           .,
,"05132 MOMBELTRAN",           5,          47,          13,          71,
,"05133 MONSALUPE",           .,           2,           .,           .,
,"05134 MORALEJA DE MATACABRAS",           .,           3,           1,           2,
,"05135 MUÑANA",           2,          14,           4,          12,
,"05136 MUÑICO",           .,           5,           2,           2,
,"05138 MUÑOGALINDO",           1,           7,           1,           8,
,"05139 MUÑOGRANDE",           1,           1,           1,           .,
,"05140 MUÑOMER DEL PECO",           2,           3,           2,           3,
,"05141 MUÑOPEPE",           .,           3,           .,           6,
,"05142 MUÑOSANCHO",           .,           3,           1,           8,
,"05143 MUÑOTELLO",           .,           1,           .,           1,
,"05144 NARRILLOS DEL ALAMO",           .,           1,           .,           3,
,"05145 NARRILLOS DEL REBOLLAR",           .,           1,           .,           1,
,"05147 NARROS DEL CASTILLO",           1,           2,           .,           2,
,"05148 NARROS DEL PUERTO",           .,           .,           .,           2,
,"05149 NARROS DE SALDUEÑA",           .,           4,           .,           3,
,"05151 NAVACEPEDILLA DE CORNEJA",           1,           4,           .,           3,
,"05152 NAVA DE AREVALO",           4,          30,           9,          21,
,"05153 NAVA DEL BARCO",           .,           1,           .,           2,
,"05154 NAVADIJOS",           .,           2,           .,           1,
,"05155 NAVAESCURIAL",           .,           3,           .,           3,
,"05156 NAVAHONDILLA",           1,          14,           2,          18,
,"05157 NAVALACRUZ",           .,           .,           .,           6,
,"05158 NAVALMORAL",           .,           9,           4,          15,
,"05159 NAVALONGUILLA",           .,           8,           .,           7,
,"05160 NAVALOSA",           1,           6,           1,          11,
,"05161 NAVALPERAL DE PINARES",           8,          55,          12,          75,
,"05162 NAVALPERAL DE TORMES",           .,           1,           .,           6,
,"05163 NAVALUENGA",          10,          94,           7,         109,
,"05165 NAVARREDONDA DE GREDOS",           1,          15,           1,          16,
,"05166 NAVARREDONDILLA",           .,           5,           1,           4,
,"05167 NAVARREVISCA",           1,           1,           1,           6,
,"05168 NAVAS DEL MARQUES (LAS)",          63,         313,          42,         403,
,"05169 NAVATALGORDO",           .,           6,           1,           8,
,"05170 NAVATEJARES",           .,           1,           .,           .,
,"05171 NEILA DE SAN MIGUEL",           .,           1,           .,           .,
,"05172 NIHARRA",           .,          11,           1,           5,
,"05173 OJOS-ALBOS",           .,           1,           .,           1,
,"05174 ORBITA",           .,           1,           .,           3,
,"05175 OSO (EL)",           2,           2,           2,           3,
,"05176 PADIERNOS",           1,           4,           1,          10,
,"05177 PAJARES DE ADAJA",           1,          11,           2,           4,
,"05178 PALACIOS DE GODA",           2,          13,           5,          10,
,"05179 PAPATRIGO",           .,          18,           2,           8,
,"05180 PARRAL (EL)",           2,           1,           .,           1,
,"05181 PASCUALCOBO",           .,           .,           .,           1,
,"05182 PEDRO BERNARDO",           7,          31,           4,          59,
,"05183 PEDRO-RODRIGUEZ",           .,           5,           .,           4,
,"05184 PEGUERINOS",           1,           9,           2,          12,
,"05185 PEÑALBA DE AVILA",           .,           6,           2,           6,
,"05186 PIEDRAHITA",           8,          91,          10,          76,
,"05187 PIEDRALAVES",          13,         127,          17,         141,
,"05188 POVEDA",           .,           1,           1,           1,
,"05189 POYALES DEL HOYO",           4,          26,           2,          44,
,"05190 POZANCO",           .,           2,           .,           2,
,"05191 PRADOSEGAR",           .,           3,           .,           3,
,"05192 PUERTO CASTILLA",           .,           2,           .,           6,
,"05193 RASUEROS",           2,           7,           2,           3,
,"05194 RIOCABADO",           .,           2,           .,           7,
,"05195 RIOFRIO",           .,           1,           1,           8,
,"05196 RIVILLA DE BARAJAS",           .,           1,           .,           2,
,"05197 SALOBRAL",           .,           8,           .,           3,
,"05198 SALVADIOS",           .,           3,           .,           4,
,"05200 SAN BARTOLOME DE CORNEJA",           .,           .,           .,           1,
,"05201 SAN BARTOLOME DE PINARES",           6,          15,           7,          50,
,"05204 SANCHIDRIAN",           8,          42,           7,          35,
,"05205 SANCHORREJA",           .,           1,           .,           1,
,"05206 SAN ESTEBAN DE LOS PATOS",           .,           1,           .,           2,
,"05207 SAN ESTEBAN DEL VALLE",           2,          31,           7,          61,
,"05208 SAN ESTEBAN DE ZAPARDIEL",           .,           .,           .,           1,
,"05209 SAN GARCIA DE INGELMOS",           1,           1,           .,           2,
,"05210 SAN JUAN DE LA ENCINILLA",           .,           .,           .,           2,
,"05211 SAN JUAN DE LA NAVA",           2,          17,           6,          24,
,"05212 SAN JUAN DEL MOLINILLO",           1,           4,           .,          11,
,"05213 SAN JUAN DEL OLMO",           .,           5,           .,           6,
,"05214 SAN LORENZO DE TORMES",           .,           1,           .,           4,
,"05215 SAN MARTIN DE LA VEGA DEL ALBERCHE",           .,           2,           .,           4,
,"05216 SAN MARTIN DEL PIMPOLLAR",           2,           6,           1,           6,
,"05217 SAN MIGUEL DE CORNEJA",           1,           2,           .,           1,
,"05218 SAN MIGUEL DE SERREZUELA",           1,           2,           .,           7,
,"05219 SAN PASCUAL",           .,           1,           .,           1,
,"05220 SAN PEDRO DEL ARROYO",           3,          22,           1,          24,
,"05221 SANTA CRUZ DEL VALLE",           1,          18,           3,          32,
,"05222 SANTA CRUZ DE PINARES",           1,           4,           2,           9,
,"05224 SANTA MARIA DEL ARROYO",           .,           3,           1,           2,
,"05225 SANTA MARIA DEL BERROCAL",           2,          11,           4,          26,
,"05226 SANTA MARIA DE LOS CABALLEROS",           .,           1,           .,           3,
,"05227 SANTA MARIA DEL TIETAR",           2,          26,           8,          37,
,"05228 SANTIAGO DEL COLLADO",           .,           8,           1,           3,
,"05229 SANTO DOMINGO DE LAS POSADAS",           .,           1,           .,           2,
,"05230 SANTO TOME DE ZABARCOS",           1,           3,           .,           2,
,"05231 SAN VICENTE DE AREVALO",           1,           4,           3,           8,
,"05232 SERRADA (LA)",           1,           2,           .,           3,
,"05233 SERRANILLOS",           .,           3,           .,           9,
,"05234 SIGERES",           1,           3,           .,           .,
,"05235 SINLABAJOS",           1,           4,           2,           3,
,"05236 SOLANA DE AVILA",           .,           3,           .,           4,
,"05237 SOLANA DE RIOALMAR",           .,           4,           .,           1,
,"05238 SOLOSANCHO",           2,          29,           5,          51,
,"05239 SOTALBO",           3,          10,           2,           6,
,"05240 SOTILLO DE LA ADRADA",          42,         290,          61,         342,
,"05241 TIEMBLO (EL)",          41,         289,          62,         328,
,"05242 TIÑOSILLOS",           7,          45,           7,          40,
,"05243 TOLBAÑOS",           1,           1,           1,           2,
,"05245 TORNADIZOS DE AVILA",           4,          20,           3,          11,
,"05246 TORTOLES",           1,           1,           .,           2,
,"05247 TORRE (LA)",           .,          10,           1,          13,
,"05249 UMBRIAS",           1,           5,           .,           6,
,"05252 VALDECASA",           2,           .,           .,           3,
,"05253 VEGA DE SANTA MARIA",           1,           2,           .,           4,
,"05254 VELAYOS",           1,          11,           2,          12,
,"05256 VILLAFLOR",           .,           7,           1,           4,
,"05257 VILLAFRANCA DE LA SIERRA",           .,           6,           .,           4,
,"05258 VILLANUEVA DE GOMEZ",           1,           5,           .,           8,
,"05259 VILLANUEVA DEL ACERAL",           .,           8,           1,           5,
,"05260 VILLANUEVA DEL CAMPILLO",           .,           .,           .,           1,
,"05261 VILLAR DE CORNEJA",           .,           1,           .,           2,
,"05262 VILLAREJO DEL VALLE",           1,          14,           2,          21,
,"05263 VILLATORO",           .,           4,           2,           5,
,"05264 VIÑEGRA DE MORAÑA",           .,           3,           .,           2,
,"05265 VITA",           1,           1,           4,           1,
,"05266 ZAPARDIEL DE LA CAÑADA",           1,           4,           1,           3,
,"05267 ZAPARDIEL DE LA RIBERA",           1,           3,           .,           3,
,"05901 SAN JUAN DE GREDOS",           .,           6,           1,          11,
,"05902 SANTA MARIA DEL CUBILLO",           2,           6,           .,          12,
,"05903 DIEGO DEL CARPIO",           .,           3,           .,           4,
,"05904 SANTIAGO DEL TORMES",           .,           4,           .,           5,
,"05905 VILLANUEVA DE AVILA",           .,           1,           .,           4,
,"09001 ABAJAS",           1,           .,           .,           .,
,"09003 ADRADA DE HAZA",           .,           8,           1,           6,
,"09006 AGUAS CANDIDAS",           .,           1,           3,           3,
,"09007 AGUILAR DE BUREBA",           .,           2,           1,           2,
,"09009 ALBILLOS",           .,           6,           1,           6,
,"09010 ALCOCERO DE MOLA",           .,           .,           .,           1,
,"09012 ALFOZ DE SANTA GADEA",           .,           2,           .,           3,
,"09013 ALTABLE",           .,           1,           .,           1,
,"09014 ALTOS (LOS)",           .,           .,           .,           2,
,"09016 AMEYUGO",           .,           3,           .,           2,
,"09017 ANGUIX",           .,           1,           .,           6,
,"09018 ARANDA DE DUERO",         192,        1637,         200,        1350,
,"09019 ARANDILLA",           .,           3,           1,           3,
,"09020 ARAUZO DE MIEL",           .,           5,           .,           7,
,"09021 ARAUZO DE SALCE",           .,           1,           1,           1,
,"09022 ARAUZO DE TORRE",           .,           .,           1,           2,
,"09023 ARCOS",           3,          67,           2,          44,
,"09024 ARENILLAS DE RIOPISUERGA",           1,           5,           2,           4,
,"09025 ARIJA",           .,           5,           1,           2,
,"09026 ARLANZON",           2,          14,           2,          10,
,"09027 ARRAYA DE OCA",           .,           .,           .,           3,
,"09029 ATAPUERCA",           .,           7,           .,           5,
,"09030 AUSINES (LOS)",           .,           1,           .,           3,
,"09032 AVELLANOSA DE MUÑO",           .,           3,           .,           1,
,"09033 BAHABON DE ESGUEVA",           .,           .,           .,           2,
,"09034 BALBASES (LOS)",           2,           5,           2,          10,
,"09035 BAÑOS DE VALDEARADOS",           1,           8,           .,          18,
,"09036 BAÑUELOS DE BUREBA",           .,           1,           .,           2,
,"09037 BARBADILLO DE HERREROS",           .,           .,           .,           3,
,"09038 BARBADILLO DEL MERCADO",           .,           2,           .,           6,
,"09039 BARBADILLO DEL PEZ",           .,           2,           .,           3,
,"09043 BARRIOS DE BUREBA (LOS)",           .,           2,           .,           3,
,"09044 BARRIOS DE COLINA",           .,           1,           .,           2,
,"09045 BASCONCILLOS DEL TOZO",           .,           5,           1,           5,
,"09047 BELBIMBRE",           .,           .,           .,           3,
,"09048 BELORADO",           8,          57,           9,          61,
,"09050 BERBERANA",           .,           1,           .,           1,
,"09051 BERLANGAS DE ROA",           .,           7,           .,           4,
,"09054 BOZOO",           .,           .,           1,           3,
,"09055 BRAZACORTA",           .,           2,           .,           4,
,"09056 BRIVIESCA",          24,         436,          54,         351,
,"09057 BUGEDO",           .,           3,           .,           5,
,"09058 BUNIEL",           2,          24,           .,          15,
,"09059 BURGOS",         726,        7748,         826,        6947,
,"09060 BUSTO DE BUREBA",           .,           5,           .,           1,
,"09061 CABAÑES DE ESGUEVA",           .,           .,           1,           2,
,"09063 CAVIA",           1,           7,           2,           4,
,"09064 CALERUEGA",           3,          10,           .,          20,
,"09065 CAMPILLO DE ARANDA",           .,           1,           1,           6,
,"09066 CAMPOLARA",           .,           .,           .,           2,
,"09067 CANICOSA DE LA SIERRA",           1,          23,           3,          23,
,"09068 CANTABRANA",           .,           1,           .,           1,
,"09070 CARAZO",           .,           1,           .,           .,
,"09071 CARCEDO DE BUREBA",           .,           .,           .,           1,
,"09072 CARCEDO DE BURGOS",           .,          11,           .,           9,
,"09073 CARDEÑADIJO",           1,          54,           4,          38,
,"09074 CARDEÑAJIMENO",           2,          40,           5,          34,
,"09075 CARDEÑUELA RIOPICO",           .,           2,           2,           4,
,"09078 CASCAJARES DE LA SIERRA",           .,           1,           .,           .,
,"09079 CASTELLANOS DE CASTRO",           .,           1,           1,           .,
,"09082 CASTILDELGADO",           .,           1,           1,           .,
,"09083 CASTIL DE PEONES",           .,           1,           .,           .,
,"09084 CASTRILLO DE LA REINA",           2,           2,           2,           6,
,"09085 CASTRILLO DE LA VEGA",           2,          28,           3,          30,
,"09086 CASTRILLO DEL VAL",           .,          16,           1,          14,
,"09088 CASTRILLO DE RIOPISUERGA",           .,           1,           2,           3,
,"09090 CASTRILLO MOTA DE JUDIOS",           .,           1,           .,           4,
,"09091 CASTROJERIZ",           2,          18,           .,          20,
,"09093 CAYUELA",           .,           4,           2,           2,
,"09094 CEBRECOS",           .,           .,           .,           1,
,"09095 CELADA DEL CAMINO",           .,           3,           .,           3,
,"09098 CEREZO DE RIO TIRON",           .,          13,           .,          14,
,"09100 CERRATON DE JUARROS",           .,           .,           .,           2,
,"09101 CIADONCHA",           1,           3,           .,           1,
,"09102 CILLAPERLATA",           .,           1,           .,           2,
,"09103 CILLERUELO DE ABAJO",           .,           3,           1,           8,
,"09108 COGOLLOS",           .,          15,           1,          18,
,"09109 CONDADO DE TREVIÑO",           1,          27,           2,          28,
,"09110 CONTRERAS",           .,           1,           .,           5,
,"09112 CORUÑA DEL CONDE",           .,           .,           .,           2,
,"09113 COVARRUBIAS",           2,          10,           2,          22,
,"09114 CUBILLO DEL CAMPO",           .,           3,           .,           1,
,"09115 CUBO DE BUREBA",           .,           2,           1,           3,
,"09117 CUEVA DE ROA (LA)",           .,           2,           .,           4,
,"09119 CUEVAS DE SAN CLEMENTE",           .,           2,           .,           3,
,"09120 ENCIO",           .,           .,           .,           1,
,"09122 ESPINOSA DE CERVERA",           .,           1,           .,           1,
,"09123 ESPINOSA DEL CAMINO",           .,           .,           .,           1,
,"09124 ESPINOSA DE LOS MONTEROS",           5,          84,           8,          93,
,"09125 ESTEPAR",           .,          13,           1,          21,
,"09127 FONTIOSO",           .,           1,           .,           .,
,"09128 FRANDOVINEZ",           2,           2,           .,           6,
,"09129 FRESNEDA DE LA SIERRA TIRON",           .,           2,           .,           1,
,"09130 FRESNEÑA",           .,           1,           .,           3,
,"09131 FRESNILLO DE LAS DUEÑAS",           3,          20,           3,          22,
,"09132 FRESNO DE RIO TIRON",           .,           .,           .,           8,
,"09133 FRESNO DE RODILLA",           .,           1,           .,           1,
,"09134 FRIAS",           .,          11,           1,          15,
,"09135 FUENTEBUREBA",           .,           2,           .,           2,
,"09136 FUENTECEN",           1,           5,           1,          13,
,"09137 FUENTELCESPED",           1,           8,           1,           6,
,"09138 FUENTELISENDO",           .,           1,           .,           4,
,"09139 FUENTEMOLINOS",           .,           .,           .,           3,
,"09140 FUENTENEBRO",           2,           6,           1,           4,
,"09141 FUENTESPINA",           2,          28,           2,          11,
,"09144 GALLEGA (LA)",           .,           1,           1,           1,
,"09148 GRIJALBA",           .,           2,           .,           2,
,"09151 GUMIEL DE IZAN",           3,          16,           .,          21,
,"09152 GUMIEL DE MERCADO",           1,           7,           2,          25,
,"09154 HACINAS",           .,           4,           .,           5,
,"09155 HAZA",           .,           .,           .,           2,
,"09159 HONTANAS",           .,           4,           .,           1,
,"09160 HONTANGAS",           .,           .,           .,           2,
,"09162 HONTORIA DE LA CANTERA",           .,           2,           2,           2,
,"09163 HONTORIA DEL PINAR",           .,          11,           1,          16,
,"09164 HONTORIA DE VALDEARADOS",           .,           4,           .,           4,
,"09166 HORMAZAS (LAS)",           .,           .,           .,           2,
,"09167 HORNILLOS DEL CAMINO",           .,           1,           .,           1,
,"09168 HORRA (LA)",           1,           8,           1,          13,
,"09169 HORTIGÜELA",           1,           2,           .,           3,
,"09170 HOYALES DE ROA",           .,           1,           1,          10,
,"09172 HUERMECES",           .,           1,           .,           1,
,"09173 HUERTA DE ARRIBA",           .,           4,           1,           8,
,"09174 HUERTA DE REY",           2,          16,           3,          26,
,"09175 HUMADA",           .,           .,           1,           2,
,"09176 HURONES",           .,           1,           1,           1,
,"09177 IBEAS DE JUARROS",           3,          52,           6,          33,
,"09178 IBRILLOS",           .,           1,           .,           .,
,"09179 IGLESIARRUBIA",           .,           .,           .,           1,
,"09180 IGLESIAS",           .,           1,           .,           .,
,"09181 ISAR",           1,           7,           1,           6,
,"09182 ITERO DEL CASTILLO",           1,           1,           .,           1,
,"09184 JARAMILLO QUEMADO",           .,           1,           .,           .,
,"09189 JUNTA DE TRASLALOMA",           1,           3,           2,           5,
,"09190 JUNTA DE VILLALBA DE LOSA",           .,           2,           .,           4,
,"09192 JURISDICCION DE SAN ZADORNIL",           .,           3,           .,           6,
,"09194 LERMA",          15,         114,          20,         131,
,"09195 LLANO DE BUREBA",           .,           .,           .,           1,
,"09196 MADRIGAL DEL MONTE",           .,           1,           .,           6,
,"09197 MADRIGALEJO DEL MONTE",           .,           4,           .,           2,
,"09198 MAHAMUD",           .,           .,           .,           1,
,"09199 MAMBRILLA DE CASTREJON",           1,           1,           1,           4,
,"09200 MAMBRILLAS DE LARA",           .,           1,           .,           1,
,"09201 MAMOLAR",           .,           .,           .,           1,
,"09208 MECERREYES",           .,           5,           1,          13,
,"09209 MEDINA DE POMAR",          33,         270,          23,         283,
,"09211 MELGAR DE FERNAMENTAL",           9,          50,          11,          56,
,"09213 MERINDAD DE CUESTA-URRIA",           1,          12,           1,          19,
,"09214 MERINDAD DE MONTIJA",           .,          21,           1,          30,
,"09215 MERINDAD DE SOTOSCUEVA",           2,           6,           2,          20,
,"09216 MERINDAD DE VALDEPORRES",           .,          13,           1,          22,
,"09217 MERINDAD DE VALDIVIELSO",           .,           7,           2,           7,
,"09218 MILAGROS",           1,          12,           2,          11,
,"09219 MIRANDA DE EBRO",         195,        1710,         211,        1735,
,"09220 MIRAVECHE",           .,           2,           .,           2,
,"09221 MODUBAR DE LA EMPAREDADA",           3,          26,           1,          27,
,"09224 MONASTERIO DE RODILLA",           .,           4,           1,           3,
,"09225 MONCALVILLO",           .,           .,           .,           5,
,"09226 MONTERRUBIO DE LA DEMANDA",           .,           .,           .,           1,
,"09227 MONTORIO",           1,           5,           .,           5,
,"09228 MORADILLO DE ROA",           .,           5,           1,           6,
,"09229 NAVA DE ROA",           1,          11,           2,           7,
,"09231 NEBREDA",           .,           .,           .,           4,
,"09232 NEILA",           .,           5,           .,           4,
,"09235 OLMEDILLO DE ROA",           .,           7,           .,           6,
,"09238 OÑA",           2,          18,           2,          36,
,"09239 OQUILLAS",           .,           2,           .,           .,
,"09241 ORBANEJA RIOPICO",           .,          13,           1,           9,
,"09242 PADILLA DE ABAJO",           1,           1,           .,           3,
,"09243 PADILLA DE ARRIBA",           .,           .,           .,           2,
,"09244 PADRONES DE BUREBA",           .,           .,           .,           2,
,"09246 PALACIOS DE LA SIERRA",           2,          24,           3,          24,
,"09247 PALACIOS DE RIOPISUERGA",           1,           4,           2,           1,
,"09248 PALAZUELOS DE LA SIERRA",           .,           1,           1,           2,
,"09249 PALAZUELOS DE MUÑO",           .,           .,           .,           1,
,"09250 PAMPLIEGA",           3,           7,           2,           7,
,"09251 PANCORBO",           3,          12,           2,          11,
,"09253 PARDILLA",           .,           1,           .,           2,
,"09255 PARTIDO DE LA SIERRA EN TOBALINA",           .,           3,           .,           2,
,"09256 PEDROSA DE DUERO",           .,          11,           .,          17,
,"09257 PEDROSA DEL PARAMO",           .,           4,           .,           5,
,"09258 PEDROSA DEL PRINCIPE",           .,           3,           2,           7,
,"09259 PEDROSA DE RIO URBEL",           .,           2,           1,           5,
,"09261 PEÑARANDA DE DUERO",           2,          16,           .,          27,
,"09262 PERAL DE ARLANZA",           .,           2,           .,           5,
,"09265 PIERNIGAS",           .,           .,           .,           3,
,"09266 PINEDA DE LA SIERRA",           1,           .,           1,           1,
,"09267 PINEDA TRASMONTE",           .,           1,           .,           3,
,"09268 PINILLA DE LOS BARRUECOS",           .,           1,           .,           5,
,"09269 PINILLA DE LOS MOROS",           .,           1,           .,           2,
,"09270 PINILLA TRASMONTE",           .,           1,           1,           3,
,"09272 POZA DE LA SAL",           .,           8,           2,           9,
,"09273 PRADANOS DE BUREBA",           .,           3,           .,           .,
,"09274 PRADOLUENGO",           3,          67,           5,          55,
,"09275 PRESENCIO",           .,           2,           .,           6,
,"09276 PUEBLA DE ARGANZON (LA)",           .,          16,           .,          17,
,"09277 PUENTEDURA",           .,           2,           .,           6,
,"09279 QUEMADA",           1,           8,           .,          12,
,"09280 QUINTANABUREBA",           .,           .,           .,           1,
,"09281 QUINTANA DEL PIDIO",           .,           5,           .,           2,
,"09283 QUINTANAELEZ",           1,           1,           1,           .,
,"09287 QUINTANAORTUÑO",           1,           9,           .,           4,
,"09288 QUINTANAPALLA",           .,           3,           1,           2,
,"09289 QUINTANAR DE LA SIERRA",          10,          79,           9,         112,
,"09292 QUINTANAVIDES",           .,           3,           .,           5,
,"09294 QUINTANILLA DE LA MATA",           .,           6,           .,           3,
,"09295 QUINTANILLA DEL COCO",           .,           .,           .,           1,
,"09297 QUINTANILLAS (LAS)",           .,          10,           .,          29,
,"09298 QUINTANILLA SAN GARCIA",           .,           2,           .,           .,
,"09301 QUINTANILLA VIVAR",           2,          36,           .,          29,
,"09302 RABANERA DEL PINAR",           .,           1,           .,           3,
,"09304 RABE DE LAS CALZADAS",           .,           7,           1,           3,
,"09306 REBOLLEDO DE LA TORRE",           .,           1,           .,           2,
,"09307 REDECILLA DEL CAMINO",           2,           7,           1,           4,
,"09308 REDECILLA DEL CAMPO",           .,           1,           .,           1,
,"09309 REGUMIEL DE LA SIERRA",           1,          20,           .,          15,
,"09311 RETUERTA",           .,           1,           .,           3,
,"09312 REVILLA Y AHEDO (LA)",           .,           3,           .,           7,
,"09314 REVILLA DEL CAMPO",           .,           2,           .,           5,
,"09315 REVILLARRUZ",           .,          19,           1,          20,
,"09316 REVILLA VALLEJERA",           1,           4,           3,           3,
,"09318 RIOCAVADO DE LA SIERRA",           .,           .,           .,           1,
,"09321 ROA",          15,          85,          22,         104,
,"09323 ROJAS",           .,           1,           .,           2,
,"09325 ROYUELA DE RIO FRANCO",           .,           2,           1,           2,
,"09326 RUBENA",           .,           6,           1,           4,
,"09327 RUBLACEDO DE ABAJO",           .,           1,           .,           .,
,"09328 RUCANDIO",           .,           .,           .,           1,
,"09329 SALAS DE BUREBA",           1,           2,           1,          10,
,"09330 SALAS DE LOS INFANTES",          11,          69,          12,         105,
,"09332 SALDAÑA DE BURGOS",           .,           8,           .,           7,
,"09334 SALINILLAS DE BUREBA",           .,           1,           .,           3,
,"09335 SAN ADRIAN DE JUARROS",           .,           1,           .,           2,
,"09337 SAN JUAN DEL MONTE",           .,           1,           2,          10,
,"09338 SAN MAMES DE BURGOS",           .,           9,           2,          13,
,"09339 SAN MARTIN DE RUBIALES",           1,           3,           1,           9,
,"09340 SAN MILLAN DE LARA",           .,           .,           .,           1,
,"09343 SANTA CECILIA",           .,           5,           1,           7,
,"09345 SANTA CRUZ DE LA SALCEDA",           .,           2,           .,           7,
,"09346 SANTA CRUZ DEL VALLE URBION",           .,           2,           .,           1,
,"09347 SANTA GADEA DEL CID",           .,           3,           .,           4,
,"09348 SANTA INES",           1,           5,           .,          10,
,"09350 SANTA MARIA DEL CAMPO",           1,          14,           2,          14,
,"09352 SANTA MARIA DEL MERCADILLO",           .,           .,           .,           4,
,"09353 SANTA MARIA RIVARREDONDA",           .,           8,           .,           2,
,"09354 SANTA OLALLA DE BUREBA",           .,           .,           .,           1,
,"09355 SANTIBAÑEZ DE ESGUEVA",           .,           2,           .,           1,
,"09356 SANTIBAÑEZ DEL VAL",           .,           .,           .,           2,
,"09358 SANTO DOMINGO DE SILOS",           1,           5,           .,          14,
,"09361 SARGENTES DE LA LORA",           1,           .,           .,           2,
,"09362 SARRACIN",           1,          11,           .,          13,
,"09363 SASAMON",           1,          18,           2,          23,
,"09366 SOLARANA",           .,           1,           .,           .,
,"09369 SOTILLO DE LA RIBERA",           .,          16,           6,          27,
,"09372 SOTRAGERO",           2,          13,           .,           8,
,"09373 SOTRESGUDO",           1,           8,           2,           6,
,"09375 TAMARON",           .,           3,           1,           3,
,"09377 TARDAJOS",           4,          24,           1,          23,
,"09378 TEJADA",           .,           .,           .,           1,
,"09380 TERRADILLOS DE ESGUEVA",           .,           .,           .,           2,
,"09384 TORDOMAR",           .,           5,           1,           8,
,"09386 TORRECILLA DEL MONTE",           .,           3,           .,           6,
,"09387 TORREGALINDO",           .,           2,           .,           2,
,"09389 TORREPADRE",           .,           .,           .,           1,
,"09390 TORRESANDINO",           2,          10,           4,          11,
,"09391 TORTOLES DE ESGUEVA",           .,           8,           3,          19,
,"09392 TOSANTOS",           .,           .,           .,           1,
,"09394 TRESPADERNE",           1,          26,           1,          33,
,"09395 TUBILLA DEL AGUA",           .,           2,           .,           1,
,"09396 TUBILLA DEL LAGO",           .,           5,           1,          10,
,"09398 URBEL DEL CASTILLO",           .,           1,           .,           3,
,"09400 VADOCONDES",           .,           7,           1,           9,
,"09403 VALDEANDE",           .,           .,           .,           1,
,"09405 VALDEZATE",           .,           1,           .,           3,
,"09406 VALDORROS",           .,          17,           .,          14,
,"09407 VALMALA",           .,           .,           .,           1,
,"09409 VALLE DE MANZANEDO",           .,           4,           1,          11,
,"09410 VALLE DE MENA",           4,         135,          12,         158,
,"09411 VALLE DE OCA",           .,           5,           .,           5,
,"09412 VALLE DE TOBALINA",           3,          25,           4,          48,
,"09413 VALLE DE VALDEBEZANA",           .,           9,           2,          27,
,"09414 VALLE DE VALDELAGUNA",           .,           1,           .,           3,
,"09415 VALLE DE VALDELUCIO",           1,           7,           .,           9,
,"09416 VALLE DE ZAMANZAS",           .,           3,           .,           5,
,"09417 VALLEJERA",           .,           .,           .,           1,
,"09418 VALLES DE PALENZUELA",           .,           1,           .,           .,
,"09419 VALLUERCANES",           .,           1,           .,           2,
,"09421 VID Y BARRIOS (LA)",           .,          11,           .,           8,
,"09422 VID DE BUREBA (LA)",           .,           1,           .,           .,
,"09423 VILEÑA",           .,           1,           .,           2,
,"09424 VILORIA DE RIOJA",           .,           .,           .,           1,
,"09425 VILVIESTRE DEL PINAR",           2,          23,           5,          25,
,"09427 VILLADIEGO",           4,          23,          13,          33,
,"09428 VILLAESCUSA DE ROA",           .,           2,           .,           .,
,"09429 VILLAESCUSA LA SOMBRIA",           .,           2,           .,           2,
,"09430 VILLAESPASA",           .,           .,           .,           1,
,"09431 VILLAFRANCA MONTES DE OCA",           .,           2,           2,           4,
,"09432 VILLAFRUELA",           .,           2,           .,           1,
,"09433 VILLAGALIJO",           .,           3,           1,           1,
,"09434 VILLAGONZALO PEDERNALES",           4,          58,           9,          43,
,"09437 VILLAHOZ",           1,          11,           4,           7,
,"09438 VILLALBA DE DUERO",           2,          13,           4,          13,
,"09439 VILLALBILLA DE BURGOS",           2,          44,           2,          26,
,"09440 VILLALBILLA DE GUMIEL",           .,           1,           .,           1,
,"09441 VILLALDEMIRO",           .,           1,           1,           2,
,"09442 VILLALMANZO",           .,          10,           1,          23,
