" Datos Básicos  - Paro Registrado"
"Datos de: INDICADOR=PARO REGISTRADO EN MUJERES DE MENOS DE 25 AÑOS EN DICIEMBRE, PARO REGISTRADO EN MUJERES DE 25 AÑOS O MÁS EN DICIEMBRE, PARO REGISTRADO EN VARONES DE MENOS DE 25 AÑOS EN DICIEMBRE, PARO REGISTRADO EN VARONES DE 25 AÑOS O MÁS EN DICIEMBRE"
"FAMILIA INDICADOR",,"LABORAL",,,,
"INDICADOR",,"PARO REGISTRADO EN MUJERES DE MENOS DE 25 AÑOS EN DICIEMBRE","PARO REGISTRADO EN MUJERES DE 25 AÑOS O MÁS EN DICIEMBRE","PARO REGISTRADO EN VARONES DE MENOS DE 25 AÑOS EN DICIEMBRE","PARO REGISTRADO EN VARONES DE 25 AÑOS O MÁS EN DICIEMBRE",
,,VALOR,VALOR,VALOR,VALOR,
FECHA,MUNICIPIO,Sum,Sum,Sum,Sum,
,"37257 POZOS DE HINOJO",           .,           .,           .,           2,
,"37258 PUEBLA DE AZABA",           .,           1,           .,          10,
,"37259 PUEBLA DE SAN MEDEL",           .,           .,           .,           1,
,"37260 PUEBLA DE YELTES",           .,           2,           1,           3,
,"37261 PUENTE DEL CONGOSTO",           .,           2,           .,           4,
,"37262 PUERTAS",           .,           .,           1,           .,
,"37263 PUERTO DE BEJAR",           2,           3,           1,           8,
,"37264 PUERTO SEGURO",           .,           .,           .,           1,
,"37265 RAGAMA",           2,          10,           1,           1,
,"37266 REDONDA (LA)",           .,           .,           .,           1,
,"37267 RETORTILLO",           2,          10,           .,           2,
,"37268 RINCONADA DE LA SIERRA (LA)",           .,           .,           .,           1,
,"37269 ROBLEDA",           4,           9,           2,          12,
,"37270 ROBLIZA DE COJOS",           3,           1,           .,           .,
,"37271 ROLLAN",           3,           4,           2,           4,
,"37272 SAELICES EL CHICO",           1,           1,           .,           6,
,"37273 SAGRADA (LA)",           .,           2,           .,           .,
,"37274 SALAMANCA",        1153,        5294,         436,        2740,
,"37275 SALDEANA",           .,           1,           1,           6,
,"37276 SALMORAL",           2,           2,           .,           7,
,"37278 SAN CRISTOBAL DE LA CUESTA",           1,           7,           1,           2,
,"37279 SANCTI-SPIRITUS",           5,          14,           3,          13,
,"37280 SANCHON DE LA RIBERA",           .,           1,           .,           .,
,"37281 SANCHON DE LA SAGRADA",           .,           .,           .,           2,
,"37282 SANCHOTELLO",           1,           2,           .,           3,
,"37283 SANDO",           .,           1,           .,           3,
,"37284 SAN ESTEBAN DE LA SIERRA",           .,           4,           1,           8,
,"37285 SAN FELICES DE LOS GALLEGOS",           1,           2,           4,          16,
,"37286 SAN MARTIN DEL CASTAÑAR",           .,           4,           .,           4,
,"37287 SAN MIGUEL DE VALERO",           .,           2,           .,           2,
,"37288 SAN MORALES",           .,           8,           1,           1,
,"37289 SAN MUÑOZ",           .,           .,           .,           2,
,"37290 SAN PEDRO DEL VALLE",           1,           1,           .,           1,
,"37291 SAN PEDRO DE ROZADOS",           6,           7,           2,           1,
,"37292 SAN PELAYO DE GUAREÑA",           .,           2,           1,           .,
,"37293 SANTA MARIA DE SANDO",           .,           4,           .,           2,
,"37294 SANTA MARTA DE TORMES",          66,         388,          31,         159,
,"37296 SANTIAGO DE LA PUEBLA",           6,          13,           1,          13,
,"37297 SANTIBAÑEZ DE BEJAR",           3,           5,           .,           5,
,"37298 SANTIBAÑEZ DE LA SIERRA",           1,           2,           .,           3,
,"37299 SANTIZ",           .,           3,           1,           1,
,"37300 SANTOS (LOS)",           2,           8,           .,           9,
,"37301 SARDON DE LOS FRAILES",           .,           .,           .,           2,
,"37302 SAUCELLE",           2,           4,           1,          11,
,"37303 SAHUGO (EL)",           .,           2,           .,           1,
,"37304 SEPULCRO-HILARIO",           1,           .,           .,           4,
,"37305 SEQUEROS",           1,           3,           .,           3,
,"37306 SERRADILLA DEL ARROYO",           2,           2,           1,           2,
,"37307 SERRADILLA DEL LLANO",           1,           1,           .,           5,
,"37310 SIETEIGLESIAS DE TORMES",           1,           3,           .,           2,
,"37311 SOBRADILLO",           .,           8,           .,           3,
,"37312 SORIHUELA",           2,           3,           1,           6,
,"37313 SOTOSERRANO",           1,          11,           3,          24,
,"37314 TABERA DE ABAJO",           1,           .,           .,           1,
,"37315 TALA (LA)",           .,           4,           .,           2,
,"37316 TAMAMES",           .,           9,           .,           6,
,"37317 TARAZONA DE GUAREÑA",           1,           9,           2,           6,
,"37318 TARDAGUILA",           .,           1,           .,           2,
,"37319 TEJADO (EL)",           .,           .,           .,           1,
,"37320 TEJEDA Y SEGOYUELA",           .,           .,           1,           .,
,"37321 TENEBRON",           1,           1,           1,           2,
,"37322 TERRADILLOS",          21,          90,          14,          54,
,"37323 TOPAS",          10,          11,           1,          10,
,"37324 TORDILLOS",           .,           4,           .,           4,
,"37325 TORNADIZO (EL)",           .,           .,           .,           4,
,"37327 TORRESMENUDAS",           2,           1,           1,           1,
,"37328 TRABANCA",           .,           1,           .,           5,
,"37330 VALDECARROS",           3,           4,           .,           4,
,"37331 VALDEFUENTES DE SANGUSIN",           .,           7,           1,           7,
,"37332 VALDEHIJADEROS",           .,           2,           2,           3,
,"37333 VALDELACASA",           1,           3,           .,           2,
,"37334 VALDELAGEVE",           2,           .,           1,           3,
,"37335 VALDELOSA",           5,           5,           2,           7,
,"37336 VALDEMIERQUE",           .,           2,           1,           1,
,"37337 VALDERRODRIGO",           1,           2,           .,           .,
,"37338 VALDUNCIEL",           .,           .,           .,           1,
,"37339 VALERO",           1,           1,           .,           1,
,"37340 VALSALABROSO",           1,           1,           .,           3,
,"37341 VALVERDE DE VALDELACASA",           .,           .,           1,           3,
,"37342 VALVERDON",           2,           5,           3,           4,
,"37344 VECINOS",           2,           3,           1,           3,
,"37345 VEGA DE TIRADOS",           2,           1,           .,           2,
,"37346 VEGUILLAS (LAS)",           .,           4,           .,          10,
,"37347 VELLES (LA)",           .,           5,           1,           8,
,"37348 VENTOSA DEL RIO ALMAR",           .,           1,           .,           .,
,"37349 VIDOLA (LA)",           .,           3,           1,           2,
,"37350 VILVESTRE",           .,           6,           .,          11,
,"37351 VILLAFLORES",           2,           2,           3,           8,
,"37352 VILLAGONZALO DE TORMES",           1,           4,           1,           2,
,"37353 VILLALBA DE LOS LLANOS",           3,           2,           .,           .,
,"37354 VILLAMAYOR",          17,          87,           7,          37,
,"37355 VILLANUEVA DEL CONDE",           2,           2,           .,           3,
,"37356 VILLAR DE ARGAÑAN",           .,           1,           .,           5,
,"37357 VILLAR DE CIERVO",           1,           4,           1,           9,
,"37358 VILLAR DE GALLIMAZO",           .,           1,           .,           .,
,"37359 VILLAR DE LA YEGUA",           .,           2,           1,           8,
,"37360 VILLAR DE PERALONSO",           1,           2,           .,           2,
,"37361 VILLAR DE SAMANIEGO",           .,           1,           .,           2,
,"37362 VILLARES DE LA REINA",          11,          76,           8,          30,
,"37363 VILLARES DE YELTES",           1,           1,           .,           .,
,"37364 VILLARINO DE LOS AIRES",           2,          19,           2,          14,
,"37365 VILLARMAYOR",           2,           4,           1,           2,
,"37366 VILLARMUERTO",           .,           .,           .,           1,
,"37367 VILLASBUENAS",           1,           2,           1,           8,
,"37369 VILLASECO DE LOS GAMITOS",           .,           3,           .,           2,
,"37370 VILLASECO DE LOS REYES",           .,           5,           1,           .,
,"37371 VILLASRUBIAS",           2,           7,           .,           5,
,"37372 VILLAVERDE DE GUAREÑA",           .,           3,           .,           .,
,"37373 VILLAVIEJA DE YELTES",           2,          13,           1,           7,
,"37374 VILLORIA",          20,          26,           9,          16,
,"37375 VILLORUELA",           3,          28,           3,          15,
,"37376 VITIGUDINO",          17,          86,           7,          26,
,"37377 YECLA DE YELTES",           .,           8,           .,           6,
,"37378 ZAMARRA",           .,           1,           .,           4,
,"37379 ZAMAYON",           .,           2,           .,           2,
,"37380 ZARAPICOS",           1,           1,           .,           1,
,"37381 ZARZA DE PUMAREDA (LA)",           .,           1,           .,           2,
,"37382 ZORITA DE LA FRONTERA",           1,           4,           .,           1,
,"40001 ABADES",           1,          10,           1,           5,
,"40002 ADRADA DE PIRON",           .,           1,           .,           .,
,"40003 ADRADOS",           .,           3,           .,           2,
,"40004 AGUILAFUENTE",           1,           5,           1,           6,
,"40007 ALDEALENGUA DE PEDRAZA",           1,           .,           .,           .,
,"40008 ALDEALENGUA DE SANTA MARIA",           .,           1,           .,           .,
,"40009 ALDEANUEVA DE LA SERREZUELA",           .,           .,           .,           2,
,"40010 ALDEANUEVA DEL CODONAL",           1,           2,           .,           .,
,"40012 ALDEA REAL",           .,           4,           .,           2,
,"40014 ALDEHORNO",           .,           .,           .,           1,
,"40015 ALDEHUELA DEL CODONAL",           .,           1,           .,           2,
,"40016 ALDEONTE",           .,           1,           .,           .,
,"40017 ANAYA",           1,           1,           .,           1,
,"40018 AÑE",           .,           1,           .,           1,
,"40020 ARCONES",           .,           2,           .,           .,
,"40021 AREVALILLO DE CEGA",           .,           1,           .,           1,
,"40022 ARMUÑA",           1,           2,           .,           4,
,"40024 AYLLON",           .,           8,           .,           4,
,"40025 BARBOLLA",           .,           .,           .,           1,
,"40026 BASARDILLA",           .,           2,           .,           1,
,"40028 BERCIAL",           .,           2,           1,           1,
,"40030 BERNARDOS",           2,           4,           1,           6,
,"40031 BERNUY DE PORREROS",           2,           5,           .,           1,
,"40032 BOCEGUILLAS",           .,           5,           .,           3,
,"40033 BRIEVA",           .,           .,           .,           2,
,"40035 CABAÑAS DE POLENDOS",           .,           2,           .,           .,
,"40036 CABEZUELA",           1,           7,           .,           1,
,"40039 CAMPO DE SAN PEDRO",           .,           1,           .,           1,
,"40040 CANTALEJO",           5,          27,           4,          10,
,"40041 CANTIMPALOS",           3,          18,           1,          12,
,"40043 CARBONERO EL MAYOR",           9,          35,           1,          10,
,"40044 CARRASCAL DEL RIO",           1,           1,           .,           1,
,"40045 CASLA",           .,           2,           .,           1,
,"40046 CASTILLEJO DE MESLEON",           .,           1,           .,           1,
,"40047 CASTRO DE FUENTIDUEÑA",           .,           .,           .,           1,
,"40052 CEDILLO DE LA TORRE",           .,           1,           .,           2,
,"40053 CEREZO DE ABAJO",           .,           2,           .,           1,
,"40054 CEREZO DE ARRIBA",           1,           2,           .,           .,
,"40056 COBOS DE FUENTIDUEÑA",           .,           1,           .,           .,
,"40057 COCA",          19,          32,           3,          21,
,"40058 CODORNIZ",           .,           4,           1,           5,
,"40059 COLLADO HERMOSO",           .,           1,           .,           .,
,"40060 CONDADO DE CASTILNOVO",           .,           1,           .,           1,
,"40062 CUBILLO",           .,           1,           .,           .,
,"40063 CUELLAR",          43,         161,          17,          84,
,"40065 CHAÑE",           3,           9,           .,           6,
,"40068 DOMINGO GARCIA",           .,           2,           .,           .,
,"40069 DONHIERRO",           .,           .,           .,           2,
,"40070 DURUELO",           1,           .,           .,           .,
,"40072 ENCINILLAS",           .,           2,           .,           1,
,"40073 ESCALONA DEL PRADO",           .,           4,           .,           2,
,"40074 ESCARABAJOSA DE CABEZAS",           1,           3,           .,           1,
,"40075 ESCOBAR DE POLENDOS",           .,           3,           .,           1,
,"40076 ESPINAR (EL)",          34,         105,          11,          58,
,"40077 ESPIRDO",           .,           1,           .,           .,
,"40078 FRESNEDA DE CUELLAR",           .,           3,           .,           4,
,"40079 FRESNO DE CANTESPINO",           .,           .,           .,           1,
,"40081 FRUMALES",           1,           .,           .,           2,
,"40082 FUENTE DE SANTA CRUZ",           1,           3,           .,           .,
,"40083 FUENTE EL OLMO DE FUENTIDUEÑA",           .,           .,           .,           1,
,"40084 FUENTE EL OLMO DE ISCAR",           .,           1,           .,           .,
,"40086 FUENTEPELAYO",           2,          10,           1,           4,
,"40087 FUENTEPIÑEL",           .,           1,           .,           .,
,"40088 FUENTERREBOLLO",           2,           .,           .,           .,
,"40089 FUENTESAUCO DE FUENTIDUEÑA",           3,           2,           .,           .,
,"40091 FUENTESOTO",           1,           1,           .,           1,
,"40092 FUENTIDUEÑA",           .,           1,           .,           2,
,"40093 GALLEGOS",           2,           2,           .,           2,
,"40094 GARCILLAN",           1,           5,           .,           3,
,"40095 GOMEZSERRACIN",           1,           5,           .,           3,
,"40097 GRAJERA",           .,           1,           .,           .,
,"40100 HONTALBILLA",           1,           1,           .,           3,
,"40101 HONTANARES DE ERESMA",           1,           4,           .,           2,
,"40103 HUERTOS (LOS)",           .,           3,           .,           2,
,"40104 ITUERO Y LAMA",           .,           2,           .,           .,
,"40105 JUARROS DE RIOMOROS",           .,           1,           .,           .,
,"40107 LABAJOS",           .,           2,           .,           .,
,"40108 LAGUNA DE CONTRERAS",           .,           .,           .,           2,
,"40110 LASTRAS DE CUELLAR",           .,           4,           3,           6,
,"40111 LASTRAS DEL POZO",           .,           .,           .,           1,
,"40112 LASTRILLA (LA)",           7,          39,           1,          12,
,"40113 LOSA (LA)",           .,           6,           .,           1,
,"40115 MADERUELO",           .,           1,           .,           2,
,"40119 MARTIN MIGUEL",           3,           3,           .,           3,
,"40120 MARTIN MUÑOZ DE LA DEHESA",           .,           .,           .,           1,
,"40121 MARTIN MUÑOZ DE LAS POSADAS",           1,           4,           .,           4,
,"40122 MARUGAN",           .,           7,           .,           8,
,"40123 MATABUENA",           .,           2,           .,           1,
,"40124 MATA DE CUELLAR",           1,           3,           1,           2,
,"40125 MATILLA (LA)",           .,           1,           .,           .,
,"40126 MELQUE DE CERCOS",           .,           1,           .,           .,
,"40128 MIGUELAÑEZ",           .,           3,           .,           2,
,"40134 MOZONCILLO",           2,          11,           1,           6,
,"40135 MUÑOPEDRO",           .,           3,           3,           1,
,"40136 MUÑOVEROS",           .,           .,           .,           4,
,"40138 NAVA DE LA ASUNCION",           8,          29,           5,          13,
,"40139 NAVAFRIA",           .,           6,           1,           2,
,"40140 NAVALILLA",           .,           1,           .,           .,
,"40141 NAVALMANZANO",           4,          10,           4,           6,
,"40142 NAVARES DE AYUSO",           .,           1,           .,           .,
,"40143 NAVARES DE ENMEDIO",           .,           1,           .,           1,
,"40145 NAVAS DE ORO",           4,          17,           3,          15,
,"40146 NAVAS DE SAN ANTONIO",           .,           4,           1,           4,
,"40148 NIEVA",           .,           6,           .,           3,
,"40149 OLOMBRADA",           1,           7,           .,           .,
,"40150 OREJANA",           .,           1,           .,           .,
,"40151 ORTIGOSA DE PESTAÑO",           .,           1,           .,           1,
,"40152 OTERO DE HERREROS",           4,          17,           .,           2,
,"40155 PALAZUELOS DE ERESMA",           9,          95,           5,          32,
,"40156 PEDRAZA",           .,           5,           1,           1,
,"40159 PINAREJOS",           .,           1,           1,           1,
,"40160 PINARNEGRILLO",           .,           1,           1,           1,
,"40162 PRADENA",           2,           3,           .,           2,
,"40165 REBOLLO",           1,           1,           .,           1,
,"40166 REMONDO",           .,           4,           .,           3,
,"40168 RIAGUAS DE SAN BARTOLOME",           .,           .,           .,           1,
,"40170 RIAZA",           1,          19,           1,           7,
,"40173 RODA DE ERESMA",           .,           2,           .,           .,
,"40174 SACRAMENIA",           2,           2,           1,           2,
,"40176 SAMBOAL",           3,           5,           1,           5,
,"40177 SAN CRISTOBAL DE CUELLAR",           .,           2,           .,           .,
,"40178 SAN CRISTOBAL DE LA VEGA",           .,           1,           .,           6,
,"40179 SANCHONUÑO",           .,          11,           1,           5,
,"40180 SANGARCIA",           3,           5,           .,           3,
,"40181 REAL SITIO DE SAN ILDEFONSO",          26,         121,           7,          38,
,"40182 SAN MARTIN Y MUDRIAN",           .,           1,           .,           3,
,"40183 SAN MIGUEL DE BERNUY",           1,           .,           .,           1,
,"40184 SAN PEDRO DE GAILLOS",           .,           2,           .,           1,
,"40185 SANTA MARIA LA REAL DE NIEVA",           4,          10,           .,           3,
,"40188 SANTIUSTE DE PEDRAZA",           .,           .,           .,           1,
,"40189 SANTIUSTE DE SAN JUAN BAUTISTA",           2,           8,           .,           7,
,"40190 SANTO DOMINGO DE PIRON",           1,           2,           .,           .,
,"40191 SANTO TOME DEL PUERTO",           .,           2,           .,           .,
,"40192 SAUQUILLO DE CABEZAS",           .,           1,           .,           2,
,"40193 SEBULCOR",           .,           2,           .,           2,
,"40194 SEGOVIA",         213,        1049,         100,         497,
,"40195 SEPULVEDA",           .,          10,           1,          10,
,"40198 SOTILLO",           .,           1,           .,           .,
,"40202 TORREADRADA",           .,           .,           .,           1,
,"40203 TORRECABALLEROS",           .,          11,           .,           1,
,"40204 TORRECILLA DEL PINAR",           1,           .,           .,           1,
,"40205 TORREIGLESIAS",           2,           1,           .,           1,
,"40206 TORRE VAL DE SAN PEDRO",           1,           2,           .,           4,
,"40207 TRESCASAS",           1,           5,           2,           4,
,"40208 TUREGANO",           4,          16,           .,           5,
,"40210 URUEÑAS",           .,           2,           .,           .,
,"40212 VALDEVACAS DE MONTEJO",           .,           .,           1,           .,
,"40213 VALDEVACAS Y GUIJAR",           .,           3,           .,           .,
,"40214 VALSECA",           .,           2,           1,           2,
,"40215 VALTIENDAS",           .,           .,           .,           1,
,"40216 VALVERDE DEL MAJANO",           2,           7,           .,           3,
,"40218 VALLE DE TABLADILLO",           .,           .,           .,           1,
,"40219 VALLELADO",           5,           6,           .,           .,
,"40220 VALLERUELA DE PEDRAZA",           .,           1,           .,           .,
,"40222 VEGANZONES",           .,           1,           .,           2,
,"40223 VEGAS DE MATUTE",           1,           3,           .,           5,
,"40225 VILLACASTIN",           3,          23,           4,          22,
,"40228 VILLAVERDE DE ISCAR",           4,           4,           .,          10,
,"40230 VILLEGUILLO",           .,           .,           .,           3,
,"40231 YANGUAS DE ERESMA",           1,           1,           .,           .,
,"40233 ZARZUELA DEL MONTE",           2,           7,           .,           8,
,"40234 ZARZUELA DEL PINAR",           2,           7,           2,           8,
,"40901 ORTIGOSA DEL MONTE",           1,           7,           1,           .,
,"40902 COZUELOS DE FUENTIDUEÑA",           .,           .,           .,           1,
,"40903 MARAZOLEJA",           .,           .,           .,           1,
,"40904 NAVAS DE RIOFRIO",           .,           2,           .,           1,
,"42001 ABEJAR",           .,          10,           .,           3,
,"42003 ADRADAS",           1,           2,           .,           .,
,"42004 AGREDA",          12,          49,           2,          21,
,"42006 ALCONABA",           .,           1,           .,           1,
,"42007 ALCUBILLA DE AVELLANEDA",           .,           1,           .,           3,
,"42016 ALIUD",           .,           .,           .,           1,
,"42018 ALMALUEZ",           .,           .,           .,           2,
,"42019 ALMARZA",           .,           4,           1,           5,
,"42020 ALMAZAN",          18,         124,           6,          37,
,"42021 ALMAZUL",           .,           .,           .,           1,
,"42022 ALMENAR DE SORIA",           .,           1,           1,           .,
,"42025 ARCOS DE JALON",           1,          11,           2,          12,
,"42026 ARENILLAS",           .,           1,           .,           .,
,"42029 BARAONA",           1,           1,           .,           1,
,"42030 BARCA",           .,           .,           .,           2,
,"42032 BAYUBAS DE ABAJO",           .,           6,           .,           5,
,"42035 BERLANGA DE DUERO",           2,          14,           1,           9,
,"42039 BOROBIA",           2,           5,           .,           4,
,"42043 BURGO DE OSMA-CIUDAD DE OSMA",           7,          71,           2,          29,
,"42045 CABREJAS DEL PINAR",           .,           2,           1,           6,
,"42046 CALATAÑAZOR",           .,           .,           .,           2,
,"42048 CALTOJAR",           .,           .,           .,           1,
,"42049 CANDILICHERA",           .,           .,           .,           2,
,"42053 CARRASCOSA DE ABAJO",           .,           .,           .,           1,
,"42055 CASAREJOS",           .,           1,           .,           3,
,"42057 CASTILRUIZ",           .,           4,           .,           2,
,"42058 CASTILLEJO DE ROBLEDO",           .,           3,           .,           .,
,"42059 CENTENERA DE ANDALUZ",           .,           .,           .,           1,
,"42061 CIDONES",           .,           1,           .,           5,
,"42064 CIRIA",           .,           1,           .,           1,
,"42069 COVALEDA",          10,          35,           3,          23,
,"42070 CUBILLA",           .,           1,           .,           1,
,"42071 CUBO DE LA SOLANA",           .,           .,           .,           1,
,"42075 DEVANOS",           .,           2,           .,           .,
,"42076 DEZA",           .,           2,           .,           1,
,"42078 DURUELO DE LA SIERRA",           5,          20,           1,           8,
,"42080 ESPEJA DE SAN MARCELINO",           .,           2,           .,           1,
,"42081 ESPEJON",           .,           1,           .,           1,
,"42084 FRESNO DE CARACENA",           .,           .,           1,           .,
,"42085 FUENTEARMEGIL",           .,           .,           .,           3,
,"42092 FUENTES DE MAGAÑA",           .,           .,           .,           1,
,"42093 FUENTESTRUN",           .,           1,           .,           .,
,"42094 GARRAY",           1,           2,           .,           1,
,"42095 GOLMAYO",           1,           8,           1,           5,
,"42096 GOMARA",           .,           3,           .,           .,
,"42103 LANGA DE DUERO",           .,           4,           .,           6,
,"42105 LICERAS",           .,           .,           .,           2,
,"42111 MATAMALA DE ALMAZAN",           .,           7,           .,           1,
,"42113 MEDINACELI",           1,           4,           .,           2,
,"42115 MIÑO DE MEDINACELI",           .,           2,           .,           3,
,"42117 MOLINOS DE DUERO",           1,           4,           .,           4,
,"42118 MOMBLONA",           .,           .,           .,           1,
,"42119 MONTEAGUDO DE LAS VICARIAS",           .,           1,           .,           .,
,"42120 MONTEJO DE TIERMES",           1,           1,           .,           1,
,"42123 MORON DE ALMAZAN",           .,           3,           .,           .,
,"42127 NAFRIA DE UCERO",           .,           2,           .,           .,
,"42128 NARROS",           .,           .,           .,           1,
,"42129 NAVALENO",           1,          18,           2,           6,
,"42131 NOLAY",           .,           1,           .,           .,
,"42132 NOVIERCAS",           .,           .,           .,           2,
,"42134 OLVEGA",           6,          36,           3,          18,
,"42135 ONCALA",           .,           .,           .,           1,
,"42141 POVEDA DE SORIA (LA)",           .,           .,           .,           1,
,"42144 QUINTANA REDONDA",           .,           3,           .,           2,
,"42145 QUINTANAS DE GORMAZ",           .,           2,           .,           1,
,"42149 RABANOS (LOS)",           1,           2,           .,           4,
,"42152 RECUERDA",           .,           1,           .,           2,
,"42154 RENIEBLAS",           1,           .,           .,           .,
,"42155 RETORTILLO DE SORIA",           .,           1,           .,           3,
,"42156 REZNOS",           .,           1,           .,           .,
,"42161 SALDUERO",           .,           1,           .,           .,
,"42162 SAN ESTEBAN DE GORMAZ",           9,          27,           .,          16,
,"42163 SAN FELICES",           .,           2,           .,           2,
,"42164 SAN LEONARDO DE YAGÜE",           1,          26,           3,          14,
,"42165 SAN PEDRO MANRIQUE",           .,           1,           .,           2,
,"42166 SANTA CRUZ DE YANGUAS",           .,           .,           .,           1,
,"42167 SANTA MARIA DE HUERTA",           1,           6,           1,           3,
,"42168 SANTA MARIA DE LAS HOYAS",           .,           1,           .,           2,
,"42171 SERON DE NAGIMA",           .,           2,           .,           1,
,"42172 SOLIEDRA",           .,           .,           .,           1,
,"42173 SORIA",          74,         591,          38,         217,
,"42174 SOTILLO DEL RINCON",           .,           3,           .,           2,
,"42177 TAJUECO",           .,           .,           .,           1,
,"42178 TALVEILA",           .,           2,           .,           .,
,"42181 TARDELCUENDE",           3,           4,           .,           6,
,"42182 TARODA",           1,           .,           .,           .,
,"42188 TREVAGO",           .,           1,           .,           .,
,"42190 VADILLO",           .,           3,           .,           2,
,"42191 VALDEAVELLANO DE TERA",           .,           1,           1,           2,
,"42192 VALDEGEÑA",           .,           .,           .,           1,
,"42194 VALDEMALUQUE",           1,           3,           .,           .,
,"42195 VALDENEBRO",           1,           1,           .,           .,
,"42196 VALDEPRADO",           .,           .,           .,           1,
,"42197 VALDERRODILLA",           .,           1,           .,           .,
,"42205 VILLACIERVOS",           .,           1,           .,           .,
,"42206 VILLANUEVA DE GORMAZ",           .,           1,           .,           .,
,"42208 VILLAR DEL CAMPO",           .,           3,           .,           .,
,"42209 VILLAR DEL RIO",           .,           .,           .,           2,
,"42212 VILLASAYAS",           .,           1,           .,           .,
,"42213 VILLASECA DE ARCIEL",           .,           .,           .,           1,
,"42215 VINUESA",           5,          20,           1,           9,
,"42217 VOZMEDIANO",           .,           .,           .,           1,
,"42218 YANGUAS",           .,           1,           .,           .,
,"47001 ADALIA",           .,           2,           1,           2,
,"47003 AGUILAR DE CAMPOS",           1,           2,           1,           3,
,"47004 ALAEJOS",           2,          17,           4,          16,
,"47005 ALCAZAREN",           1,          16,           1,           7,
,"47006 ALDEA DE SAN MIGUEL",           .,           3,           .,           4,
,"47007 ALDEAMAYOR DE SAN MARTIN",           7,          36,           .,          15,
,"47009 AMUSQUILLO",           .,           3,           .,           1,
,"47010 ARROYO DE LA ENCOMIENDA",          23,          94,          13,          40,
,"47011 ATAQUINES",           5,          16,           4,          12,
,"47012 BAHABON",           .,           3,           .,           1,
,"47013 BARCIAL DE LA LOMA",           .,           .,           .,           1,
,"47014 BARRUELO DEL VALLE",           .,           1,           .,           1,
,"47015 BECILLA DE VALDERADUEY",           .,           2,           .,           1,
,"47016 BENAFARCES",           .,           .,           .,           1,
,"47017 BERCERO",           1,           2,           1,           1,
,"47018 BERCERUELO",           .,           2,           .,           .,
,"47020 BOBADILLA DEL CAMPO",           5,          10,           4,           7,
,"47021 BOCIGAS",           .,           3,           .,           1,
,"47023 BOECILLO",           2,          18,           2,          16,
,"47024 BOLAÑOS DE CAMPOS",           .,           2,           .,           1,
,"47026 BUSTILLO DE CHAVES",           .,           1,           1,           .,
,"47027 CABEZON DE PISUERGA",           9,          34,           4,          25,
,"47028 CABEZON DE VALDERADUEY",           .,           1,           .,           .,
,"47029 CABREROS DEL MONTE",           .,           .,           1,           .,
,"47030 CAMPASPERO",           2,          12,           .,           8,
,"47031 CAMPILLO (EL)",           .,           5,           .,           5,
,"47032 CAMPORREDONDO",           .,           1,           .,           1,
,"47033 CANALEJAS DE PEÑAFIEL",           .,           .,           .,           3,
,"47034 CANILLAS DE ESGUEVA",           .,           1,           .,           .,
,"47035 CARPIO",           9,          22,           4,          17,
,"47036 CASASOLA DE ARION",           .,           .,           2,           2,
,"47037 CASTREJON DE TRABANCOS",           .,           1,           .,           1,
,"47038 CASTRILLO DE DUERO",           .,           2,           .,           2,
,"47039 CASTRILLO-TEJERIEGO",           2,           5,           .,           2,
,"47040 CASTROBOL",           .,           1,           .,           .,
,"47043 CASTROMONTE",           .,           7,           1,           4,
,"47044 CASTRONUEVO DE ESGUEVA",           3,           6,           .,           2,
,"47045 CASTRONUÑO",           1,           5,           3,          20,
,"47046 CASTROPONCE",           .,           4,           .,           .,
,"47047 CASTROVERDE DE CERRATO",           2,           .,           1,           .,
,"47048 CEINOS DE CAMPOS",           1,           3,           .,           5,
,"47049 CERVILLEGO DE LA CRUZ",           1,           5,           .,           5,
,"47050 CIGALES",           5,          64,           7,          27,
,"47051 CIGUÑUELA",           4,          10,           .,           4,
,"47052 CISTERNIGA",          16,          78,           4,          34,
,"47053 COGECES DE ISCAR",           1,           3,           .,           2,
,"47054 COGECES DEL MONTE",           1,           7,           .,           6,
,"47055 CORCOS",           2,           4,           1,           1,
,"47056 CORRALES DE DUERO",           .,           1,           .,           3,
,"47057 CUBILLAS DE SANTA MARTA",           .,           3,           .,           2,
,"47058 CUENCA DE CAMPOS",           2,           4,           .,           4,
,"47059 CURIEL DE DUERO",           .,           1,           2,           2,
,"47060 ENCINAS DE ESGUEVA",           .,           1,           1,           3,
,"47061 ESGUEVILLAS DE ESGUEVA",           4,           4,           2,           2,
,"47062 FOMBELLIDA",           .,           1,           1,           .,
,"47063 FOMPEDRAZA",           .,           .,           1,           1,
,"47065 FRESNO EL VIEJO",          15,          24,           2,          14,
,"47066 FUENSALDAÑA",           1,          20,           5,           7,
,"47067 FUENTE EL SOL",           2,          10,           .,           3,
,"47068 FUENTE-OLMEDO",           2,           2,           .,           1,
,"47069 GALLEGOS DE HORNIJA",           .,           2,           .,           2,
,"47071 GERIA",           2,           7,           1,           4,
,"47073 HERRIN DE CAMPOS",           .,           5,           .,           1,
,"47074 HORNILLOS DE ERESMA",           1,           1,           .,           2,
,"47075 ISCAR",          50,         118,          18,          39,
,"47076 LAGUNA DE DUERO",          94,         457,          52,         183,
