COD_MUNICIPIO,MUNICIPIO,POBLACION_TOTAL,PROP_ENVEJECIMIENTO,EMPRESAS,SERVICIOS_SANIDAD,ESCUELAS,DISTANCIA_CAPITAL,POBLACION_2030_PROY,VAR_2024_2030,VAR_2024_2030_PCT,VAR_2024_2030_PCT_PCT,PROP_ENVEJECIMIENTO_PCT,EMPRESAS_PCT,SERVICIOS_SANIDAD_PCT,ESCUELAS_PCT,DISTANCIA_CAPITAL_PCT,DIM_DEMOGRAFICA,DIM_ECONOMICA,DIM_SERVICIOS,DIM_ACCESIBILIDAD,DIM_DINAMICA_FUTURA,INDICE_VULNERABILIDAD,NIVEL_VULNERABILIDAD
42089,42089 FUENTELSAZ DE SORIA,64,0.3076923076923077,0.0,0.0,0.0,15.6,33,-31,-48.4375,0.01098901098901099,0.24725274725274726,0.717032967032967,0.9615384615384616,0.554945054945055,0.06043956043956044,0.24725274725274726,0.717032967032967,0.7582417582417582,0.06043956043956044,0.01098901098901099,0.3587912087912088,Baja
42090,42090 FUENTEPINILLA,78,0.4871794871794871,0.0,3.0,0.0,38.3,94,16,20.51282051282051,0.5934065934065934,0.7912087912087912,0.717032967032967,0.18956043956043955,0.554945054945055,0.33516483516483514,0.7912087912087912,0.717032967032967,0.37225274725274726,0.33516483516483514,0.5934065934065934,0.5618131868131868,Media
42092,42092 FUENTES DE MAGAÑA,51,0.4230769230769231,0.0,1.0,0.0,45.8,59,8,15.686274509803921,0.554945054945055,0.6236263736263736,0.717032967032967,0.6785714285714286,0.554945054945055,0.46153846153846156,0.6236263736263736,0.717032967032967,0.6167582417582418,0.46153846153846156,0.554945054945055,0.5947802197802199,Alta
42093,42093 FUENTESTRUN,52,0.3076923076923077,0.0,1.0,0.0,51.3,62,10,19.230769230769234,0.5769230769230769,0.24725274725274726,0.717032967032967,0.6785714285714286,0.554945054945055,0.5494505494505495,0.24725274725274726,0.717032967032967,0.6167582417582418,0.5494505494505495,0.5769230769230769,0.5414835164835164,Media
42094,42094 GARRAY,785,0.1870229007633587,63.0,2.0,1.0,8.8,810,25,3.1847133757961785,0.4065934065934066,0.038461538461538464,0.06593406593406592,0.3296703296703297,0.09615384615384615,0.016483516483516484,0.038461538461538464,0.06593406593406592,0.21291208791208793,0.016483516483516484,0.4065934065934066,0.14807692307692308,Baja
42095,42095 GOLMAYO,3059,0.1139033942558746,208.0,9.0,3.0,4.0,2617,-442,-14.449166394246484,0.15934065934065933,0.02197802197802198,0.01098901098901095,0.02472527472527475,0.038461538461538436,0.005494505494505495,0.02197802197802198,0.01098901098901095,0.03159340659340659,0.005494505494505495,0.15934065934065933,0.04587912087912087,Baja
42096,42096 GOMARA,288,0.3137931034482759,12.0,1.0,1.0,38.7,297,9,3.125,0.4010989010989011,0.26373626373626374,0.18406593406593408,0.6785714285714286,0.09615384615384615,0.34615384615384615,0.26373626373626374,0.18406593406593408,0.3873626373626374,0.34615384615384615,0.4010989010989011,0.3164835164835165,Baja
42097,42097 GORMAZ,26,0.1923076923076923,0.0,1.0,0.0,65.2,33,7,26.923076923076923,0.6703296703296703,0.054945054945054944,0.717032967032967,0.6785714285714286,0.554945054945055,0.7857142857142857,0.054945054945054944,0.717032967032967,0.6167582417582418,0.7857142857142857,0.6703296703296703,0.5689560439560439,Media
42098,42098 HERRERA DE SORIA,11,0.7272727272727273,0.0,1.0,0.0,58.5,15,4,36.36363636363637,0.7692307692307693,0.9945054945054945,0.717032967032967,0.6785714285714286,0.554945054945055,0.7087912087912088,0.9945054945054945,0.717032967032967,0.6167582417582418,0.7087912087912088,0.7692307692307693,0.7612637362637363,Alta
42100,42100 HINOJOSA DEL CAMPO,25,0.6,0.0,1.0,0.0,45.1,33,8,32.0,0.728021978021978,0.9532967032967034,0.717032967032967,0.6785714285714286,0.554945054945055,0.45604395604395603,0.9532967032967034,0.717032967032967,0.6167582417582418,0.45604395604395603,0.728021978021978,0.6942307692307693,Alta
42103,42103 LANGA DE DUERO,716,0.3193863319386332,35.0,6.0,2.0,87.7,711,-5,-0.6983240223463687,0.3241758241758242,0.29120879120879123,0.08791208791208793,0.052197802197802234,0.06868131868131866,0.9725274725274725,0.29120879120879123,0.08791208791208793,0.06043956043956045,0.9725274725274725,0.3241758241758242,0.34725274725274724,Baja
42105,42105 LICERAS,49,0.4285714285714285,6.0,1.0,0.0,93.8,54,5,10.204081632653061,0.5,0.6510989010989011,0.33241758241758246,0.6785714285714286,0.554945054945055,0.989010989010989,0.6510989010989011,0.33241758241758246,0.6167582417582418,0.989010989010989,0.5,0.6178571428571429,Alta
42106,42106 LOSILLA (LA),13,0.3846153846153846,0.0,1.0,0.0,25.9,18,5,38.46153846153847,0.7857142857142857,0.5164835164835165,0.717032967032967,0.6785714285714286,0.554945054945055,0.15384615384615385,0.5164835164835165,0.717032967032967,0.6167582417582418,0.15384615384615385,0.7857142857142857,0.557967032967033,Media
42107,42107 MAGAÑA,64,0.3492063492063492,10.0,3.0,0.0,38.1,98,34,53.125,0.8351648351648352,0.41208791208791207,0.23351648351648346,0.18956043956043955,0.554945054945055,0.32967032967032966,0.41208791208791207,0.23351648351648346,0.37225274725274726,0.32967032967032966,0.8351648351648352,0.4365384615384615,Media
42108,42108 MAJAN,9,0.5555555555555556,0.0,1.0,0.0,60.8,21,12,133.33333333333331,0.9697802197802198,0.9230769230769231,0.717032967032967,0.6785714285714286,0.554945054945055,0.7225274725274725,0.9230769230769231,0.717032967032967,0.6167582417582418,0.7225274725274725,0.9697802197802198,0.7898351648351649,Alta
42110,42110 MATALEBRERAS,81,0.2926829268292683,10.0,1.0,0.0,44.9,125,44,54.32098765432099,0.8461538461538461,0.17582417582417584,0.23351648351648346,0.6785714285714286,0.554945054945055,0.44505494505494503,0.17582417582417584,0.23351648351648346,0.6167582417582418,0.44505494505494503,0.8461538461538461,0.4634615384615384,Media
42111,42111 MATAMALA DE ALMAZAN,254,0.4296875,13.0,3.0,0.0,44.7,278,24,9.448818897637794,0.489010989010989,0.6593406593406593,0.17032967032967028,0.18956043956043955,0.554945054945055,0.4340659340659341,0.6593406593406593,0.17032967032967028,0.37225274725274726,0.4340659340659341,0.489010989010989,0.425,Baja
42113,42113 MEDINACELI,671,0.2938530734632684,71.0,12.0,1.0,78.9,779,108,16.095380029806257,0.5604395604395604,0.18681318681318682,0.05769230769230771,0.016483516483516536,0.09615384615384615,0.9368131868131868,0.18681318681318682,0.05769230769230771,0.05631868131868134,0.9368131868131868,0.5604395604395604,0.3596153846153846,Baja
42115,42115 MIÑO DE MEDINACELI,78,0.3461538461538461,7.0,3.0,0.0,75.1,119,41,52.56410256410257,0.8296703296703297,0.3956043956043956,0.31043956043956045,0.18956043956043955,0.554945054945055,0.9120879120879121,0.3956043956043956,0.31043956043956045,0.37225274725274726,0.9120879120879121,0.8296703296703297,0.564010989010989,Media
42116,42116 MIÑO DE SAN ESTEBAN,40,0.375,4.0,1.0,0.0,83.1,58,18,45.0,0.8076923076923077,0.489010989010989,0.40934065934065933,0.6785714285714286,0.554945054945055,0.9560439560439561,0.489010989010989,0.40934065934065933,0.6167582417582418,0.9560439560439561,0.8076923076923077,0.6557692307692309,Alta
42117,42117 MOLINOS DE DUERO,158,0.2830188679245283,10.0,1.0,0.0,38.4,111,-47,-29.746835443037973,0.04945054945054945,0.15934065934065933,0.23351648351648346,0.6785714285714286,0.554945054945055,0.34065934065934067,0.15934065934065933,0.23351648351648346,0.6167582417582418,0.34065934065934067,0.04945054945054945,0.27994505494505495,Baja
42118,42118 MOMBLONA,18,0.6666666666666666,0.0,1.0,0.0,56.1,22,4,22.22222222222222,0.6153846153846154,0.9807692307692307,0.717032967032967,0.6785714285714286,0.554945054945055,0.6593406593406593,0.9807692307692307,0.717032967032967,0.6167582417582418,0.6593406593406593,0.6153846153846154,0.7178571428571429,Alta
42119,42119 MONTEAGUDO DE LAS VICARIAS,177,0.3651685393258427,8.0,2.0,0.0,72.4,112,-65,-36.72316384180791,0.03296703296703297,0.46703296703296704,0.28296703296703296,0.3296703296703297,0.554945054945055,0.8901098901098901,0.46703296703296704,0.28296703296703296,0.44230769230769235,0.8901098901098901,0.03296703296703297,0.423076923076923,Baja
42120,42120 MONTEJO DE TIERMES,140,0.3426573426573426,15.0,4.0,0.0,95.9,171,31,22.142857142857142,0.6098901098901099,0.38461538461538464,0.14560439560439564,0.11813186813186816,0.554945054945055,0.9945054945054945,0.38461538461538464,0.14560439560439564,0.33653846153846156,0.9945054945054945,0.6098901098901099,0.49423076923076925,Media
42121,42121 MONTENEGRO DE CAMEROS,45,0.4888888888888889,0.0,1.0,0.0,63.4,64,19,42.22222222222222,0.8021978021978022,0.804945054945055,0.717032967032967,0.6785714285714286,0.554945054945055,0.7637362637362637,0.804945054945055,0.717032967032967,0.6167582417582418,0.7637362637362637,0.8021978021978022,0.7409340659340659,Alta
42123,42123 MORON DE ALMAZAN,202,0.3432835820895522,10.0,2.0,0.0,49.2,149,-53,-26.237623762376238,0.07142857142857142,0.3901098901098901,0.23351648351648346,0.3296703296703297,0.554945054945055,0.5274725274725275,0.3901098901098901,0.23351648351648346,0.44230769230769235,0.5274725274725275,0.07142857142857142,0.332967032967033,Baja
42124,42124 MURIEL DE LA FUENTE,55,0.4444444444444444,0.0,1.0,0.0,36.6,66,11,20.0,0.5879120879120879,0.695054945054945,0.717032967032967,0.6785714285714286,0.554945054945055,0.3076923076923077,0.695054945054945,0.717032967032967,0.6167582417582418,0.3076923076923077,0.5879120879120879,0.5848901098901099,Media
42125,42125 MURIEL VIEJO,75,0.3066666666666666,0.0,1.0,0.0,40.4,68,-7,-9.333333333333334,0.2087912087912088,0.23626373626373626,0.717032967032967,0.6785714285714286,0.554945054945055,0.3626373626373626,0.23626373626373626,0.717032967032967,0.6167582417582418,0.3626373626373626,0.2087912087912088,0.4282967032967033,Baja
42127,42127 NAFRIA DE UCERO,36,0.4166666666666667,0.0,3.0,0.0,69.7,42,6,16.666666666666664,0.5686813186813187,0.6043956043956044,0.717032967032967,0.18956043956043955,0.554945054945055,0.8296703296703297,0.6043956043956044,0.717032967032967,0.37225274725274726,0.8296703296703297,0.5686813186813187,0.6184065934065934,Alta
42128,42128 NARROS,71,0.3098591549295774,4.0,1.0,0.0,23.9,62,-9,-12.676056338028168,0.17032967032967034,0.25824175824175827,0.40934065934065933,0.6785714285714286,0.554945054945055,0.12087912087912088,0.25824175824175827,0.40934065934065933,0.6167582417582418,0.12087912087912088,0.17032967032967034,0.31510989010989016,Baja
42129,42129 NAVALENO,732,0.2888283378746594,56.0,2.0,2.0,47.1,819,87,11.885245901639344,0.521978021978022,0.17032967032967034,0.07692307692307687,0.3296703296703297,0.06868131868131866,0.4835164835164835,0.17032967032967034,0.07692307692307687,0.1991758241758242,0.4835164835164835,0.521978021978022,0.2903846153846154,Baja
42130,42130 NEPAS,50,0.52,0.0,1.0,0.0,52.2,48,-2,-4.0,0.2802197802197802,0.8681318681318682,0.717032967032967,0.6785714285714286,0.554945054945055,0.5604395604395604,0.8681318681318682,0.717032967032967,0.6167582417582418,0.5604395604395604,0.2802197802197802,0.6085164835164836,Alta
42131,42131 NOLAY,48,0.5833333333333334,0.0,1.0,0.0,39.2,34,-14,-29.166666666666668,0.06043956043956044,0.9395604395604396,0.717032967032967,0.6785714285714286,0.554945054945055,0.3516483516483517,0.9395604395604396,0.717032967032967,0.6167582417582418,0.3516483516483517,0.06043956043956044,0.5370879120879121,Media
42132,42132 NOVIERCAS,172,0.3515151515151515,10.0,2.0,0.0,46.6,114,-58,-33.72093023255814,0.04395604395604396,0.4175824175824176,0.23351648351648346,0.3296703296703297,0.554945054945055,0.47527472527472525,0.4175824175824176,0.23351648351648346,0.44230769230769235,0.47527472527472525,0.04395604395604396,0.3225274725274725,Baja
42134,42134 OLVEGA,3838,0.1934134866701516,187.0,2.0,4.0,50.1,3446,-392,-10.213652944241792,0.19230769230769232,0.06043956043956044,0.016483516483516536,0.3296703296703297,0.013736263736263687,0.5439560439560439,0.06043956043956044,0.016483516483516536,0.1717032967032967,0.5439560439560439,0.19230769230769232,0.196978021978022,Baja
42135,42135 ONCALA,61,0.4918032786885246,0.0,4.0,0.0,32.3,120,59,96.72131147540983,0.9230769230769231,0.8186813186813187,0.717032967032967,0.11813186813186816,0.554945054945055,0.25274725274725274,0.8186813186813187,0.717032967032967,0.33653846153846156,0.25274725274725274,0.9230769230769231,0.6096153846153847,Alta
42139,42139 PINILLA DEL CAMPO,18,0.6111111111111112,0.0,1.0,0.0,44.6,29,11,61.111111111111114,0.8626373626373627,0.9615384615384616,0.717032967032967,0.6785714285714286,0.554945054945055,0.4258241758241758,0.9615384615384616,0.717032967032967,0.6167582417582418,0.4258241758241758,0.8626373626373627,0.7167582417582418,Alta
42140,42140 PORTILLO DE SORIA,12,0.4166666666666667,0.0,0.0,0.0,41.6,28,16,133.33333333333331,0.9697802197802198,0.6043956043956044,0.717032967032967,0.9615384615384616,0.554945054945055,0.3901098901098901,0.6043956043956044,0.717032967032967,0.7582417582417582,0.3901098901098901,0.9697802197802198,0.6879120879120879,Alta
42141,42141 POVEDA DE SORIA (LA),110,0.3577981651376147,4.0,3.0,0.0,31.5,92,-18,-16.363636363636363,0.13186813186813187,0.45054945054945056,0.40934065934065933,0.18956043956043955,0.554945054945055,0.23076923076923078,0.45054945054945056,0.40934065934065933,0.37225274725274726,0.23076923076923078,0.13186813186813187,0.318956043956044,Baja
42142,42142 POZALMURO,46,0.3260869565217391,0.0,1.0,0.0,40.7,36,-10,-21.73913043478261,0.1043956043956044,0.3131868131868132,0.717032967032967,0.6785714285714286,0.554945054945055,0.37362637362637363,0.3131868131868132,0.717032967032967,0.6167582417582418,0.37362637362637363,0.1043956043956044,0.425,Baja
42144,42144 QUINTANA REDONDA,512,0.324853228962818,20.0,9.0,1.0,22.4,292,-220,-42.96875,0.02197802197802198,0.3076923076923077,0.1208791208791209,0.02472527472527475,0.09615384615384615,0.09340659340659341,0.3076923076923077,0.1208791208791209,0.06043956043956045,0.09340659340659341,0.02197802197802198,0.1208791208791209,Baja
42145,42145 QUINTANAS DE GORMAZ,127,0.328125,6.0,1.0,0.0,61.0,120,-7,-5.511811023622047,0.2692307692307692,0.3269230769230769,0.33241758241758246,0.6785714285714286,0.554945054945055,0.7362637362637363,0.3269230769230769,0.33241758241758246,0.6167582417582418,0.7362637362637363,0.2692307692307692,0.45631868131868136,Media
42148,42148 QUIÑONERIA,10,0.3,0.0,1.0,0.0,54.5,17,7,70.0,0.8901098901098901,0.22252747252747251,0.717032967032967,0.6785714285714286,0.554945054945055,0.6263736263736264,0.22252747252747251,0.717032967032967,0.6167582417582418,0.6263736263736264,0.8901098901098901,0.6145604395604395,Alta
42149,42149 RABANOS (LOS),476,0.29375,25.0,5.0,0.0,8.1,488,12,2.5210084033613445,0.35714285714285715,0.1813186813186813,0.10439560439560436,0.0714285714285714,0.554945054945055,0.01098901098901099,0.1813186813186813,0.10439560439560436,0.3131868131868132,0.01098901098901099,0.35714285714285715,0.19340659340659339,Baja
42151,42151 REBOLLAR,36,0.25,0.0,1.0,0.0,22.8,32,-4,-11.11111111111111,0.1813186813186813,0.12087912087912088,0.717032967032967,0.6785714285714286,0.554945054945055,0.0989010989010989,0.12087912087912088,0.717032967032967,0.6167582417582418,0.0989010989010989,0.1813186813186813,0.346978021978022,Baja
42152,42152 RECUERDA,62,0.296875,4.0,4.0,0.0,64.1,116,54,87.09677419354838,0.9120879120879121,0.2087912087912088,0.40934065934065933,0.11813186813186816,0.554945054945055,0.7802197802197802,0.2087912087912088,0.40934065934065933,0.33653846153846156,0.7802197802197802,0.9120879120879121,0.5293956043956044,Media
42153,42153 RELLO,20,0.4210526315789473,0.0,1.0,0.0,75.7,43,23,114.99999999999999,0.945054945054945,0.6153846153846154,0.717032967032967,0.6785714285714286,0.554945054945055,0.9175824175824175,0.6153846153846154,0.717032967032967,0.6167582417582418,0.9175824175824175,0.945054945054945,0.7623626373626374,Alta
42154,42154 RENIEBLAS,110,0.3,0.0,2.0,0.0,15.4,93,-17,-15.454545454545453,0.13736263736263737,0.22252747252747251,0.717032967032967,0.3296703296703297,0.554945054945055,0.054945054945054944,0.22252747252747251,0.717032967032967,0.44230769230769235,0.054945054945054944,0.13736263736263737,0.3148351648351648,Baja
42155,42155 RETORTILLO DE SORIA,130,0.5801526717557252,5.0,8.0,0.0,77.2,171,41,31.538461538461537,0.7197802197802198,0.9340659340659341,0.3626373626373627,0.0357142857142857,0.554945054945055,0.9230769230769231,0.9340659340659341,0.3626373626373627,0.29532967032967034,0.9230769230769231,0.7197802197802198,0.6469780219780221,Alta
42156,42156 REZNOS,22,0.3181818181818182,0.0,1.0,0.0,52.5,42,20,90.9090909090909,0.9175824175824175,0.2857142857142857,0.717032967032967,0.6785714285714286,0.554945054945055,0.5714285714285714,0.2857142857142857,0.717032967032967,0.6167582417582418,0.5714285714285714,0.9175824175824175,0.6217032967032966,Alta
42157,42157 RIBA DE ESCALOTE (LA),8,0.4444444444444444,0.0,1.0,0.0,71.1,37,29,362.5,1.0,0.695054945054945,0.717032967032967,0.6785714285714286,0.554945054945055,0.8571428571428571,0.695054945054945,0.717032967032967,0.6167582417582418,0.8571428571428571,1.0,0.7771978021978022,Alta
42158,42158 RIOSECO DE SORIA,123,0.3385826771653543,8.0,2.0,0.0,37.8,110,-13,-10.569105691056912,0.18681318681318682,0.37362637362637363,0.28296703296703296,0.3296703296703297,0.554945054945055,0.32142857142857145,0.37362637362637363,0.28296703296703296,0.44230769230769235,0.32142857142857145,0.18681318681318682,0.32142857142857145,Baja
42159,42159 ROLLAMIENTA,44,0.4468085106382978,0.0,1.0,0.0,25.3,40,-4,-9.090909090909092,0.21428571428571427,0.7032967032967034,0.717032967032967,0.6785714285714286,0.554945054945055,0.14835164835164835,0.7032967032967034,0.717032967032967,0.6167582417582418,0.14835164835164835,0.21428571428571427,0.479945054945055,Media
42160,42160 ROYO (EL),251,0.3849206349206349,22.0,2.0,0.0,23.9,269,18,7.171314741035857,0.45054945054945056,0.521978021978022,0.11538461538461542,0.3296703296703297,0.554945054945055,0.12087912087912088,0.521978021978022,0.11538461538461542,0.44230769230769235,0.12087912087912088,0.45054945054945056,0.33021978021978027,Baja
42161,42161 SALDUERO,145,0.3918918918918919,13.0,1.0,0.0,39.5,182,37,25.517241379310345,0.6483516483516484,0.5274725274725275,0.17032967032967028,0.6785714285714286,0.554945054945055,0.35714285714285715,0.5274725274725275,0.17032967032967028,0.6167582417582418,0.35714285714285715,0.6483516483516484,0.46401098901098903,Media
42162,42162 SAN ESTEBAN DE GORMAZ,2935,0.2730363821829309,179.0,18.0,4.0,69.3,2715,-220,-7.495741056218058,0.24175824175824176,0.14835164835164835,0.027472527472527486,0.0,0.013736263736263687,0.8241758241758241,0.14835164835164835,0.027472527472527486,0.006868131868131844,0.8241758241758241,0.24175824175824176,0.24972527472527473,Baja
42163,42163 SAN FELICES,59,0.2372881355932203,0.0,1.0,0.0,58.2,64,5,8.47457627118644,0.4725274725274725,0.10989010989010989,0.717032967032967,0.6785714285714286,0.554945054945055,0.6978021978021978,0.10989010989010989,0.717032967032967,0.6167582417582418,0.6978021978021978,0.4725274725274725,0.5228021978021978,Media
42164,42164 SAN LEONARDO DE YAGÜE,1949,0.2697435897435897,112.0,1.0,3.0,52.4,1791,-158,-8.106721395587481,0.23076923076923078,0.14285714285714285,0.03296703296703296,0.6785714285714286,0.038461538461538436,0.5659340659340659,0.14285714285714285,0.03296703296703296,0.3585164835164835,0.5659340659340659,0.23076923076923078,0.26620879120879126,Baja
42165,42165 SAN PEDRO MANRIQUE,619,0.2164781906300484,27.0,3.0,2.0,42.1,524,-95,-15.347334410339256,0.14285714285714285,0.07142857142857142,0.09890109890109888,0.18956043956043955,0.06868131868131866,0.3956043956043956,0.07142857142857142,0.09890109890109888,0.1291208791208791,0.3956043956043956,0.14285714285714285,0.16758241758241757,Baja
42166,42166 SANTA CRUZ DE YANGUAS,56,0.3928571428571428,5.0,2.0,0.0,49.5,74,18,32.142857142857146,0.7362637362637363,0.5439560439560439,0.3626373626373627,0.3296703296703297,0.554945054945055,0.532967032967033,0.5439560439560439,0.3626373626373627,0.44230769230769235,0.532967032967033,0.7362637362637363,0.5236263736263737,Media
42167,42167 SANTA MARIA DE HUERTA,242,0.4375,10.0,1.0,0.0,88.1,157,-85,-35.12396694214876,0.038461538461538464,0.6813186813186813,0.23351648351648346,0.6785714285714286,0.554945054945055,0.978021978021978,0.6813186813186813,0.23351648351648346,0.6167582417582418,0.978021978021978,0.038461538461538464,0.5096153846153846,Media
42168,42168 SANTA MARIA DE LAS HOYAS,113,0.4690265486725664,4.0,1.0,0.0,62.6,126,13,11.504424778761061,0.510989010989011,0.7362637362637363,0.40934065934065933,0.6785714285714286,0.554945054945055,0.7472527472527473,0.7362637362637363,0.40934065934065933,0.6167582417582418,0.7472527472527473,0.510989010989011,0.6041208791208791,Alta
42171,42171 SERON DE NAGIMA,122,0.416,12.0,2.0,0.0,54.0,188,66,54.09836065573771,0.8406593406593407,0.5934065934065934,0.18406593406593408,0.3296703296703297,0.554945054945055,0.6098901098901099,0.5934065934065934,0.18406593406593408,0.44230769230769235,0.6098901098901099,0.8406593406593407,0.5340659340659342,Media
42172,42172 SOLIEDRA,33,0.4545454545454545,0.0,2.0,0.0,53.7,45,12,36.36363636363637,0.7692307692307693,0.7197802197802198,0.717032967032967,0.3296703296703297,0.554945054945055,0.6043956043956044,0.7197802197802198,0.717032967032967,0.44230769230769235,0.6043956043956044,0.7692307692307693,0.6505494505494506,Alta
42174,42174 SOTILLO DEL RINCON,175,0.3163841807909605,13.0,2.0,0.0,31.9,188,13,7.428571428571429,0.45604395604395603,0.2802197802197802,0.17032967032967028,0.3296703296703297,0.554945054945055,0.24175824175824176,0.2802197802197802,0.17032967032967028,0.44230769230769235,0.24175824175824176,0.45604395604395603,0.3181318681318681,Baja
42175,42175 SUELLACABRAS,33,0.1818181818181818,0.0,1.0,0.0,30.4,45,12,36.36363636363637,0.7692307692307693,0.03021978021978022,0.717032967032967,0.6785714285714286,0.554945054945055,0.21978021978021978,0.03021978021978022,0.717032967032967,0.6167582417582418,0.21978021978021978,0.7692307692307693,0.4706043956043956,Media
42176,42176 TAJAHUERCE,23,0.4782608695652174,0.0,1.0,0.0,41.2,41,18,78.26086956521739,0.8956043956043956,0.7692307692307693,0.717032967032967,0.6785714285714286,0.554945054945055,0.38461538461538464,0.7692307692307693,0.717032967032967,0.6167582417582418,0.38461538461538464,0.8956043956043956,0.6766483516483517,Alta
42177,42177 TAJUECO,57,0.4736842105263157,0.0,2.0,0.0,47.9,93,36,63.1578947368421,0.8681318681318682,0.75,0.717032967032967,0.3296703296703297,0.554945054945055,0.5,0.75,0.717032967032967,0.44230769230769235,0.5,0.8681318681318682,0.6554945054945056,Alta
42178,42178 TALVEILA,101,0.5384615384615384,0.0,1.0,0.0,48.0,86,-15,-14.85148514851485,0.15384615384615385,0.9065934065934066,0.717032967032967,0.6785714285714286,0.554945054945055,0.5054945054945055,0.9065934065934066,0.717032967032967,0.6167582417582418,0.5054945054945055,0.15384615384615385,0.5799450549450549,Media
42181,42181 TARDELCUENDE,424,0.4033018867924528,14.0,3.0,0.0,28.2,436,12,2.8301886792452833,0.3956043956043956,0.5769230769230769,0.1565934065934066,0.18956043956043955,0.554945054945055,0.18681318681318682,0.5769230769230769,0.1565934065934066,0.37225274725274726,0.18681318681318682,0.3956043956043956,0.33763736263736266,Baja
42182,42182 TARODA,46,0.4680851063829787,0.0,1.0,0.0,55.0,39,-7,-15.217391304347828,0.14835164835164835,0.7307692307692307,0.717032967032967,0.6785714285714286,0.554945054945055,0.6373626373626373,0.7307692307692307,0.717032967032967,0.6167582417582418,0.6373626373626373,0.14835164835164835,0.570054945054945,Media
42183,42183 TEJADO,96,0.5257731958762887,5.0,1.0,0.0,44.3,104,8,8.333333333333332,0.46703296703296704,0.8846153846153846,0.3626373626373627,0.6785714285714286,0.554945054945055,0.41208791208791207,0.8846153846153846,0.3626373626373627,0.6167582417582418,0.41208791208791207,0.46703296703296704,0.5486263736263737,Media
42184,42184 TORLENGUA,45,0.4888888888888889,0.0,1.0,0.0,60.8,51,6,13.333333333333334,0.5384615384615384,0.804945054945055,0.717032967032967,0.6785714285714286,0.554945054945055,0.7225274725274725,0.804945054945055,0.717032967032967,0.6167582417582418,0.7225274725274725,0.5384615384615384,0.679945054945055,Alta
42185,42185 TORREBLACOS,26,0.7692307692307693,0.0,1.0,0.0,37.8,25,-1,-3.8461538461538463,0.2857142857142857,1.0,0.717032967032967,0.6785714285714286,0.554945054945055,0.32142857142857145,1.0,0.717032967032967,0.6167582417582418,0.32142857142857145,0.2857142857142857,0.5881868131868132,Media
42187,42187 TORRUBIA DE SORIA,56,0.375,0.0,1.0,0.0,43.3,44,-12,-21.428571428571427,0.10989010989010989,0.489010989010989,0.717032967032967,0.6785714285714286,0.554945054945055,0.40384615384615385,0.489010989010989,0.717032967032967,0.6167582417582418,0.40384615384615385,0.10989010989010989,0.4673076923076923,Media
42188,42188 TREVAGO,47,0.3829787234042553,0.0,1.0,0.0,53.0,50,3,6.382978723404255,0.42857142857142855,0.5054945054945055,0.717032967032967,0.6785714285714286,0.554945054945055,0.5934065934065934,0.5054945054945055,0.717032967032967,0.6167582417582418,0.5934065934065934,0.42857142857142855,0.5722527472527472,Media
42189,42189 UCERO,91,0.2340425531914893,8.0,1.0,0.0,72.1,114,23,25.274725274725274,0.6428571428571429,0.09340659340659341,0.28296703296703296,0.6785714285714286,0.554945054945055,0.8846153846153846,0.09340659340659341,0.28296703296703296,0.6167582417582418,0.8846153846153846,0.6428571428571429,0.5041208791208791,Media
42190,42190 VADILLO,83,0.4404761904761904,0.0,1.0,0.0,52.0,67,-16,-19.27710843373494,0.11538461538461539,0.6868131868131868,0.717032967032967,0.6785714285714286,0.554945054945055,0.554945054945055,0.6868131868131868,0.717032967032967,0.6167582417582418,0.554945054945055,0.11538461538461539,0.5381868131868133,Media
42191,42191 VALDEAVELLANO DE TERA,218,0.3515981735159817,29.0,2.0,0.0,29.7,562,344,157.7981651376147,0.9835164835164835,0.4230769230769231,0.09340659340659341,0.3296703296703297,0.554945054945055,0.2087912087912088,0.4230769230769231,0.09340659340659341,0.44230769230769235,0.2087912087912088,0.9835164835164835,0.4302197802197802,Baja
42192,42192 VALDEGEÑA,37,0.3783783783783784,0.0,1.0,0.0,35.3,38,1,2.7027027027027026,0.3791208791208791,0.5,0.717032967032967,0.6785714285714286,0.554945054945055,0.2802197802197802,0.5,0.717032967032967,0.6167582417582418,0.2802197802197802,0.3791208791208791,0.49862637362637363,Media
42193,42193 VALDELAGUA DEL CERRO,13,0.3076923076923077,0.0,1.0,0.0,55.4,17,4,30.76923076923077,0.7142857142857143,0.24725274725274726,0.717032967032967,0.6785714285714286,0.554945054945055,0.6483516483516484,0.24725274725274726,0.717032967032967,0.6167582417582418,0.6483516483516484,0.7142857142857143,0.5887362637362638,Alta
42194,42194 VALDEMALUQUE,137,0.4890510948905109,10.0,6.0,0.0,66.8,174,37,27.00729927007299,0.6758241758241759,0.8131868131868132,0.23351648351648346,0.052197802197802234,0.554945054945055,0.8021978021978022,0.8131868131868132,0.23351648351648346,0.3035714285714286,0.8021978021978022,0.6758241758241759,0.5656593406593406,Media
42195,42195 VALDENEBRO,94,0.4105263157894737,0.0,2.0,0.0,54.4,119,25,26.595744680851062,0.6593406593406593,0.5879120879120879,0.717032967032967,0.3296703296703297,0.554945054945055,0.6208791208791209,0.5879120879120879,0.717032967032967,0.44230769230769235,0.6208791208791209,0.6593406593406593,0.6054945054945055,Alta
