COD_MUNICIPIO,MUNICIPIO,POBLACION_TOTAL,PROP_ENVEJECIMIENTO,EMPRESAS,SERVICIOS_SANIDAD,ESCUELAS,DISTANCIA_CAPITAL,POBLACION_2030_PROY,VAR_2024_2030,VAR_2024_2030_PCT,VAR_2024_2030_PCT_PCT,PROP_ENVEJECIMIENTO_PCT,EMPRESAS_PCT,SERVICIOS_SANIDAD_PCT,ESCUELAS_PCT,DISTANCIA_CAPITAL_PCT,DIM_DEMOGRAFICA,DIM_ECONOMICA,DIM_SERVICIOS,DIM_ACCESIBILIDAD,DIM_DINAMICA_FUTURA,INDICE_VULNERABILIDAD,NIVEL_VULNERABILIDAD
42026,42026 ARENILLAS,42,0.3571428571428571,0.0,1.0,0.0,74.0,36,-6,-14.285714285714285,0.16483516483516483,0.43956043956043955,0.717032967032967,0.6785714285714286,0.554945054945055,0.9038461538461539,0.43956043956043955,0.717032967032967,0.6167582417582418,0.9038461538461539,0.16483516483516483,0.5684065934065934,Media
42027,42027 AREVALO DE LA SIERRA,70,0.3571428571428571,0.0,3.0,0.0,29.8,87,17,24.285714285714285,0.6318681318681318,0.43956043956043955,0.717032967032967,0.18956043956043955,0.554945054945055,0.21428571428571427,0.43956043956043955,0.717032967032967,0.37225274725274726,0.21428571428571427,0.6318681318681318,0.475,Media
42028,42028 AUSEJO DE LA SIERRA,115,0.188034188034188,9.0,2.0,0.0,19.5,118,3,2.608695652173913,0.3626373626373626,0.04395604395604396,0.2637362637362637,0.3296703296703297,0.554945054945055,0.06593406593406594,0.04395604395604396,0.2637362637362637,0.44230769230769235,0.06593406593406594,0.3626373626373626,0.2357142857142857,Baja
42029,42029 BARAONA,122,0.3983739837398374,6.0,4.0,0.0,63.6,169,47,38.52459016393443,0.7912087912087912,0.554945054945055,0.33241758241758246,0.11813186813186816,0.554945054945055,0.7692307692307693,0.554945054945055,0.33241758241758246,0.33653846153846156,0.7692307692307693,0.7912087912087912,0.5568681318681319,Media
42030,42030 BARCA,107,0.4299065420560747,5.0,2.0,0.0,48.7,128,21,19.626168224299064,0.5824175824175825,0.6648351648351648,0.3626373626373627,0.3296703296703297,0.554945054945055,0.5164835164835165,0.6648351648351648,0.3626373626373627,0.44230769230769235,0.5164835164835165,0.5824175824175825,0.5137362637362638,Media
42031,42031 BARCONES,25,0.36,0.0,1.0,0.0,82.4,33,8,32.0,0.728021978021978,0.45604395604395603,0.717032967032967,0.6785714285714286,0.554945054945055,0.9505494505494505,0.45604395604395603,0.717032967032967,0.6167582417582418,0.9505494505494505,0.728021978021978,0.6936813186813187,Alta
42032,42032 BAYUBAS DE ABAJO,144,0.5205479452054794,5.0,2.0,0.0,56.2,161,17,11.805555555555555,0.5164835164835165,0.8736263736263736,0.3626373626373627,0.3296703296703297,0.554945054945055,0.6648351648351648,0.8736263736263736,0.3626373626373627,0.44230769230769235,0.6648351648351648,0.5164835164835165,0.5719780219780219,Media
42033,42033 BAYUBAS DE ARRIBA,60,0.4166666666666667,0.0,1.0,0.0,53.3,69,9,15.0,0.5494505494505495,0.6043956043956044,0.717032967032967,0.6785714285714286,0.554945054945055,0.5989010989010989,0.6043956043956044,0.717032967032967,0.6167582417582418,0.5989010989010989,0.5494505494505495,0.6173076923076923,Alta
42034,42034 BERATON,41,0.3414634146341463,0.0,1.0,0.0,70.4,45,4,9.75609756097561,0.4945054945054945,0.3791208791208791,0.717032967032967,0.6785714285714286,0.554945054945055,0.8351648351648352,0.3791208791208791,0.717032967032967,0.6167582417582418,0.8351648351648352,0.4945054945054945,0.6085164835164836,Alta
42035,42035 BERLANGA DE DUERO,831,0.3369304556354916,58.0,7.0,1.0,52.6,850,19,2.286401925391095,0.3516483516483517,0.35714285714285715,0.0714285714285714,0.04395604395604391,0.09615384615384615,0.5796703296703297,0.35714285714285715,0.0714285714285714,0.07005494505494503,0.5796703296703297,0.3516483516483517,0.28598901098901097,Baja
42036,42036 BLACOS,38,0.5263157894736842,0.0,1.0,0.0,35.8,47,9,23.684210526315788,0.6208791208791209,0.8928571428571429,0.717032967032967,0.6785714285714286,0.554945054945055,0.29120879120879123,0.8928571428571429,0.717032967032967,0.6167582417582418,0.29120879120879123,0.6208791208791209,0.6277472527472527,Alta
42037,42037 BLIECOS,26,0.4230769230769231,0.0,1.0,0.0,40.8,35,9,34.61538461538461,0.7527472527472527,0.6236263736263736,0.717032967032967,0.6785714285714286,0.554945054945055,0.3791208791208791,0.6236263736263736,0.717032967032967,0.6167582417582418,0.3791208791208791,0.7527472527472527,0.6178571428571429,Alta
42038,42038 BORJABAD,30,0.6,0.0,1.0,0.0,35.7,38,8,26.666666666666668,0.6648351648351648,0.9532967032967034,0.717032967032967,0.6785714285714286,0.554945054945055,0.2857142857142857,0.9532967032967034,0.717032967032967,0.6167582417582418,0.2857142857142857,0.6648351648351648,0.6475274725274726,Alta
42039,42039 BOROBIA,228,0.3552631578947368,11.0,2.0,0.0,62.9,211,-17,-7.456140350877193,0.24725274725274726,0.42857142857142855,0.19780219780219777,0.3296703296703297,0.554945054945055,0.7527472527472527,0.42857142857142855,0.19780219780219777,0.44230769230769235,0.7527472527472527,0.24725274725274726,0.4137362637362637,Baja
42041,42041 BUBEROS,28,0.5357142857142857,0.0,0.0,0.0,36.3,30,2,7.142857142857142,0.4423076923076923,0.9010989010989011,0.717032967032967,0.9615384615384616,0.554945054945055,0.3021978021978022,0.9010989010989011,0.717032967032967,0.7582417582417582,0.3021978021978022,0.4423076923076923,0.6241758241758241,Alta
42042,42042 BUITRAGO,74,0.1891891891891892,4.0,0.0,0.0,13.4,55,-19,-25.675675675675674,0.08241758241758242,0.04945054945054945,0.40934065934065933,0.9615384615384616,0.554945054945055,0.038461538461538464,0.04945054945054945,0.40934065934065933,0.7582417582417582,0.038461538461538464,0.08241758241758242,0.2675824175824176,Baja
42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,5204,0.2581768918134314,315.0,13.0,6.0,56.9,5100,-104,-1.9984627209838586,0.3131868131868132,0.13736263736263737,0.005494505494505475,0.008241758241758212,0.005494505494505475,0.6813186813186813,0.13736263736263737,0.005494505494505475,0.006868131868131844,0.6813186813186813,0.3131868131868132,0.22884615384615384,Baja
42044,42044 CABREJAS DEL CAMPO,53,0.4528301886792453,0.0,1.0,0.0,28.3,59,6,11.320754716981133,0.5054945054945055,0.7142857142857143,0.717032967032967,0.6785714285714286,0.554945054945055,0.19230769230769232,0.7142857142857143,0.717032967032967,0.6167582417582418,0.19230769230769232,0.5054945054945055,0.5491758241758242,Media
42045,42045 CABREJAS DEL PINAR,299,0.3333333333333333,14.0,2.0,0.0,34.1,272,-27,-9.03010033444816,0.21978021978021978,0.34615384615384615,0.1565934065934066,0.3296703296703297,0.554945054945055,0.26373626373626374,0.34615384615384615,0.1565934065934066,0.44230769230769235,0.26373626373626374,0.21978021978021978,0.2857142857142857,Baja
42046,42046 CALATAÑAZOR,43,0.3953488372093023,11.0,2.0,0.0,31.6,192,149,346.51162790697674,0.9945054945054945,0.5494505494505495,0.19780219780219777,0.3296703296703297,0.554945054945055,0.23626373626373626,0.5494505494505495,0.19780219780219777,0.44230769230769235,0.23626373626373626,0.9945054945054945,0.4840659340659341,Media
42048,42048 CALTOJAR,51,0.392156862745098,0.0,3.0,0.0,64.0,69,18,35.294117647058826,0.7582417582417582,0.532967032967033,0.717032967032967,0.18956043956043955,0.554945054945055,0.7747252747252747,0.532967032967033,0.717032967032967,0.37225274725274726,0.7747252747252747,0.7582417582417582,0.631043956043956,Alta
42049,42049 CANDILICHERA,104,0.4711538461538461,0.0,4.0,0.0,24.5,112,8,7.6923076923076925,0.46153846153846156,0.7417582417582418,0.717032967032967,0.11813186813186816,0.554945054945055,0.13186813186813187,0.7417582417582418,0.717032967032967,0.33653846153846156,0.13186813186813187,0.46153846153846156,0.4777472527472528,Media
42050,42050 CAÑAMAQUE,27,0.2962962962962963,0.0,1.0,0.0,67.5,34,7,25.925925925925924,0.6538461538461539,0.2032967032967033,0.717032967032967,0.6785714285714286,0.554945054945055,0.8131868131868132,0.2032967032967033,0.717032967032967,0.6167582417582418,0.8131868131868132,0.6538461538461539,0.6008241758241758,Alta
42051,42051 CARABANTES,22,0.1818181818181818,0.0,1.0,0.0,58.4,25,3,13.636363636363635,0.5439560439560439,0.03021978021978022,0.717032967032967,0.6785714285714286,0.554945054945055,0.7032967032967034,0.03021978021978022,0.717032967032967,0.6167582417582418,0.7032967032967034,0.5439560439560439,0.5222527472527473,Media
42052,42052 CARACENA,14,0.4285714285714285,0.0,0.0,0.0,87.1,31,17,121.42857142857142,0.9560439560439561,0.6510989010989011,0.717032967032967,0.9615384615384616,0.554945054945055,0.967032967032967,0.6510989010989011,0.717032967032967,0.7582417582417582,0.967032967032967,0.9560439560439561,0.8098901098901099,Alta
42053,42053 CARRASCOSA DE ABAJO,18,0.5,0.0,1.0,0.0,81.7,30,12,66.66666666666666,0.8763736263736264,0.8324175824175825,0.717032967032967,0.6785714285714286,0.554945054945055,0.945054945054945,0.8324175824175825,0.717032967032967,0.6167582417582418,0.945054945054945,0.8763736263736264,0.7975274725274726,Alta
42054,42054 CARRASCOSA DE LA SIERRA,19,0.3157894736842105,0.0,1.0,0.0,27.4,19,0,0.0,0.3324175824175824,0.27197802197802196,0.717032967032967,0.6785714285714286,0.554945054945055,0.17857142857142858,0.27197802197802196,0.717032967032967,0.6167582417582418,0.17857142857142858,0.3324175824175824,0.42335164835164835,Baja
42055,42055 CASAREJOS,146,0.4246575342465753,7.0,1.0,1.0,58.0,137,-9,-6.164383561643835,0.26373626373626374,0.6318681318681318,0.31043956043956045,0.6785714285714286,0.09615384615384615,0.6923076923076923,0.6318681318681318,0.31043956043956045,0.3873626373626374,0.6923076923076923,0.26373626373626374,0.45714285714285713,Media
42056,42056 CASTILFRIO DE LA SIERRA,34,0.2941176470588235,0.0,1.0,0.0,26.3,34,0,0.0,0.3324175824175824,0.19230769230769232,0.717032967032967,0.6785714285714286,0.554945054945055,0.15934065934065933,0.19230769230769232,0.717032967032967,0.6167582417582418,0.15934065934065933,0.3324175824175824,0.4035714285714286,Baja
42057,42057 CASTILRUIZ,158,0.4102564102564102,8.0,3.0,0.0,49.7,138,-20,-12.658227848101266,0.17582417582417584,0.5824175824175825,0.28296703296703296,0.18956043956043955,0.554945054945055,0.5384615384615384,0.5824175824175825,0.28296703296703296,0.37225274725274726,0.5384615384615384,0.17582417582417584,0.3903846153846154,Baja
42058,42058 CASTILLEJO DE ROBLEDO,95,0.4736842105263157,6.0,1.0,0.0,98.6,118,23,24.210526315789473,0.6263736263736264,0.75,0.33241758241758246,0.6785714285714286,0.554945054945055,1.0,0.75,0.33241758241758246,0.6167582417582418,1.0,0.6263736263736264,0.6651098901098902,Alta
42059,42059 CENTENERA DE ANDALUZ,21,0.5714285714285714,0.0,1.0,0.0,52.7,38,17,80.95238095238095,0.9065934065934066,0.9285714285714286,0.717032967032967,0.6785714285714286,0.554945054945055,0.5879120879120879,0.9285714285714286,0.717032967032967,0.6167582417582418,0.5879120879120879,0.9065934065934066,0.7513736263736264,Alta
42060,42060 CERBON,30,0.3666666666666666,0.0,1.0,0.0,46.6,23,-7,-23.333333333333332,0.09340659340659341,0.4725274725274725,0.717032967032967,0.6785714285714286,0.554945054945055,0.47527472527472525,0.4725274725274725,0.717032967032967,0.6167582417582418,0.47527472527472525,0.09340659340659341,0.475,Media
42061,42061 CIDONES,314,0.3312101910828025,16.0,5.0,0.0,15.1,294,-20,-6.369426751592357,0.25824175824175827,0.33516483516483514,0.13186813186813184,0.0714285714285714,0.554945054945055,0.04945054945054945,0.33516483516483514,0.13186813186813184,0.3131868131868132,0.04945054945054945,0.25824175824175827,0.21758241758241756,Baja
42062,42062 CIGUDOSA,15,0.2,0.0,1.0,0.0,59.3,14,-1,-6.666666666666667,0.25274725274725274,0.06593406593406594,0.717032967032967,0.6785714285714286,0.554945054945055,0.7142857142857143,0.06593406593406594,0.717032967032967,0.6167582417582418,0.7142857142857143,0.25274725274725274,0.47335164835164834,Media
42063,42063 CIHUELA,39,0.5897435897435898,4.0,1.0,0.0,71.0,86,47,120.51282051282051,0.9505494505494505,0.945054945054945,0.40934065934065933,0.6785714285714286,0.554945054945055,0.8516483516483516,0.945054945054945,0.40934065934065933,0.6167582417582418,0.8516483516483516,0.9505494505494505,0.7546703296703298,Alta
42064,42064 CIRIA,70,0.4788732394366197,0.0,1.0,0.0,52.6,73,3,4.285714285714286,0.41208791208791207,0.7747252747252747,0.717032967032967,0.6785714285714286,0.554945054945055,0.5796703296703297,0.7747252747252747,0.717032967032967,0.6167582417582418,0.5796703296703297,0.41208791208791207,0.6200549450549451,Alta
42065,42065 CIRUJALES DEL RIO,20,0.55,0.0,1.0,0.0,22.1,21,1,5.0,0.4175824175824176,0.9175824175824175,0.717032967032967,0.6785714285714286,0.554945054945055,0.08241758241758242,0.9175824175824175,0.717032967032967,0.6167582417582418,0.08241758241758242,0.4175824175824176,0.5502747252747253,Media
42068,42068 COSCURITA,68,0.4264705882352941,0.0,1.0,0.0,44.6,72,4,5.88235294117647,0.4230769230769231,0.6373626373626373,0.717032967032967,0.6785714285714286,0.554945054945055,0.4258241758241758,0.6373626373626373,0.717032967032967,0.6167582417582418,0.4258241758241758,0.4230769230769231,0.564010989010989,Media
42069,42069 COVALEDA,1574,0.3464217859404686,109.0,1.0,3.0,48.9,1609,35,2.2236340533672174,0.34615384615384615,0.4010989010989011,0.038461538461538436,0.6785714285714286,0.038461538461538436,0.521978021978022,0.4010989010989011,0.038461538461538436,0.3585164835164835,0.521978021978022,0.34615384615384615,0.3332417582417583,Baja
42070,42070 CUBILLA,24,0.3333333333333333,0.0,1.0,0.0,45.9,43,19,79.16666666666666,0.9010989010989011,0.34615384615384615,0.717032967032967,0.6785714285714286,0.554945054945055,0.46703296703296704,0.34615384615384615,0.717032967032967,0.6167582417582418,0.46703296703296704,0.9010989010989011,0.6096153846153846,Alta
42071,42071 CUBO DE LA SOLANA,163,0.4355828220858895,0.0,5.0,0.0,24.6,156,-7,-4.294478527607362,0.27472527472527475,0.6758241758241759,0.717032967032967,0.0714285714285714,0.554945054945055,0.13736263736263737,0.6758241758241759,0.717032967032967,0.3131868131868132,0.13736263736263737,0.27472527472527475,0.4236263736263736,Baja
42073,42073 CUEVA DE AGREDA,69,0.5217391304347826,0.0,1.0,0.0,60.9,53,-16,-23.18840579710145,0.0989010989010989,0.8791208791208791,0.717032967032967,0.6785714285714286,0.554945054945055,0.7307692307692307,0.8791208791208791,0.717032967032967,0.6167582417582418,0.7307692307692307,0.0989010989010989,0.6085164835164836,Alta
42075,42075 DEVANOS,72,0.5138888888888888,0.0,1.0,0.0,63.1,41,-31,-43.05555555555556,0.016483516483516484,0.8516483516483516,0.717032967032967,0.6785714285714286,0.554945054945055,0.7582417582417582,0.8516483516483516,0.717032967032967,0.6167582417582418,0.7582417582417582,0.016483516483516484,0.5920329670329669,Alta
42076,42076 DEZA,165,0.463855421686747,10.0,4.0,0.0,61.2,179,14,8.484848484848486,0.47802197802197804,0.7252747252747253,0.23351648351648346,0.11813186813186816,0.554945054945055,0.7417582417582418,0.7252747252747253,0.23351648351648346,0.33653846153846156,0.7417582417582418,0.47802197802197804,0.503021978021978,Media
42078,42078 DURUELO DE LA SIERRA,1026,0.3485436893203884,71.0,2.0,3.0,71.2,929,-97,-9.4541910331384,0.2032967032967033,0.4065934065934066,0.05769230769230771,0.3296703296703297,0.038461538461538436,0.8653846153846154,0.4065934065934066,0.05769230769230771,0.18406593406593408,0.8653846153846154,0.2032967032967033,0.3434065934065934,Baja
42079,42079 ESCOBOSA DE ALMAZAN,20,0.7,0.0,1.0,0.0,55.5,26,6,30.0,0.7060439560439561,0.989010989010989,0.717032967032967,0.6785714285714286,0.554945054945055,0.6538461538461539,0.989010989010989,0.717032967032967,0.6167582417582418,0.6538461538461539,0.7060439560439561,0.7365384615384616,Alta
42080,42080 ESPEJA DE SAN MARCELINO,151,0.4276315789473684,15.0,5.0,0.0,71.2,206,55,36.423841059602644,0.7802197802197802,0.6428571428571429,0.14560439560439564,0.0714285714285714,0.554945054945055,0.8653846153846154,0.6428571428571429,0.14560439560439564,0.3131868131868132,0.8653846153846154,0.7802197802197802,0.5494505494505495,Media
42081,42081 ESPEJON,128,0.3383458646616541,16.0,2.0,0.0,71.9,193,65,50.78125,0.8241758241758241,0.36813186813186816,0.13186813186813184,0.3296703296703297,0.554945054945055,0.8791208791208791,0.36813186813186816,0.13186813186813184,0.44230769230769235,0.8791208791208791,0.8241758241758241,0.5291208791208791,Media
42082,42082 ESTEPA DE SAN JUAN,13,0.2307692307692307,0.0,0.0,0.0,26.4,12,-1,-7.6923076923076925,0.23626373626373626,0.08516483516483517,0.717032967032967,0.9615384615384616,0.554945054945055,0.16483516483516483,0.08516483516483517,0.717032967032967,0.7582417582417582,0.16483516483516483,0.23626373626373626,0.39230769230769236,Baja
42083,42083 FRECHILLA DE ALMAZAN,21,0.4761904761904761,0.0,0.0,0.0,44.4,63,42,200.0,0.989010989010989,0.7582417582417582,0.717032967032967,0.9615384615384616,0.554945054945055,0.4175824175824176,0.7582417582417582,0.717032967032967,0.7582417582417582,0.4175824175824176,0.989010989010989,0.728021978021978,Alta
42084,42084 FRESNO DE CARACENA,19,0.5263157894736842,0.0,1.0,0.0,78.1,23,4,21.052631578947366,0.5989010989010989,0.8928571428571429,0.717032967032967,0.6785714285714286,0.554945054945055,0.9285714285714286,0.8928571428571429,0.717032967032967,0.6167582417582418,0.9285714285714286,0.5989010989010989,0.7508241758241758,Alta
42085,42085 FUENTEARMEGIL,150,0.6266666666666667,0.0,5.0,0.0,71.4,154,4,2.666666666666667,0.3708791208791209,0.9725274725274725,0.717032967032967,0.0714285714285714,0.554945054945055,0.8736263736263736,0.9725274725274725,0.717032967032967,0.3131868131868132,0.8736263736263736,0.3708791208791209,0.6494505494505495,Alta
42086,42086 FUENTECAMBRON,32,0.28125,0.0,2.0,0.0,86.9,41,9,28.125,0.6923076923076923,0.15384615384615385,0.717032967032967,0.3296703296703297,0.554945054945055,0.9615384615384616,0.15384615384615385,0.717032967032967,0.44230769230769235,0.9615384615384616,0.6923076923076923,0.5934065934065934,Alta
42087,42087 FUENTECANTOS,65,0.2307692307692307,0.0,1.0,0.0,14.8,46,-19,-29.230769230769234,0.054945054945054944,0.08516483516483517,0.717032967032967,0.6785714285714286,0.554945054945055,0.04395604395604396,0.08516483516483517,0.717032967032967,0.6167582417582418,0.04395604395604396,0.054945054945054944,0.3035714285714286,Baja
42088,42088 FUENTELMONGE,61,0.5081967213114754,0.0,1.0,0.0,70.6,45,-16,-26.229508196721312,0.07692307692307693,0.8434065934065934,0.717032967032967,0.6785714285714286,0.554945054945055,0.8406593406593407,0.8434065934065934,0.717032967032967,0.6167582417582418,0.8406593406593407,0.07692307692307693,0.618956043956044,Alta
