COD_MUNICIPIO,MUNICIPIO,POBLACION_TOTAL,PROP_ENVEJECIMIENTO,EMPRESAS,SERVICIOS_SANIDAD,ESCUELAS,DISTANCIA_CAPITAL,POBLACION_2030_PROY,VAR_2024_2030,VAR_2024_2030_PCT,VAR_2024_2030_PCT_PCT,PROP_ENVEJECIMIENTO_PCT,EMPRESAS_PCT,SERVICIOS_SANIDAD_PCT,ESCUELAS_PCT,DISTANCIA_CAPITAL_PCT,DIM_DEMOGRAFICA,DIM_ECONOMICA,DIM_SERVICIOS,DIM_ACCESIBILIDAD,DIM_DINAMICA_FUTURA,INDICE_VULNERABILIDAD,NIVEL_VULNERABILIDAD,CLUSTER,PCA_1,PCA_2
42013,42013 ALDEHUELA DE PERIAÑEZ,30,0.4,0.0,0.0,0.0,21.6,39,9,30.0,0.7060439560439561,0.5659340659340659,0.717032967032967,0.9615384615384616,0.554945054945055,0.0769230769230769,0.5659340659340659,0.717032967032967,0.7582417582417582,0.0769230769230769,0.7060439560439561,0.5648351648351648,Media,1,-1.3867746425792156,1.4139394504431122
42014,42014 ALDEHUELAS (LAS),60,0.0,0.0,3.0,0.0,34.5,77,17,28.33333333333333,0.6978021978021978,0.0109890109890109,0.717032967032967,0.1895604395604395,0.554945054945055,0.2719780219780219,0.0109890109890109,0.717032967032967,0.3722527472527472,0.2719780219780219,0.6978021978021978,0.414010989010989,Baja,2,0.6037853822135132,0.531541899341525
42015,42015 ALENTISQUE,24,0.0,0.0,2.0,0.0,56.5,50,26,108.33333333333331,0.9395604395604396,0.0109890109890109,0.717032967032967,0.3296703296703297,0.554945054945055,0.6730769230769231,0.0109890109890109,0.717032967032967,0.4423076923076923,0.6730769230769231,0.9395604395604396,0.5565934065934066,Media,1,-0.10173096255349309,-0.7136055730605734
42016,42016 ALIUD,21,0.0,0.0,0.0,0.0,32.1,12,-9,-42.85714285714285,0.0274725274725274,0.0109890109890109,0.717032967032967,0.9615384615384616,0.554945054945055,0.2472527472527472,0.0109890109890109,0.717032967032967,0.7582417582417582,0.2472527472527472,0.0274725274725274,0.3521978021978021,Baja,2,0.15453548785200014,2.5795700471732714
42017,42017 ALMAJANO,182,0.2346368715083799,16.0,2.0,0.0,19.9,253,71,39.010989010989015,0.7967032967032966,0.0989010989010989,0.1318681318681318,0.3296703296703297,0.554945054945055,0.0714285714285714,0.0989010989010989,0.1318681318681318,0.4423076923076923,0.0714285714285714,0.7967032967032966,0.3082417582417582,Baja,2,1.5879445063343318,0.31677443923734977
42018,42018 ALMALUEZ,124,0.496,5.0,4.0,0.0,72.7,151,27,21.774193548387096,0.6043956043956044,0.8241758241758241,0.3626373626373627,0.1181318681318681,0.554945054945055,0.8956043956043956,0.8241758241758241,0.3626373626373627,0.3365384615384615,0.8956043956043956,0.6043956043956044,0.6046703296703296,Alta,0,-0.05416245404456317,-1.8373400202825685
42019,42019 ALMARZA,626,0.3025477707006369,39.0,8.0,2.0,23.3,604,-22,-3.514376996805112,0.2912087912087912,0.2307692307692307,0.0824175824175824,0.0357142857142857,0.0686813186813186,0.1043956043956044,0.2307692307692307,0.0824175824175824,0.0521978021978021,0.1043956043956044,0.2912087912087912,0.1521978021978022,Baja,2,3.2164530143763628,0.14927265565237235
42020,42020 ALMAZAN,5476,0.2505028341561529,338.0,4.0,8.0,35.9,5310,-166,-3.031409788166545,0.3021978021978022,0.1263736263736263,0.0,0.1181318681318681,0.0,0.2967032967032967,0.1263736263736263,0.0,0.059065934065934,0.2967032967032967,0.3021978021978022,0.1568681318681318,Baja,0,3.4322490021223246,-0.33355916535503194
42021,42021 ALMAZUL,60,0.5081967213114754,0.0,2.0,0.0,47.6,88,28,46.66666666666666,0.8131868131868132,0.8434065934065934,0.717032967032967,0.3296703296703297,0.554945054945055,0.4945054945054945,0.8434065934065934,0.717032967032967,0.4423076923076923,0.4945054945054945,0.8131868131868132,0.6620879120879121,Alta,1,-1.2186058943782325,-0.6491666282814091
42022,42022 ALMENAR DE SORIA,216,0.319634703196347,10.0,4.0,0.0,31.2,178,-38,-17.59259259259259,0.1263736263736263,0.2967032967032967,0.2335164835164834,0.1181318681318681,0.554945054945055,0.2252747252747252,0.2967032967032967,0.2335164835164834,0.3365384615384615,0.2252747252747252,0.1263736263736263,0.2436813186813186,Baja,2,1.9979334584687403,0.8582942283563608
42023,42023 ALPANSEQUE,51,0.4313725490196078,0.0,2.0,0.0,66.9,68,17,33.33333333333333,0.7417582417582418,0.6703296703296703,0.717032967032967,0.3296703296703297,0.554945054945055,0.8076923076923077,0.6703296703296703,0.717032967032967,0.4423076923076923,0.8076923076923077,0.7417582417582418,0.6758241758241759,Alta,1,-1.0375056433056649,-1.1601930211895
42024,42024 ARANCON,76,0.4473684210526316,0.0,4.0,0.0,23.8,95,19,25.0,0.6373626373626373,0.7087912087912088,0.717032967032967,0.1181318681318681,0.554945054945055,0.1098901098901098,0.7087912087912088,0.717032967032967,0.3365384615384615,0.1098901098901098,0.6373626373626373,0.5019230769230769,Media,1,-0.26466842892116793,0.4604807442687401
42025,42025 ARCOS DE JALON,1545,0.2849740932642487,101.0,13.0,3.0,92.5,1588,43,2.7831715210355985,0.3901098901098901,0.1648351648351648,0.0439560439560439,0.0082417582417582,0.0384615384615384,0.9835164835164836,0.1648351648351648,0.0439560439560439,0.0233516483516483,0.9835164835164836,0.3901098901098901,0.3211538461538461,Baja,0,2.8937421052364356,-2.2066121817715594
