FECHA,COD_MUNICIPIO,MUNICIPIO,POBLACION_MUJERES,POBLACION_HOMBRES,EMIGRACIONES CON DESTINO A LA MISMA PROVINCIA,INMIGRACIONES PROCEDENTES DE LA MISMA PROVINCIA,EMIGRACIONES CON DESTINO A OTRA PROVINCIA DE CASTILLA Y LEÓN,INMIGRACIONES PROCEDENTES DE OTRA PROVINCIA DE CASTILLA Y LEÓN,EMIGRACIONES CON DESTINO A OTRAS COMUNIDADES AUTÓNOMAS,INMIGRACIONES PROCEDENTES DE OTRAS COMUNIDADES AUTÓNOMAS,EMIGRACIONES CON DESTINO A OTROS PAÍSES
2015,42020,42020 ALMAZAN,2830,2904,78.0,54.0,22.0,34.0,116.0,79.0,36.0
2015,42021,42021 ALMAZUL,35,49,2.0,0.0,0.0,0.0,4.0,0.0,0.0
2015,42022,42022 ALMENAR DE SORIA,100,140,6.0,7.0,0.0,1.0,7.0,1.0,1.0
2015,42023,42023 ALPANSEQUE,33,37,1.0,1.0,0.0,1.0,3.0,1.0,0.0
2015,42024,42024 ARANCON,33,58,2.0,1.0,1.0,0.0,1.0,1.0,0.0
2015,42025,42025 ARCOS DE JALON,769,892,23.0,8.0,2.0,1.0,63.0,42.0,4.0
2015,42026,42026 ARENILLAS,16,13,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2015,42027,42027 AREVALO DE LA SIERRA,28,48,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2015,42028,42028 AUSEJO DE LA SIERRA,37,47,2.0,3.0,0.0,0.0,0.0,4.0,0.0
2015,42029,42029 BARAONA,69,94,0.0,1.0,1.0,0.0,2.0,1.0,0.0
2015,42030,42030 BARCA,43,65,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2015,42031,42031 BARCONES,9,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2015,42032,42032 BAYUBAS DE ABAJO,76,81,5.0,2.0,0.0,0.0,0.0,1.0,0.0
2015,42033,42033 BAYUBAS DE ARRIBA,21,31,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42034,42034 BERATON,17,20,0.0,1.0,0.0,0.0,6.0,1.0,0.0
2015,42035,42035 BERLANGA DE DUERO,469,474,12.0,18.0,3.0,0.0,25.0,14.0,1.0
2015,42036,42036 BLACOS,22,28,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2015,42037,42037 BLIECOS,15,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42038,42038 BORJABAD,14,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42039,42039 BOROBIA,123,135,2.0,6.0,3.0,0.0,6.0,0.0,0.0
2015,42041,42041 BUBEROS,16,20,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42042,42042 BUITRAGO,27,33,4.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,2534,2532,40.0,49.0,29.0,13.0,82.0,61.0,6.0
2015,42044,42044 CABREJAS DEL CAMPO,24,36,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42045,42045 CABREJAS DEL PINAR,161,215,18.0,5.0,0.0,2.0,5.0,9.0,0.0
2015,42046,42046 CALATAÑAZOR,24,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42048,42048 CALTOJAR,25,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42049,42049 CANDILICHERA,53,74,3.0,1.0,0.0,0.0,2.0,0.0,0.0
2015,42050,42050 CAÑAMAQUE,10,26,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42051,42051 CARABANTES,12,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42052,42052 CARACENA,5,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42053,42053 CARRASCOSA DE ABAJO,10,18,1.0,0.0,0.0,0.0,0.0,2.0,0.0
2015,42054,42054 CARRASCOSA DE LA SIERRA,6,14,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42055,42055 CASAREJOS,89,96,2.0,0.0,3.0,0.0,1.0,0.0,0.0
2015,42056,42056 CASTILFRIO DE LA SIERRA,10,19,1.0,2.0,0.0,0.0,2.0,0.0,0.0
2015,42057,42057 CASTILRUIZ,89,108,7.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42058,42058 CASTILLEJO DE ROBLEDO,49,66,2.0,1.0,1.0,3.0,0.0,0.0,0.0
2015,42059,42059 CENTENERA DE ANDALUZ,12,9,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2015,42060,42060 CERBON,11,22,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2015,42061,42061 CIDONES,141,192,5.0,9.0,0.0,0.0,3.0,2.0,1.0
2015,42062,42062 CIGUDOSA,9,19,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2015,42063,42063 CIHUELA,27,31,0.0,0.0,1.0,1.0,6.0,1.0,0.0
2015,42064,42064 CIRIA,41,52,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2015,42065,42065 CIRUJALES DEL RIO,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42068,42068 COSCURITA,38,54,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42069,42069 COVALEDA,871,908,11.0,21.0,7.0,1.0,21.0,15.0,1.0
2015,42070,42070 CUBILLA,15,25,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42071,42071 CUBO DE LA SOLANA,86,107,2.0,3.0,0.0,0.0,5.0,3.0,0.0
2015,42073,42073 CUEVA DE AGREDA,31,46,0.0,1.0,0.0,0.0,2.0,3.0,0.0
2015,42075,42075 DEVANOS,43,49,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2015,42076,42076 DEZA,115,127,5.0,4.0,3.0,3.0,5.0,5.0,0.0
2015,42078,42078 DURUELO DE LA SIERRA,569,606,3.0,2.0,5.0,3.0,12.0,7.0,3.0
2015,42079,42079 ESCOBOSA DE ALMAZAN,9,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42080,42080 ESPEJA DE SAN MARCELINO,76,97,3.0,1.0,0.0,1.0,4.0,9.0,1.0
2015,42081,42081 ESPEJON,92,96,10.0,1.0,0.0,6.0,3.0,1.0,0.0
2015,42082,42082 ESTEPA DE SAN JUAN,2,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42083,42083 FRECHILLA DE ALMAZAN,12,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42084,42084 FRESNO DE CARACENA,10,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42085,42085 FUENTEARMEGIL,86,111,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2015,42086,42086 FUENTECAMBRON,18,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42087,42087 FUENTECANTOS,27,26,1.0,7.0,0.0,0.0,2.0,1.0,0.0
2015,42088,42088 FUENTELMONGE,33,43,3.0,2.0,0.0,0.0,2.0,0.0,0.0
2015,42089,42089 FUENTELSAZ DE SORIA,30,29,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2015,42090,42090 FUENTEPINILLA,37,60,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42092,42092 FUENTES DE MAGAÑA,33,42,12.0,1.0,0.0,0.0,4.0,7.0,0.0
2015,42093,42093 FUENTESTRUN,20,30,3.0,0.0,0.0,0.0,5.0,0.0,0.0
2015,42094,42094 GARRAY,326,376,23.0,61.0,0.0,1.0,15.0,13.0,0.0
2015,42095,42095 GOLMAYO,1184,1300,70.0,88.0,7.0,4.0,24.0,11.0,7.0
2015,42096,42096 GOMARA,151,184,16.0,7.0,0.0,0.0,3.0,3.0,2.0
2015,42097,42097 GORMAZ,7,21,1.0,1.0,0.0,0.0,3.0,1.0,0.0
2015,42098,42098 HERRERA DE SORIA,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42100,42100 HINOJOSA DEL CAMPO,11,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42103,42103 LANGA DE DUERO,348,408,7.0,3.0,10.0,10.0,19.0,12.0,0.0
2015,42105,42105 LICERAS,28,29,2.0,0.0,1.0,0.0,3.0,2.0,0.0
2015,42106,42106 LOSILLA (LA),6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42107,42107 MAGAÑA,36,51,5.0,2.0,0.0,0.0,2.0,2.0,2.0
2015,42108,42108 MAJAN,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42110,42110 MATALEBRERAS,32,45,5.0,1.0,0.0,0.0,4.0,0.0,0.0
2015,42111,42111 MATAMALA DE ALMAZAN,151,178,14.0,9.0,1.0,0.0,2.0,10.0,0.0
2015,42113,42113 MEDINACELI,369,363,10.0,11.0,1.0,3.0,25.0,32.0,1.0
2015,42115,42115 MIÑO DE MEDINACELI,28,48,2.0,1.0,0.0,0.0,7.0,6.0,0.0
2015,42116,42116 MIÑO DE SAN ESTEBAN,20,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42117,42117 MOLINOS DE DUERO,86,92,6.0,0.0,0.0,0.0,7.0,6.0,0.0
2015,42118,42118 MOMBLONA,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42119,42119 MONTEAGUDO DE LAS VICARIAS,107,111,1.0,5.0,0.0,0.0,2.0,7.0,2.0
2015,42120,42120 MONTEJO DE TIERMES,57,117,0.0,2.0,11.0,6.0,1.0,2.0,0.0
2015,42121,42121 MONTENEGRO DE CAMEROS,27,43,0.0,1.0,0.0,0.0,3.0,1.0,0.0
2015,42123,42123 MORON DE ALMAZAN,103,113,3.0,5.0,0.0,4.0,4.0,3.0,1.0
2015,42124,42124 MURIEL DE LA FUENTE,29,37,1.0,0.0,0.0,0.0,1.0,2.0,0.0
2015,42125,42125 MURIEL VIEJO,41,57,8.0,0.0,1.0,0.0,1.0,0.0,0.0
2015,42127,42127 NAFRIA DE UCERO,15,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42128,42128 NARROS,19,23,0.0,3.0,0.0,0.0,0.0,1.0,0.0
2015,42129,42129 NAVALENO,393,439,28.0,3.0,4.0,10.0,12.0,8.0,1.0
2015,42130,42130 NEPAS,21,39,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42131,42131 NOLAY,27,30,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2015,42132,42132 NOVIERCAS,74,84,5.0,3.0,0.0,0.0,2.0,1.0,0.0
2015,42134,42134 OLVEGA,1801,1914,31.0,22.0,6.0,17.0,76.0,82.0,20.0
2015,42135,42135 ONCALA,36,46,0.0,1.0,0.0,0.0,6.0,0.0,0.0
2015,42139,42139 PINILLA DEL CAMPO,10,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42140,42140 PORTILLO DE SORIA,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42141,42141 POVEDA DE SORIA (LA),48,67,2.0,2.0,0.0,0.0,3.0,3.0,0.0
2015,42142,42142 POZALMURO,38,30,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42144,42144 QUINTANA REDONDA,221,286,15.0,21.0,2.0,2.0,12.0,15.0,0.0
2015,42145,42145 QUINTANAS DE GORMAZ,62,87,3.0,5.0,0.0,0.0,2.0,5.0,1.0
2015,42148,42148 QUIÑONERIA,5,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2015,42149,42149 RABANOS (LOS),218,289,15.0,10.0,0.0,0.0,9.0,3.0,2.0
2015,42151,42151 REBOLLAR,21,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42152,42152 RECUERDA,41,52,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42153,42153 RELLO,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42154,42154 RENIEBLAS,40,62,0.0,9.0,0.0,0.0,3.0,0.0,0.0
2015,42155,42155 RETORTILLO DE SORIA,76,106,11.0,14.0,0.0,5.0,7.0,8.0,0.0
2015,42156,42156 REZNOS,11,22,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42157,42157 RIBA DE ESCALOTE (LA),5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42158,42158 RIOSECO DE SORIA,55,76,2.0,4.0,1.0,0.0,4.0,3.0,0.0
2015,42159,42159 ROLLAMIENTA,13,26,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2015,42160,42160 ROYO (EL),142,163,12.0,6.0,0.0,1.0,13.0,1.0,4.0
2015,42161,42161 SALDUERO,70,85,5.0,0.0,0.0,0.0,1.0,0.0,1.0
2015,42162,42162 SAN ESTEBAN DE GORMAZ,1466,1604,40.0,44.0,12.0,13.0,61.0,43.0,4.0
2015,42163,42163 SAN FELICES,21,34,0.0,0.0,0.0,1.0,2.0,4.0,0.0
2015,42164,42164 SAN LEONARDO DE YAGÜE,1064,1100,26.0,16.0,8.0,14.0,23.0,14.0,0.0
2015,42165,42165 SAN PEDRO MANRIQUE,264,330,5.0,8.0,5.0,1.0,11.0,10.0,7.0
2015,42166,42166 SANTA CRUZ DE YANGUAS,23,44,0.0,2.0,1.0,0.0,2.0,1.0,0.0
2015,42167,42167 SANTA MARIA DE HUERTA,143,176,7.0,1.0,0.0,1.0,18.0,7.0,0.0
2015,42168,42168 SANTA MARIA DE LAS HOYAS,52,67,1.0,0.0,0.0,0.0,4.0,0.0,0.0
2015,42171,42171 SERON DE NAGIMA,63,72,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2015,42172,42172 SOLIEDRA,16,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42173,42173 SORIA,20611,18557,341.0,459.0,117.0,102.0,603.0,485.0,254.0
2015,42174,42174 SOTILLO DEL RINCON,95,103,4.0,1.0,0.0,0.0,3.0,0.0,0.0
2015,42175,42175 SUELLACABRAS,10,15,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42176,42176 TAJAHUERCE,13,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42177,42177 TAJUECO,34,45,7.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42178,42178 TALVEILA,60,73,3.0,2.0,1.0,1.0,3.0,3.0,0.0
2015,42181,42181 TARDELCUENDE,211,239,8.0,3.0,0.0,4.0,11.0,9.0,2.0
2015,42182,42182 TARODA,24,27,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42183,42183 TEJADO,54,71,0.0,2.0,0.0,0.0,2.0,1.0,0.0
2015,42184,42184 TORLENGUA,33,38,2.0,0.0,0.0,0.0,3.0,0.0,1.0
2015,42185,42185 TORREBLACOS,12,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42187,42187 TORRUBIA DE SORIA,25,50,1.0,1.0,0.0,0.0,1.0,1.0,1.0
2015,42188,42188 TREVAGO,31,24,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42189,42189 UCERO,30,31,6.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42190,42190 VADILLO,50,66,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2015,42191,42191 VALDEAVELLANO DE TERA,84,119,3.0,3.0,2.0,0.0,2.0,2.0,0.0
2015,42192,42192 VALDEGEÑA,13,30,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42193,42193 VALDELAGUA DEL CERRO,5,9,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2015,42194,42194 VALDEMALUQUE,102,87,4.0,0.0,0.0,0.0,5.0,1.0,0.0
2015,42195,42195 VALDENEBRO,49,70,7.0,1.0,1.0,2.0,3.0,4.0,0.0
2015,42196,42196 VALDEPRADO,4,10,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2015,42197,42197 VALDERRODILLA,36,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42198,42198 VALTAJEROS,10,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42200,42200 VELAMAZAN,30,55,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2015,42201,42201 VELILLA DE LA SIERRA,10,15,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2015,42202,42202 VELILLA DE LOS AJOS,10,15,0.0,1.0,2.0,0.0,1.0,0.0,0.0
2015,42204,42204 VIANA DE DUERO,16,43,2.0,0.0,0.0,0.0,0.0,1.0,0.0
2015,42205,42205 VILLACIERVOS,34,61,0.0,1.0,0.0,0.0,4.0,0.0,0.0
2015,42206,42206 VILLANUEVA DE GORMAZ,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42207,42207 VILLAR DEL ALA,26,25,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42208,42208 VILLAR DEL CAMPO,8,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42209,42209 VILLAR DEL RIO,56,103,9.0,4.0,1.0,0.0,14.0,2.0,2.0
2015,42211,42211 VILLARES DE SORIA (LOS),39,52,1.0,2.0,0.0,0.0,1.0,1.0,1.0
2015,42212,42212 VILLASAYAS,26,52,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42213,42213 VILLASECA DE ARCIEL,18,20,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,42215,42215 VINUESA,432,506,15.0,6.0,4.0,0.0,11.0,12.0,4.0
2015,42216,42216 VIZMANOS,7,20,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2015,42217,42217 VOZMEDIANO,13,24,0.0,0.0,0.0,0.0,2.0,2.0,0.0
2015,42218,42218 YANGUAS,39,68,5.0,0.0,0.0,0.0,4.0,7.0,0.0
2015,42219,42219 YELO,21,25,1.0,0.0,0.0,0.0,2.0,1.0,0.0
2016,42001,42001 ABEJAR,145,182,4.0,3.0,2.0,1.0,2.0,1.0,1.0
2016,42003,42003 ADRADAS,21,27,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016,42004,42004 AGREDA,1472,1536,18.0,13.0,5.0,7.0,54.0,32.0,17.0
2016,42006,42006 ALCONABA,69,122,8.0,8.0,0.0,0.0,1.0,0.0,0.0
2016,42007,42007 ALCUBILLA DE AVELLANEDA,61,66,0.0,0.0,2.0,0.0,2.0,1.0,0.0
2016,42008,42008 ALCUBILLA DE LAS PEÑAS,24,36,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,42009,42009 ALDEALAFUENTE,39,48,0.0,3.0,0.0,0.0,3.0,0.0,0.0
2016,42010,42010 ALDEALICES,12,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2016,42011,42011 ALDEALPOZO,10,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42012,42012 ALDEALSEÑOR,17,21,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2016,42013,42013 ALDEHUELA DE PERIAÑEZ,16,21,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2016,42014,42014 ALDEHUELAS (LAS),33,35,4.0,0.0,0.0,1.0,0.0,1.0,0.0
2016,42015,42015 ALENTISQUE,14,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,42016,42016 ALIUD,4,12,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,42017,42017 ALMAJANO,88,93,1.0,2.0,1.0,0.0,2.0,2.0,0.0
2016,42018,42018 ALMALUEZ,64,93,7.0,0.0,0.0,0.0,4.0,1.0,0.0
2016,42019,42019 ALMARZA,257,333,11.0,28.0,0.0,3.0,10.0,10.0,1.0
2016,42020,42020 ALMAZAN,2786,2862,66.0,57.0,25.0,25.0,96.0,71.0,17.0
2016,42021,42021 ALMAZUL,32,44,3.0,0.0,0.0,0.0,3.0,0.0,0.0
2016,42022,42022 ALMENAR DE SORIA,95,140,3.0,6.0,1.0,0.0,2.0,8.0,0.0
2016,42023,42023 ALPANSEQUE,30,36,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,42024,42024 ARANCON,30,59,3.0,2.0,0.0,0.0,0.0,3.0,0.0
2016,42025,42025 ARCOS DE JALON,725,848,13.0,6.0,2.0,0.0,57.0,42.0,13.0
2016,42026,42026 ARENILLAS,14,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42027,42027 AREVALO DE LA SIERRA,27,50,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42028,42028 AUSEJO DE LA SIERRA,40,49,2.0,1.0,0.0,0.0,3.0,0.0,0.0
2016,42029,42029 BARAONA,61,93,2.0,0.0,1.0,0.0,1.0,0.0,0.0
2016,42030,42030 BARCA,40,66,2.0,1.0,0.0,0.0,2.0,2.0,0.0
2016,42031,42031 BARCONES,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42032,42032 BAYUBAS DE ABAJO,71,81,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2016,42033,42033 BAYUBAS DE ARRIBA,21,30,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2016,42034,42034 BERATON,13,20,0.0,0.0,0.0,0.0,3.0,0.0,2.0
2016,42035,42035 BERLANGA DE DUERO,460,463,15.0,18.0,0.0,2.0,22.0,13.0,1.0
2016,42036,42036 BLACOS,23,27,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2016,42037,42037 BLIECOS,16,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42038,42038 BORJABAD,14,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42039,42039 BOROBIA,121,131,6.0,4.0,0.0,0.0,4.0,3.0,1.0
2016,42041,42041 BUBEROS,15,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42042,42042 BUITRAGO,26,32,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2016,42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,2516,2489,53.0,83.0,31.0,27.0,82.0,72.0,47.0
2016,42044,42044 CABREJAS DEL CAMPO,22,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42045,42045 CABREJAS DEL PINAR,154,208,8.0,7.0,0.0,1.0,3.0,1.0,1.0
2016,42046,42046 CALATAÑAZOR,25,31,2.0,1.0,0.0,0.0,2.0,0.0,0.0
2016,42048,42048 CALTOJAR,24,39,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42049,42049 CANDILICHERA,50,72,3.0,8.0,1.0,0.0,0.0,0.0,0.0
2016,42050,42050 CAÑAMAQUE,9,25,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,42051,42051 CARABANTES,12,9,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42052,42052 CARACENA,5,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42053,42053 CARRASCOSA DE ABAJO,9,18,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,42054,42054 CARRASCOSA DE LA SIERRA,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42055,42055 CASAREJOS,84,93,2.0,0.0,2.0,0.0,0.0,0.0,0.0
2016,42056,42056 CASTILFRIO DE LA SIERRA,10,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42057,42057 CASTILRUIZ,82,98,2.0,4.0,0.0,0.0,3.0,3.0,0.0
2016,42058,42058 CASTILLEJO DE ROBLEDO,49,67,0.0,1.0,0.0,0.0,1.0,2.0,0.0
2016,42059,42059 CENTENERA DE ANDALUZ,12,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,42060,42060 CERBON,14,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,42061,42061 CIDONES,138,196,7.0,4.0,0.0,2.0,10.0,2.0,4.0
2016,42062,42062 CIGUDOSA,8,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,42063,42063 CIHUELA,25,27,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2016,42064,42064 CIRIA,41,49,1.0,3.0,0.0,0.0,1.0,1.0,0.0
2016,42065,42065 CIRUJALES DEL RIO,7,14,0.0,2.0,0.0,0.0,0.0,0.0,1.0
2016,42068,42068 COSCURITA,35,52,4.0,0.0,0.0,0.0,1.0,0.0,0.0
2016,42069,42069 COVALEDA,852,905,13.0,7.0,3.0,6.0,21.0,22.0,1.0
2016,42070,42070 CUBILLA,14,21,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,42071,42071 CUBO DE LA SOLANA,84,100,0.0,1.0,0.0,0.0,3.0,1.0,0.0
2016,42073,42073 CUEVA DE AGREDA,30,46,0.0,1.0,0.0,0.0,2.0,0.0,1.0
2016,42075,42075 DEVANOS,41,49,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2016,42076,42076 DEZA,115,124,2.0,3.0,3.0,0.0,6.0,2.0,0.0
2016,42078,42078 DURUELO DE LA SIERRA,558,588,9.0,7.0,1.0,3.0,10.0,5.0,0.0
2016,42079,42079 ESCOBOSA DE ALMAZAN,8,19,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2016,42080,42080 ESPEJA DE SAN MARCELINO,74,100,0.0,1.0,0.0,0.0,3.0,0.0,0.0
2016,42081,42081 ESPEJON,91,93,3.0,0.0,3.0,1.0,2.0,2.0,0.0
2016,42082,42082 ESTEPA DE SAN JUAN,2,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42083,42083 FRECHILLA DE ALMAZAN,12,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2016,42084,42084 FRESNO DE CARACENA,10,15,2.0,0.0,1.0,0.0,1.0,0.0,0.0
2016,42085,42085 FUENTEARMEGIL,84,105,3.0,3.0,0.0,0.0,1.0,2.0,0.0
2016,42086,42086 FUENTECAMBRON,18,21,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2016,42087,42087 FUENTECANTOS,29,28,7.0,6.0,0.0,0.0,1.0,0.0,0.0
2016,42088,42088 FUENTELMONGE,31,41,2.0,0.0,0.0,0.0,1.0,1.0,0.0
2016,42089,42089 FUENTELSAZ DE SORIA,30,29,2.0,4.0,0.0,0.0,0.0,0.0,0.0
2016,42090,42090 FUENTEPINILLA,35,59,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2016,42092,42092 FUENTES DE MAGAÑA,29,36,1.0,0.0,0.0,0.0,5.0,3.0,0.0
2016,42093,42093 FUENTESTRUN,14,27,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2016,42094,42094 GARRAY,343,399,28.0,21.0,0.0,2.0,8.0,7.0,3.0
2016,42095,42095 GOLMAYO,1190,1329,54.0,83.0,6.0,11.0,31.0,28.0,8.0
2016,42096,42096 GOMARA,145,177,10.0,7.0,2.0,0.0,10.0,7.0,19.0
2016,42097,42097 GORMAZ,8,18,1.0,3.0,0.0,0.0,2.0,0.0,0.0
2016,42098,42098 HERRERA DE SORIA,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42100,42100 HINOJOSA DEL CAMPO,11,21,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016,42103,42103 LANGA DE DUERO,334,399,2.0,2.0,12.0,5.0,6.0,15.0,0.0
2016,42105,42105 LICERAS,26,28,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2016,42106,42106 LOSILLA (LA),5,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42107,42107 MAGAÑA,36,43,2.0,2.0,0.0,0.0,2.0,3.0,0.0
2016,42108,42108 MAJAN,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,42110,42110 MATALEBRERAS,27,39,3.0,0.0,0.0,0.0,5.0,0.0,1.0
2016,42111,42111 MATAMALA DE ALMAZAN,152,174,9.0,13.0,0.0,2.0,2.0,3.0,1.0
2016,42113,42113 MEDINACELI,383,358,12.0,13.0,0.0,1.0,15.0,21.0,4.0
2016,42115,42115 MIÑO DE MEDINACELI,25,46,1.0,2.0,0.0,0.0,1.0,6.0,0.0
