FECHA,COD_MUNICIPIO,MUNICIPIO,POBLACION_MUJERES,POBLACION_HOMBRES,EMIGRACIONES CON DESTINO A LA MISMA PROVINCIA,INMIGRACIONES PROCEDENTES DE LA MISMA PROVINCIA,EMIGRACIONES CON DESTINO A OTRA PROVINCIA DE CASTILLA Y LEÓN,INMIGRACIONES PROCEDENTES DE OTRA PROVINCIA DE CASTILLA Y LEÓN,EMIGRACIONES CON DESTINO A OTRAS COMUNIDADES AUTÓNOMAS,INMIGRACIONES PROCEDENTES DE OTRAS COMUNIDADES AUTÓNOMAS,EMIGRACIONES CON DESTINO A OTROS PAÍSES
2009,42188,42188 TREVAGO,40,31,2.0,0.0,0.0,0.0,2.0,2.0,0.0
2009,42189,42189 UCERO,46,41,1.0,10.0,0.0,0.0,2.0,6.0,0.0
2009,42190,42190 VADILLO,62,78,4.0,1.0,1.0,0.0,1.0,1.0,0.0
2009,42191,42191 VALDEAVELLANO DE TERA,112,124,6.0,3.0,3.0,0.0,5.0,2.0,1.0
2009,42192,42192 VALDEGEÑA,16,31,2.0,2.0,0.0,0.0,1.0,0.0,0.0
2009,42193,42193 VALDELAGUA DEL CERRO,6,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,42194,42194 VALDEMALUQUE,112,114,4.0,26.0,1.0,0.0,5.0,11.0,0.0
2009,42195,42195 VALDENEBRO,56,69,1.0,2.0,0.0,0.0,3.0,3.0,0.0
2009,42196,42196 VALDEPRADO,5,8,0.0,0.0,0.0,0.0,0.0,5.0,0.0
2009,42197,42197 VALDERRODILLA,45,54,2.0,3.0,0.0,1.0,0.0,0.0,0.0
2009,42198,42198 VALTAJEROS,11,13,1.0,3.0,0.0,0.0,0.0,2.0,0.0
2009,42200,42200 VELAMAZAN,39,70,2.0,1.0,0.0,0.0,4.0,6.0,0.0
2009,42201,42201 VELILLA DE LA SIERRA,14,19,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,42202,42202 VELILLA DE LOS AJOS,15,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,42204,42204 VIANA DE DUERO,21,44,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2009,42205,42205 VILLACIERVOS,43,64,3.0,0.0,1.0,0.0,0.0,0.0,0.0
2009,42206,42206 VILLANUEVA DE GORMAZ,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,42207,42207 VILLAR DEL ALA,30,28,4.0,1.0,0.0,0.0,0.0,1.0,0.0
2009,42208,42208 VILLAR DEL CAMPO,10,17,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2009,42209,42209 VILLAR DEL RIO,84,117,8.0,4.0,0.0,0.0,14.0,3.0,0.0
2009,42211,42211 VILLARES DE SORIA (LOS),42,53,1.0,4.0,0.0,0.0,0.0,3.0,0.0
2009,42212,42212 VILLASAYAS,27,55,0.0,16.0,0.0,0.0,2.0,3.0,0.0
2009,42213,42213 VILLASECA DE ARCIEL,17,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,42215,42215 VINUESA,449,554,18.0,19.0,5.0,5.0,20.0,17.0,3.0
2009,42216,42216 VIZMANOS,12,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2009,42217,42217 VOZMEDIANO,16,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,42218,42218 YANGUAS,44,70,8.0,2.0,0.0,0.0,10.0,28.0,0.0
2009,42219,42219 YELO,22,30,0.0,0.0,0.0,0.0,1.0,5.0,0.0
2010,42001,42001 ABEJAR,170,210,13.0,18.0,6.0,1.0,5.0,6.0,2.0
2010,42003,42003 ADRADAS,33,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42004,42004 AGREDA,1598,1661,42.0,24.0,7.0,3.0,84.0,35.0,5.0
2010,42006,42006 ALCONABA,77,111,11.0,13.0,0.0,0.0,3.0,3.0,0.0
2010,42007,42007 ALCUBILLA DE AVELLANEDA,77,84,4.0,3.0,0.0,3.0,5.0,3.0,0.0
2010,42008,42008 ALCUBILLA DE LAS PEÑAS,32,44,2.0,3.0,0.0,0.0,1.0,7.0,0.0
2010,42009,42009 ALDEALAFUENTE,53,60,9.0,1.0,0.0,0.0,2.0,0.0,0.0
2010,42010,42010 ALDEALICES,12,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2010,42011,42011 ALDEALPOZO,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42012,42012 ALDEALSEÑOR,21,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42013,42013 ALDEHUELA DE PERIAÑEZ,26,27,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,42014,42014 ALDEHUELAS (LAS),47,49,1.0,0.0,1.0,0.0,2.0,2.0,0.0
2010,42015,42015 ALENTISQUE,15,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2010,42016,42016 ALIUD,12,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42017,42017 ALMAJANO,100,116,11.0,9.0,1.0,2.0,1.0,1.0,1.0
2010,42018,42018 ALMALUEZ,86,109,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2010,42019,42019 ALMARZA,283,376,17.0,19.0,3.0,0.0,10.0,13.0,0.0
2010,42020,42020 ALMAZAN,2913,3052,50.0,64.0,9.0,16.0,95.0,86.0,10.0
2010,42021,42021 ALMAZUL,45,57,2.0,3.0,0.0,0.0,2.0,2.0,0.0
2010,42022,42022 ALMENAR DE SORIA,126,162,7.0,1.0,0.0,0.0,4.0,10.0,0.0
2010,42023,42023 ALPANSEQUE,38,46,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2010,42024,42024 ARANCON,38,64,3.0,1.0,0.0,0.0,2.0,1.0,0.0
2010,42025,42025 ARCOS DE JALON,847,983,8.0,12.0,2.0,1.0,51.0,90.0,1.0
2010,42026,42026 ARENILLAS,11,16,1.0,1.0,0.0,0.0,0.0,5.0,0.0
2010,42027,42027 AREVALO DE LA SIERRA,29,50,0.0,2.0,0.0,1.0,0.0,4.0,0.0
2010,42028,42028 AUSEJO DE LA SIERRA,29,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2010,42029,42029 BARAONA,79,100,2.0,5.0,0.0,0.0,7.0,7.0,0.0
2010,42030,42030 BARCA,45,67,0.0,6.0,0.0,4.0,1.0,4.0,0.0
2010,42031,42031 BARCONES,12,18,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2010,42032,42032 BAYUBAS DE ABAJO,92,102,9.0,11.0,1.0,0.0,5.0,8.0,0.0
2010,42033,42033 BAYUBAS DE ARRIBA,25,32,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42034,42034 BERATON,8,28,0.0,0.0,0.0,0.0,1.0,10.0,0.0
2010,42035,42035 BERLANGA DE DUERO,501,511,9.0,14.0,4.0,2.0,15.0,32.0,0.0
2010,42036,42036 BLACOS,23,30,0.0,0.0,0.0,2.0,1.0,0.0,0.0
2010,42037,42037 BLIECOS,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42038,42038 BORJABAD,19,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42039,42039 BOROBIA,135,152,4.0,3.0,0.0,0.0,12.0,22.0,0.0
2010,42041,42041 BUBEROS,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42042,42042 BUITRAGO,28,32,3.0,2.0,0.0,0.0,0.0,0.0,0.0
2010,42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,2648,2639,69.0,93.0,35.0,23.0,98.0,106.0,29.0
2010,42044,42044 CABREJAS DEL CAMPO,32,39,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2010,42045,42045 CABREJAS DEL PINAR,187,239,12.0,13.0,0.0,0.0,10.0,15.0,1.0
2010,42046,42046 CALATAÑAZOR,32,38,1.0,3.0,0.0,0.0,4.0,0.0,0.0
2010,42048,42048 CALTOJAR,32,44,0.0,5.0,0.0,0.0,3.0,5.0,0.0
2010,42049,42049 CANDILICHERA,68,87,6.0,3.0,0.0,0.0,3.0,2.0,0.0
2010,42050,42050 CAÑAMAQUE,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42051,42051 CARABANTES,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42052,42052 CARACENA,6,17,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2010,42053,42053 CARRASCOSA DE ABAJO,11,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42054,42054 CARRASCOSA DE LA SIERRA,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42055,42055 CASAREJOS,102,109,3.0,3.0,1.0,1.0,0.0,0.0,0.0
2010,42056,42056 CASTILFRIO DE LA SIERRA,16,21,3.0,0.0,2.0,0.0,1.0,0.0,0.0
2010,42057,42057 CASTILRUIZ,108,112,7.0,8.0,0.0,0.0,1.0,3.0,0.0
2010,42058,42058 CASTILLEJO DE ROBLEDO,59,78,0.0,4.0,3.0,2.0,0.0,0.0,0.0
2010,42059,42059 CENTENERA DE ANDALUZ,17,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2010,42060,42060 CERBON,13,23,2.0,0.0,0.0,0.0,0.0,7.0,0.0
2010,42061,42061 CIDONES,160,197,8.0,5.0,0.0,0.0,3.0,3.0,4.0
2010,42062,42062 CIGUDOSA,16,27,0.0,0.0,0.0,0.0,6.0,5.0,0.0
2010,42063,42063 CIHUELA,31,42,0.0,0.0,0.0,0.0,5.0,2.0,0.0
2010,42064,42064 CIRIA,48,51,1.0,4.0,0.0,0.0,1.0,1.0,0.0
2010,42065,42065 CIRUJALES DEL RIO,12,16,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,42068,42068 COSCURITA,47,65,2.0,0.0,0.0,0.0,2.0,0.0,0.0
2010,42069,42069 COVALEDA,915,976,21.0,6.0,16.0,6.0,17.0,17.0,0.0
2010,42070,42070 CUBILLA,23,30,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42071,42071 CUBO DE LA SOLANA,98,112,5.0,3.0,1.0,0.0,0.0,0.0,0.0
2010,42073,42073 CUEVA DE AGREDA,37,48,0.0,0.0,0.0,0.0,2.0,4.0,0.0
2010,42075,42075 DEVANOS,48,55,0.0,0.0,1.0,0.0,2.0,0.0,0.0
2010,42076,42076 DEZA,137,140,1.0,1.0,0.0,0.0,9.0,7.0,1.0
2010,42078,42078 DURUELO DE LA SIERRA,649,673,16.0,9.0,4.0,7.0,15.0,2.0,3.0
2010,42079,42079 ESCOBOSA DE ALMAZAN,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42080,42080 ESPEJA DE SAN MARCELINO,77,117,0.0,4.0,0.0,0.0,1.0,5.0,0.0
2010,42081,42081 ESPEJON,95,105,0.0,0.0,1.0,0.0,3.0,4.0,2.0
2010,42082,42082 ESTEPA DE SAN JUAN,3,6,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2010,42083,42083 FRECHILLA DE ALMAZAN,14,15,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2010,42084,42084 FRESNO DE CARACENA,12,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42085,42085 FUENTEARMEGIL,105,132,2.0,2.0,1.0,0.0,2.0,0.0,0.0
2010,42086,42086 FUENTECAMBRON,18,26,0.0,1.0,0.0,0.0,2.0,0.0,0.0
2010,42087,42087 FUENTECANTOS,27,26,1.0,6.0,0.0,0.0,0.0,3.0,0.0
2010,42088,42088 FUENTELMONGE,32,49,1.0,2.0,0.0,0.0,2.0,0.0,0.0
2010,42089,42089 FUENTELSAZ DE SORIA,29,32,4.0,10.0,0.0,0.0,0.0,0.0,0.0
2010,42090,42090 FUENTEPINILLA,43,64,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,42092,42092 FUENTES DE MAGAÑA,52,49,3.0,4.0,0.0,0.0,4.0,9.0,0.0
2010,42093,42093 FUENTESTRUN,21,34,4.0,2.0,0.0,0.0,1.0,1.0,0.0
2010,42094,42094 GARRAY,276,332,16.0,19.0,1.0,2.0,8.0,3.0,0.0
2010,42095,42095 GOLMAYO,986,1079,63.0,73.0,6.0,6.0,20.0,28.0,2.0
2010,42096,42096 GOMARA,180,217,16.0,8.0,1.0,0.0,7.0,1.0,0.0
2010,42097,42097 GORMAZ,9,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2010,42098,42098 HERRERA DE SORIA,4,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,42100,42100 HINOJOSA DEL CAMPO,12,22,2.0,0.0,1.0,0.0,0.0,0.0,0.0
2010,42103,42103 LANGA DE DUERO,376,447,7.0,1.0,9.0,14.0,6.0,10.0,5.0
2010,42105,42105 LICERAS,29,29,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2010,42106,42106 LOSILLA (LA),4,8,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2010,42107,42107 MAGAÑA,46,60,6.0,3.0,0.0,0.0,11.0,7.0,0.0
2010,42108,42108 MAJAN,7,9,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2010,42110,42110 MATALEBRERAS,46,53,5.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42111,42111 MATAMALA DE ALMAZAN,156,198,8.0,10.0,2.0,4.0,5.0,3.0,0.0
2010,42113,42113 MEDINACELI,407,406,16.0,8.0,2.0,2.0,44.0,53.0,7.0
2010,42115,42115 MIÑO DE MEDINACELI,45,55,2.0,0.0,0.0,0.0,3.0,1.0,0.0
2010,42116,42116 MIÑO DE SAN ESTEBAN,30,42,3.0,1.0,0.0,0.0,6.0,3.0,0.0
2010,42117,42117 MOLINOS DE DUERO,84,98,4.0,4.0,1.0,1.0,7.0,4.0,0.0
2010,42118,42118 MOMBLONA,9,19,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42119,42119 MONTEAGUDO DE LAS VICARIAS,120,118,3.0,4.0,0.0,1.0,8.0,11.0,0.0
2010,42120,42120 MONTEJO DE TIERMES,72,126,1.0,2.0,4.0,1.0,10.0,11.0,0.0
2010,42121,42121 MONTENEGRO DE CAMEROS,34,58,0.0,0.0,0.0,0.0,5.0,2.0,0.0
2010,42123,42123 MORON DE ALMAZAN,116,112,2.0,1.0,1.0,1.0,3.0,3.0,0.0
2010,42124,42124 MURIEL DE LA FUENTE,34,46,1.0,1.0,2.0,0.0,2.0,2.0,0.0
2010,42125,42125 MURIEL VIEJO,33,42,4.0,6.0,0.0,1.0,2.0,5.0,0.0
2010,42127,42127 NAFRIA DE UCERO,22,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42128,42128 NARROS,21,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42129,42129 NAVALENO,434,466,17.0,10.0,4.0,1.0,9.0,11.0,0.0
2010,42130,42130 NEPAS,32,43,2.0,0.0,1.0,0.0,0.0,1.0,0.0
2010,42131,42131 NOLAY,33,35,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2010,42132,42132 NOVIERCAS,87,98,2.0,0.0,0.0,0.0,0.0,2.0,0.0
2010,42134,42134 OLVEGA,1817,1981,42.0,39.0,9.0,17.0,80.0,63.0,4.0
2010,42135,42135 ONCALA,38,62,0.0,1.0,0.0,0.0,1.0,2.0,0.0
2010,42139,42139 PINILLA DEL CAMPO,9,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42140,42140 PORTILLO DE SORIA,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42141,42141 POVEDA DE SORIA (LA),52,57,6.0,7.0,0.0,0.0,2.0,11.0,0.0
2010,42142,42142 POZALMURO,52,47,16.0,6.0,0.0,0.0,4.0,2.0,0.0
2010,42144,42144 QUINTANA REDONDA,231,276,16.0,11.0,0.0,0.0,10.0,16.0,0.0
2010,42145,42145 QUINTANAS DE GORMAZ,65,87,0.0,4.0,0.0,0.0,3.0,5.0,0.0
2010,42148,42148 QUIÑONERIA,7,6,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2010,42149,42149 RABANOS (LOS),213,307,19.0,31.0,4.0,1.0,11.0,6.0,0.0
2010,42151,42151 REBOLLAR,23,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42152,42152 RECUERDA,40,50,4.0,2.0,0.0,0.0,0.0,2.0,0.0
2010,42153,42153 RELLO,11,14,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2010,42154,42154 RENIEBLAS,44,70,8.0,4.0,1.0,0.0,3.0,0.0,0.0
2010,42155,42155 RETORTILLO DE SORIA,98,107,5.0,5.0,0.0,3.0,5.0,22.0,0.0
2010,42156,42156 REZNOS,12,23,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42157,42157 RIBA DE ESCALOTE (LA),7,12,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42158,42158 RIOSECO DE SORIA,64,78,1.0,0.0,0.0,0.0,1.0,3.0,0.0
2010,42159,42159 ROLLAMIENTA,17,26,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42160,42160 ROYO (EL),151,163,6.0,23.0,1.0,0.0,7.0,13.0,0.0
2010,42161,42161 SALDUERO,86,98,3.0,1.0,0.0,0.0,7.0,8.0,0.0
2010,42162,42162 SAN ESTEBAN DE GORMAZ,1571,1720,31.0,40.0,23.0,21.0,59.0,29.0,12.0
2010,42163,42163 SAN FELICES,34,42,0.0,1.0,0.0,0.0,11.0,3.0,0.0
2010,42164,42164 SAN LEONARDO DE YAGÜE,1108,1185,44.0,21.0,14.0,16.0,18.0,17.0,5.0
2010,42165,42165 SAN PEDRO MANRIQUE,280,359,14.0,14.0,1.0,3.0,15.0,22.0,6.0
2010,42166,42166 SANTA CRUZ DE YANGUAS,26,42,0.0,1.0,0.0,0.0,1.0,6.0,0.0
2010,42167,42167 SANTA MARIA DE HUERTA,174,204,3.0,1.0,0.0,0.0,7.0,6.0,0.0
2010,42168,42168 SANTA MARIA DE LAS HOYAS,69,87,6.0,0.0,1.0,0.0,3.0,0.0,0.0
2010,42171,42171 SERON DE NAGIMA,80,111,4.0,2.0,0.0,0.0,2.0,1.0,0.0
2010,42172,42172 SOLIEDRA,17,19,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,42173,42173 SORIA,20782,19056,416.0,492.0,140.0,125.0,661.0,687.0,261.0
2010,42174,42174 SOTILLO DEL RINCON,101,105,1.0,4.0,0.0,1.0,6.0,8.0,0.0
2010,42175,42175 SUELLACABRAS,11,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42176,42176 TAJAHUERCE,15,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,42177,42177 TAJUECO,41,48,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42178,42178 TALVEILA,61,85,1.0,3.0,0.0,0.0,3.0,4.0,0.0
2010,42181,42181 TARDELCUENDE,256,256,14.0,12.0,0.0,0.0,7.0,1.0,0.0
2010,42182,42182 TARODA,30,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42183,42183 TEJADO,68,86,1.0,0.0,0.0,0.0,6.0,6.0,0.0
2010,42184,42184 TORLENGUA,43,46,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42185,42185 TORREBLACOS,14,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42187,42187 TORRUBIA DE SORIA,27,45,7.0,1.0,0.0,0.0,1.0,6.0,0.0
2010,42188,42188 TREVAGO,37,31,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2010,42189,42189 UCERO,50,50,8.0,0.0,0.0,0.0,8.0,0.0,0.0
2010,42190,42190 VADILLO,58,86,5.0,3.0,3.0,2.0,0.0,0.0,2.0
2010,42191,42191 VALDEAVELLANO DE TERA,104,116,6.0,3.0,1.0,0.0,2.0,3.0,0.0
2010,42192,42192 VALDEGEÑA,15,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2010,42193,42193 VALDELAGUA DEL CERRO,6,10,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2010,42194,42194 VALDEMALUQUE,127,123,24.0,1.0,0.0,0.0,10.0,1.0,0.0
2010,42195,42195 VALDENEBRO,53,69,5.0,4.0,3.0,0.0,1.0,2.0,0.0
2010,42196,42196 VALDEPRADO,7,11,0.0,2.0,0.0,0.0,3.0,3.0,0.0
2010,42197,42197 VALDERRODILLA,45,56,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2010,42198,42198 VALTAJEROS,12,16,4.0,0.0,0.0,0.0,5.0,0.0,0.0
2010,42200,42200 VELAMAZAN,41,67,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2010,42201,42201 VELILLA DE LA SIERRA,11,18,2.0,1.0,0.0,0.0,0.0,1.0,0.0
2010,42202,42202 VELILLA DE LOS AJOS,13,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42204,42204 VIANA DE DUERO,20,44,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2010,42205,42205 VILLACIERVOS,41,62,0.0,3.0,0.0,0.0,3.0,1.0,0.0
2010,42206,42206 VILLANUEVA DE GORMAZ,3,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2010,42207,42207 VILLAR DEL ALA,29,26,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2010,42208,42208 VILLAR DEL CAMPO,8,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2010,42209,42209 VILLAR DEL RIO,72,108,5.0,2.0,1.0,0.0,15.0,16.0,0.0
2010,42211,42211 VILLARES DE SORIA (LOS),47,56,6.0,1.0,0.0,0.0,1.0,1.0,0.0
2010,42212,42212 VILLASAYAS,37,61,4.0,0.0,0.0,0.0,3.0,2.0,1.0
2010,42213,42213 VILLASECA DE ARCIEL,16,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42215,42215 VINUESA,448,553,9.0,16.0,4.0,7.0,8.0,6.0,1.0
2010,42216,42216 VIZMANOS,10,16,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2010,42217,42217 VOZMEDIANO,16,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,42218,42218 YANGUAS,56,72,8.0,5.0,0.0,0.0,10.0,17.0,0.0
2010,42219,42219 YELO,24,31,0.0,1.0,0.0,0.0,6.0,3.0,0.0
2011,42001,42001 ABEJAR,171,207,9.0,2.0,1.0,0.0,4.0,3.0,0.0
2011,42003,42003 ADRADAS,33,39,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,42004,42004 AGREDA,1577,1597,36.0,13.0,6.0,5.0,50.0,67.0,3.0
2011,42006,42006 ALCONABA,83,118,14.0,7.0,0.0,0.0,0.0,0.0,1.0
2011,42007,42007 ALCUBILLA DE AVELLANEDA,77,86,3.0,1.0,1.0,1.0,2.0,1.0,0.0
2011,42008,42008 ALCUBILLA DE LAS PEÑAS,36,48,2.0,2.0,0.0,0.0,6.0,0.0,0.0
2011,42009,42009 ALDEALAFUENTE,48,58,8.0,1.0,0.0,0.0,0.0,1.0,0.0
2011,42010,42010 ALDEALICES,11,14,3.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,42011,42011 ALDEALPOZO,15,15,1.0,0.0,0.0,0.0,2.0,0.0,0.0
2011,42012,42012 ALDEALSEÑOR,22,25,5.0,2.0,0.0,0.0,0.0,0.0,0.0
2011,42013,42013 ALDEHUELA DE PERIAÑEZ,26,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42014,42014 ALDEHUELAS (LAS),44,48,3.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,42015,42015 ALENTISQUE,16,19,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,42016,42016 ALIUD,12,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2011,42017,42017 ALMAJANO,100,113,5.0,11.0,0.0,0.0,3.0,3.0,0.0
2011,42018,42018 ALMALUEZ,83,107,1.0,0.0,0.0,0.0,3.0,0.0,0.0
2011,42019,42019 ALMARZA,285,378,18.0,14.0,1.0,1.0,14.0,9.0,3.0
2011,42020,42020 ALMAZAN,2932,3073,80.0,57.0,21.0,8.0,136.0,74.0,42.0
2011,42021,42021 ALMAZUL,45,58,3.0,1.0,0.0,0.0,3.0,1.0,0.0
2011,42022,42022 ALMENAR DE SORIA,121,161,7.0,5.0,0.0,0.0,11.0,3.0,0.0
2011,42023,42023 ALPANSEQUE,37,45,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2011,42024,42024 ARANCON,37,62,4.0,0.0,0.0,0.0,0.0,1.0,0.0
2011,42025,42025 ARCOS DE JALON,862,1007,19.0,11.0,3.0,7.0,74.0,69.0,6.0
2011,42026,42026 ARENILLAS,13,21,1.0,0.0,0.0,0.0,3.0,2.0,0.0
2011,42027,42027 AREVALO DE LA SIERRA,30,54,0.0,1.0,0.0,0.0,0.0,2.0,0.0
2011,42028,42028 AUSEJO DE LA SIERRA,30,38,1.0,2.0,0.0,0.0,0.0,1.0,0.0
2011,42029,42029 BARAONA,83,99,2.0,5.0,0.0,0.0,3.0,4.0,0.0
2011,42030,42030 BARCA,50,70,4.0,3.0,0.0,1.0,14.0,15.0,0.0
2011,42031,42031 BARCONES,14,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42032,42032 BAYUBAS DE ABAJO,93,106,7.0,3.0,0.0,0.0,5.0,4.0,0.0
2011,42033,42033 BAYUBAS DE ARRIBA,23,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2011,42034,42034 BERATON,17,27,1.0,0.0,0.0,0.0,5.0,1.0,0.0
2011,42035,42035 BERLANGA DE DUERO,510,513,27.0,5.0,4.0,5.0,21.0,14.0,0.0
2011,42036,42036 BLACOS,23,31,3.0,0.0,0.0,0.0,1.0,2.0,0.0
2011,42037,42037 BLIECOS,18,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42038,42038 BORJABAD,18,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42039,42039 BOROBIA,137,157,10.0,1.0,1.0,0.0,8.0,11.0,0.0
2011,42041,42041 BUBEROS,17,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42042,42042 BUITRAGO,28,32,3.0,4.0,0.0,0.0,0.0,0.0,0.0
2011,42043,42043 BURGO DE OSMA-CIUDAD DE OSMA,2627,2641,41.0,52.0,43.0,31.0,89.0,75.0,22.0
2011,42044,42044 CABREJAS DEL CAMPO,31,38,2.0,0.0,0.0,0.0,1.0,0.0,0.0
2011,42045,42045 CABREJAS DEL PINAR,185,238,10.0,5.0,0.0,2.0,7.0,3.0,0.0
2011,42046,42046 CALATAÑAZOR,31,37,0.0,0.0,0.0,0.0,2.0,2.0,2.0
2011,42048,42048 CALTOJAR,32,47,0.0,2.0,0.0,0.0,1.0,1.0,0.0
2011,42049,42049 CANDILICHERA,69,84,8.0,0.0,0.0,1.0,3.0,0.0,0.0
2011,42050,42050 CAÑAMAQUE,11,21,0.0,1.0,0.0,0.0,2.0,2.0,0.0
2011,42051,42051 CARABANTES,13,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42052,42052 CARACENA,5,15,2.0,1.0,0.0,0.0,1.0,0.0,0.0
2011,42053,42053 CARRASCOSA DE ABAJO,11,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011,42054,42054 CARRASCOSA DE LA SIERRA,8,12,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2011,42055,42055 CASAREJOS,100,109,3.0,0.0,0.0,2.0,6.0,1.0,0.0
2011,42056,42056 CASTILFRIO DE LA SIERRA,13,19,4.0,1.0,0.0,0.0,2.0,1.0,1.0
2011,42057,42057 CASTILRUIZ,107,113,5.0,4.0,0.0,0.0,5.0,2.0,0.0
