COD_MUNICIPIO,MUNICIPIO,FECHA,POBLACION_PROYECTADA,ESCENARIO
42085,42085 FUENTEARMEGIL,2026,157,NEUTRO
42085,42085 FUENTEARMEGIL,2026,154,PESIMISTA
42085,42085 FUENTEARMEGIL,2027,156,NEUTRO
42085,42085 FUENTEARMEGIL,2027,152,PESIMISTA
42085,42085 FUENTEARMEGIL,2028,156,NEUTRO
42085,42085 FUENTEARMEGIL,2028,150,PESIMISTA
42085,42085 FUENTEARMEGIL,2029,155,NEUTRO
42085,42085 FUENTEARMEGIL,2029,147,PESIMISTA
42085,42085 FUENTEARMEGIL,2030,154,NEUTRO
42085,42085 FUENTEARMEGIL,2030,145,PESIMISTA
42085,42085 FUENTEARMEGIL,2031,153,NEUTRO
42085,42085 FUENTEARMEGIL,2031,143,PESIMISTA
42086,42086 FUENTECAMBRON,2025,42,NEUTRO
42086,42086 FUENTECAMBRON,2025,41,PESIMISTA
42086,42086 FUENTECAMBRON,2026,41,NEUTRO
42086,42086 FUENTECAMBRON,2026,41,PESIMISTA
42086,42086 FUENTECAMBRON,2027,41,NEUTRO
42086,42086 FUENTECAMBRON,2027,40,PESIMISTA
42086,42086 FUENTECAMBRON,2028,41,NEUTRO
42086,42086 FUENTECAMBRON,2028,39,PESIMISTA
42086,42086 FUENTECAMBRON,2029,41,NEUTRO
42086,42086 FUENTECAMBRON,2029,39,PESIMISTA
42086,42086 FUENTECAMBRON,2030,41,NEUTRO
42086,42086 FUENTECAMBRON,2030,38,PESIMISTA
42086,42086 FUENTECAMBRON,2031,40,NEUTRO
42086,42086 FUENTECAMBRON,2031,38,PESIMISTA
42087,42087 FUENTECANTOS,2025,47,NEUTRO
42087,42087 FUENTECANTOS,2025,47,PESIMISTA
42087,42087 FUENTECANTOS,2026,47,NEUTRO
42087,42087 FUENTECANTOS,2026,46,PESIMISTA
42087,42087 FUENTECANTOS,2027,47,NEUTRO
42087,42087 FUENTECANTOS,2027,45,PESIMISTA
42087,42087 FUENTECANTOS,2028,46,NEUTRO
42087,42087 FUENTECANTOS,2028,45,PESIMISTA
42087,42087 FUENTECANTOS,2029,46,NEUTRO
42087,42087 FUENTECANTOS,2029,44,PESIMISTA
42087,42087 FUENTECANTOS,2030,46,NEUTRO
42087,42087 FUENTECANTOS,2030,43,PESIMISTA
42087,42087 FUENTECANTOS,2031,46,NEUTRO
42087,42087 FUENTECANTOS,2031,43,PESIMISTA
42088,42088 FUENTELMONGE,2025,46,NEUTRO
42088,42088 FUENTELMONGE,2025,46,PESIMISTA
42088,42088 FUENTELMONGE,2026,46,NEUTRO
42088,42088 FUENTELMONGE,2026,45,PESIMISTA
42088,42088 FUENTELMONGE,2027,46,NEUTRO
42088,42088 FUENTELMONGE,2027,45,PESIMISTA
42088,42088 FUENTELMONGE,2028,46,NEUTRO
42088,42088 FUENTELMONGE,2028,44,PESIMISTA
42088,42088 FUENTELMONGE,2029,46,NEUTRO
42088,42088 FUENTELMONGE,2029,43,PESIMISTA
42088,42088 FUENTELMONGE,2030,45,NEUTRO
42088,42088 FUENTELMONGE,2030,43,PESIMISTA
42088,42088 FUENTELMONGE,2031,45,NEUTRO
42088,42088 FUENTELMONGE,2031,42,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2025,34,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2025,34,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2026,34,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2026,33,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2027,34,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2027,33,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2028,34,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2028,32,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2029,33,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2029,32,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2030,33,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2030,31,PESIMISTA
42089,42089 FUENTELSAZ DE SORIA,2031,33,NEUTRO
42089,42089 FUENTELSAZ DE SORIA,2031,31,PESIMISTA
42090,42090 FUENTEPINILLA,2025,96,NEUTRO
42090,42090 FUENTEPINILLA,2025,96,PESIMISTA
42090,42090 FUENTEPINILLA,2026,96,NEUTRO
42090,42090 FUENTEPINILLA,2026,94,PESIMISTA
42090,42090 FUENTEPINILLA,2027,96,NEUTRO
42090,42090 FUENTEPINILLA,2027,93,PESIMISTA
42090,42090 FUENTEPINILLA,2028,95,NEUTRO
42090,42090 FUENTEPINILLA,2028,91,PESIMISTA
42090,42090 FUENTEPINILLA,2029,95,NEUTRO
42090,42090 FUENTEPINILLA,2029,90,PESIMISTA
42090,42090 FUENTEPINILLA,2030,94,NEUTRO
42090,42090 FUENTEPINILLA,2030,89,PESIMISTA
42090,42090 FUENTEPINILLA,2031,94,NEUTRO
42090,42090 FUENTEPINILLA,2031,87,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2025,61,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2025,60,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2026,60,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2026,59,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2027,60,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2027,58,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2028,60,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2028,58,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2029,60,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2029,57,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2030,59,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2030,56,PESIMISTA
42092,42092 FUENTES DE MAGAÑA,2031,59,NEUTRO
42092,42092 FUENTES DE MAGAÑA,2031,55,PESIMISTA
42093,42093 FUENTESTRUN,2025,63,NEUTRO
42093,42093 FUENTESTRUN,2025,62,PESIMISTA
42093,42093 FUENTESTRUN,2026,63,NEUTRO
42093,42093 FUENTESTRUN,2026,62,PESIMISTA
42093,42093 FUENTESTRUN,2027,62,NEUTRO
42093,42093 FUENTESTRUN,2027,61,PESIMISTA
42093,42093 FUENTESTRUN,2028,62,NEUTRO
42093,42093 FUENTESTRUN,2028,60,PESIMISTA
42093,42093 FUENTESTRUN,2029,62,NEUTRO
42093,42093 FUENTESTRUN,2029,59,PESIMISTA
42093,42093 FUENTESTRUN,2030,62,NEUTRO
42093,42093 FUENTESTRUN,2030,58,PESIMISTA
42093,42093 FUENTESTRUN,2031,61,NEUTRO
42093,42093 FUENTESTRUN,2031,57,PESIMISTA
42094,42094 GARRAY,2025,830,NEUTRO
42094,42094 GARRAY,2025,822,PESIMISTA
42094,42094 GARRAY,2026,826,NEUTRO
42094,42094 GARRAY,2026,810,PESIMISTA
42094,42094 GARRAY,2027,822,NEUTRO
42094,42094 GARRAY,2027,798,PESIMISTA
42094,42094 GARRAY,2028,818,NEUTRO
42094,42094 GARRAY,2028,786,PESIMISTA
42094,42094 GARRAY,2029,814,NEUTRO
42094,42094 GARRAY,2029,774,PESIMISTA
42094,42094 GARRAY,2030,810,NEUTRO
42094,42094 GARRAY,2030,762,PESIMISTA
42094,42094 GARRAY,2031,806,NEUTRO
42094,42094 GARRAY,2031,751,PESIMISTA
42095,42095 GOLMAYO,2025,2684,NEUTRO
42095,42095 GOLMAYO,2025,2657,PESIMISTA
42095,42095 GOLMAYO,2026,2670,NEUTRO
42095,42095 GOLMAYO,2026,2617,PESIMISTA
42095,42095 GOLMAYO,2027,2657,NEUTRO
42095,42095 GOLMAYO,2027,2578,PESIMISTA
42095,42095 GOLMAYO,2028,2644,NEUTRO
42095,42095 GOLMAYO,2028,2539,PESIMISTA
42095,42095 GOLMAYO,2029,2630,NEUTRO
42095,42095 GOLMAYO,2029,2501,PESIMISTA
42095,42095 GOLMAYO,2030,2617,NEUTRO
42095,42095 GOLMAYO,2030,2463,PESIMISTA
42095,42095 GOLMAYO,2031,2604,NEUTRO
42095,42095 GOLMAYO,2031,2426,PESIMISTA
42096,42096 GOMARA,2025,305,NEUTRO
42096,42096 GOMARA,2025,302,PESIMISTA
42096,42096 GOMARA,2026,303,NEUTRO
42096,42096 GOMARA,2026,297,PESIMISTA
42096,42096 GOMARA,2027,302,NEUTRO
42096,42096 GOMARA,2027,293,PESIMISTA
42096,42096 GOMARA,2028,300,NEUTRO
42096,42096 GOMARA,2028,289,PESIMISTA
42096,42096 GOMARA,2029,299,NEUTRO
42096,42096 GOMARA,2029,284,PESIMISTA
42096,42096 GOMARA,2030,297,NEUTRO
42096,42096 GOMARA,2030,280,PESIMISTA
42096,42096 GOMARA,2031,296,NEUTRO
42096,42096 GOMARA,2031,276,PESIMISTA
42097,42097 GORMAZ,2025,34,NEUTRO
42097,42097 GORMAZ,2025,34,PESIMISTA
42097,42097 GORMAZ,2026,34,NEUTRO
42097,42097 GORMAZ,2026,33,PESIMISTA
42097,42097 GORMAZ,2027,34,NEUTRO
42097,42097 GORMAZ,2027,33,PESIMISTA
42097,42097 GORMAZ,2028,34,NEUTRO
42097,42097 GORMAZ,2028,32,PESIMISTA
42097,42097 GORMAZ,2029,33,NEUTRO
42097,42097 GORMAZ,2029,32,PESIMISTA
42097,42097 GORMAZ,2030,33,NEUTRO
42097,42097 GORMAZ,2030,31,PESIMISTA
42097,42097 GORMAZ,2031,33,NEUTRO
42097,42097 GORMAZ,2031,31,PESIMISTA
42098,42098 HERRERA DE SORIA,2025,15,NEUTRO
42098,42098 HERRERA DE SORIA,2025,15,PESIMISTA
42098,42098 HERRERA DE SORIA,2026,15,NEUTRO
42098,42098 HERRERA DE SORIA,2026,15,PESIMISTA
42098,42098 HERRERA DE SORIA,2027,15,NEUTRO
42098,42098 HERRERA DE SORIA,2027,15,PESIMISTA
42098,42098 HERRERA DE SORIA,2028,15,NEUTRO
42098,42098 HERRERA DE SORIA,2028,15,PESIMISTA
42098,42098 HERRERA DE SORIA,2029,15,NEUTRO
42098,42098 HERRERA DE SORIA,2029,14,PESIMISTA
42098,42098 HERRERA DE SORIA,2030,15,NEUTRO
42098,42098 HERRERA DE SORIA,2030,14,PESIMISTA
42098,42098 HERRERA DE SORIA,2031,15,NEUTRO
42098,42098 HERRERA DE SORIA,2031,14,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2025,33,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2025,33,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2026,33,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2026,33,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2027,33,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2027,32,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2028,33,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2028,32,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2029,33,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2029,31,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2030,33,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2030,31,PESIMISTA
42100,42100 HINOJOSA DEL CAMPO,2031,32,NEUTRO
42100,42100 HINOJOSA DEL CAMPO,2031,30,PESIMISTA
42103,42103 LANGA DE DUERO,2025,729,NEUTRO
42103,42103 LANGA DE DUERO,2025,722,PESIMISTA
42103,42103 LANGA DE DUERO,2026,726,NEUTRO
42103,42103 LANGA DE DUERO,2026,711,PESIMISTA
42103,42103 LANGA DE DUERO,2027,722,NEUTRO
42103,42103 LANGA DE DUERO,2027,701,PESIMISTA
42103,42103 LANGA DE DUERO,2028,719,NEUTRO
42103,42103 LANGA DE DUERO,2028,690,PESIMISTA
42103,42103 LANGA DE DUERO,2029,715,NEUTRO
42103,42103 LANGA DE DUERO,2029,680,PESIMISTA
42103,42103 LANGA DE DUERO,2030,711,NEUTRO
42103,42103 LANGA DE DUERO,2030,670,PESIMISTA
42103,42103 LANGA DE DUERO,2031,708,NEUTRO
42103,42103 LANGA DE DUERO,2031,660,PESIMISTA
42105,42105 LICERAS,2025,56,NEUTRO
42105,42105 LICERAS,2025,55,PESIMISTA
42105,42105 LICERAS,2026,55,NEUTRO
42105,42105 LICERAS,2026,54,PESIMISTA
42105,42105 LICERAS,2027,55,NEUTRO
42105,42105 LICERAS,2027,53,PESIMISTA
42105,42105 LICERAS,2028,55,NEUTRO
42105,42105 LICERAS,2028,53,PESIMISTA
42105,42105 LICERAS,2029,55,NEUTRO
42105,42105 LICERAS,2029,52,PESIMISTA
42105,42105 LICERAS,2030,54,NEUTRO
42105,42105 LICERAS,2030,51,PESIMISTA
42105,42105 LICERAS,2031,54,NEUTRO
42105,42105 LICERAS,2031,50,PESIMISTA
42106,42106 LOSILLA (LA),2025,19,NEUTRO
42106,42106 LOSILLA (LA),2025,18,PESIMISTA
42106,42106 LOSILLA (LA),2026,19,NEUTRO
42106,42106 LOSILLA (LA),2026,18,PESIMISTA
42106,42106 LOSILLA (LA),2027,18,NEUTRO
42106,42106 LOSILLA (LA),2027,18,PESIMISTA
42106,42106 LOSILLA (LA),2028,18,NEUTRO
42106,42106 LOSILLA (LA),2028,18,PESIMISTA
42106,42106 LOSILLA (LA),2029,18,NEUTRO
42106,42106 LOSILLA (LA),2029,17,PESIMISTA
42106,42106 LOSILLA (LA),2030,18,NEUTRO
42106,42106 LOSILLA (LA),2030,17,PESIMISTA
42106,42106 LOSILLA (LA),2031,18,NEUTRO
42106,42106 LOSILLA (LA),2031,17,PESIMISTA
42107,42107 MAGAÑA,2025,101,NEUTRO
42107,42107 MAGAÑA,2025,100,PESIMISTA
42107,42107 MAGAÑA,2026,100,NEUTRO
42107,42107 MAGAÑA,2026,98,PESIMISTA
42107,42107 MAGAÑA,2027,100,NEUTRO
42107,42107 MAGAÑA,2027,97,PESIMISTA
42107,42107 MAGAÑA,2028,99,NEUTRO
42107,42107 MAGAÑA,2028,95,PESIMISTA
42107,42107 MAGAÑA,2029,99,NEUTRO
42107,42107 MAGAÑA,2029,94,PESIMISTA
42107,42107 MAGAÑA,2030,98,NEUTRO
42107,42107 MAGAÑA,2030,93,PESIMISTA
42107,42107 MAGAÑA,2031,98,NEUTRO
42107,42107 MAGAÑA,2031,91,PESIMISTA
42108,42108 MAJAN,2025,22,NEUTRO
42108,42108 MAJAN,2025,21,PESIMISTA
42108,42108 MAJAN,2026,22,NEUTRO
42108,42108 MAJAN,2026,21,PESIMISTA
42108,42108 MAJAN,2027,21,NEUTRO
42108,42108 MAJAN,2027,21,PESIMISTA
42108,42108 MAJAN,2028,21,NEUTRO
42108,42108 MAJAN,2028,21,PESIMISTA
42108,42108 MAJAN,2029,21,NEUTRO
42108,42108 MAJAN,2029,20,PESIMISTA
42108,42108 MAJAN,2030,21,NEUTRO
42108,42108 MAJAN,2030,20,PESIMISTA
42108,42108 MAJAN,2031,21,NEUTRO
42108,42108 MAJAN,2031,20,PESIMISTA
42110,42110 MATALEBRERAS,2025,128,NEUTRO
42110,42110 MATALEBRERAS,2025,127,PESIMISTA
42110,42110 MATALEBRERAS,2026,127,NEUTRO
42110,42110 MATALEBRERAS,2026,125,PESIMISTA
42110,42110 MATALEBRERAS,2027,127,NEUTRO
42110,42110 MATALEBRERAS,2027,123,PESIMISTA
42110,42110 MATALEBRERAS,2028,126,NEUTRO
42110,42110 MATALEBRERAS,2028,121,PESIMISTA
42110,42110 MATALEBRERAS,2029,125,NEUTRO
42110,42110 MATALEBRERAS,2029,119,PESIMISTA
42110,42110 MATALEBRERAS,2030,125,NEUTRO
42110,42110 MATALEBRERAS,2030,118,PESIMISTA
42110,42110 MATALEBRERAS,2031,124,NEUTRO
42110,42110 MATALEBRERAS,2031,116,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2025,285,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2025,282,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2026,284,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2026,278,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2027,282,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2027,274,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2028,281,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2028,270,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2029,280,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2029,266,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2030,278,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2030,262,PESIMISTA
42111,42111 MATAMALA DE ALMAZAN,2031,277,NEUTRO
42111,42111 MATAMALA DE ALMAZAN,2031,258,PESIMISTA
42113,42113 MEDINACELI,2025,799,NEUTRO
42113,42113 MEDINACELI,2025,791,PESIMISTA
42113,42113 MEDINACELI,2026,795,NEUTRO
42113,42113 MEDINACELI,2026,779,PESIMISTA
42113,42113 MEDINACELI,2027,791,NEUTRO
42113,42113 MEDINACELI,2027,767,PESIMISTA
42113,42113 MEDINACELI,2028,787,NEUTRO
42113,42113 MEDINACELI,2028,756,PESIMISTA
42113,42113 MEDINACELI,2029,783,NEUTRO
42113,42113 MEDINACELI,2029,744,PESIMISTA
42113,42113 MEDINACELI,2030,779,NEUTRO
42113,42113 MEDINACELI,2030,733,PESIMISTA
42113,42113 MEDINACELI,2031,775,NEUTRO
42113,42113 MEDINACELI,2031,722,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2025,122,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2025,120,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2026,121,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2026,119,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2027,120,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2027,117,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2028,120,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2028,115,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2029,119,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2029,113,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2030,119,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2030,112,PESIMISTA
42115,42115 MIÑO DE MEDINACELI,2031,118,NEUTRO
42115,42115 MIÑO DE MEDINACELI,2031,110,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2025,60,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2025,59,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2026,60,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2026,58,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2027,59,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2027,58,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2028,59,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2028,57,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2029,59,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2029,56,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2030,58,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2030,55,PESIMISTA
42116,42116 MIÑO DE SAN ESTEBAN,2031,58,NEUTRO
42116,42116 MIÑO DE SAN ESTEBAN,2031,54,PESIMISTA
42117,42117 MOLINOS DE DUERO,2025,114,NEUTRO
42117,42117 MOLINOS DE DUERO,2025,113,PESIMISTA
42117,42117 MOLINOS DE DUERO,2026,114,NEUTRO
42117,42117 MOLINOS DE DUERO,2026,111,PESIMISTA
42117,42117 MOLINOS DE DUERO,2027,113,NEUTRO
42117,42117 MOLINOS DE DUERO,2027,110,PESIMISTA
42117,42117 MOLINOS DE DUERO,2028,113,NEUTRO
42117,42117 MOLINOS DE DUERO,2028,108,PESIMISTA
42117,42117 MOLINOS DE DUERO,2029,112,NEUTRO
42117,42117 MOLINOS DE DUERO,2029,107,PESIMISTA
42117,42117 MOLINOS DE DUERO,2030,111,NEUTRO
42117,42117 MOLINOS DE DUERO,2030,105,PESIMISTA
42117,42117 MOLINOS DE DUERO,2031,111,NEUTRO
42117,42117 MOLINOS DE DUERO,2031,103,PESIMISTA
42118,42118 MOMBLONA,2025,22,NEUTRO
42118,42118 MOMBLONA,2025,22,PESIMISTA
42118,42118 MOMBLONA,2026,22,NEUTRO
42118,42118 MOMBLONA,2026,22,PESIMISTA
42118,42118 MOMBLONA,2027,22,NEUTRO
42118,42118 MOMBLONA,2027,21,PESIMISTA
42118,42118 MOMBLONA,2028,22,NEUTRO
42118,42118 MOMBLONA,2028,21,PESIMISTA
42118,42118 MOMBLONA,2029,22,NEUTRO
42118,42118 MOMBLONA,2029,21,PESIMISTA
42118,42118 MOMBLONA,2030,22,NEUTRO
42118,42118 MOMBLONA,2030,21,PESIMISTA
42118,42118 MOMBLONA,2031,22,NEUTRO
42118,42118 MOMBLONA,2031,20,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2025,114,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2025,113,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2026,114,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2026,112,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2027,113,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2027,110,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2028,113,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2028,108,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2029,112,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2029,107,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2030,112,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2030,105,PESIMISTA
42119,42119 MONTEAGUDO DE LAS VICARIAS,2031,111,NEUTRO
42119,42119 MONTEAGUDO DE LAS VICARIAS,2031,103,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2025,176,NEUTRO
42120,42120 MONTEJO DE TIERMES,2025,174,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2026,175,NEUTRO
42120,42120 MONTEJO DE TIERMES,2026,171,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2027,174,NEUTRO
42120,42120 MONTEJO DE TIERMES,2027,169,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2028,173,NEUTRO
42120,42120 MONTEJO DE TIERMES,2028,166,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2029,172,NEUTRO
42120,42120 MONTEJO DE TIERMES,2029,164,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2030,171,NEUTRO
42120,42120 MONTEJO DE TIERMES,2030,161,PESIMISTA
42120,42120 MONTEJO DE TIERMES,2031,170,NEUTRO
42120,42120 MONTEJO DE TIERMES,2031,159,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2025,66,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2025,65,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2026,65,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2026,64,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2027,65,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2027,63,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2028,65,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2028,62,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2029,64,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2029,61,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2030,64,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2030,60,PESIMISTA
42121,42121 MONTENEGRO DE CAMEROS,2031,64,NEUTRO
42121,42121 MONTENEGRO DE CAMEROS,2031,59,PESIMISTA
42123,42123 MORON DE ALMAZAN,2025,153,NEUTRO
42123,42123 MORON DE ALMAZAN,2025,151,PESIMISTA
42123,42123 MORON DE ALMAZAN,2026,152,NEUTRO
42123,42123 MORON DE ALMAZAN,2026,149,PESIMISTA
42123,42123 MORON DE ALMAZAN,2027,151,NEUTRO
42123,42123 MORON DE ALMAZAN,2027,147,PESIMISTA
42123,42123 MORON DE ALMAZAN,2028,151,NEUTRO
42123,42123 MORON DE ALMAZAN,2028,145,PESIMISTA
42123,42123 MORON DE ALMAZAN,2029,150,NEUTRO
42123,42123 MORON DE ALMAZAN,2029,143,PESIMISTA
42123,42123 MORON DE ALMAZAN,2030,149,NEUTRO
42123,42123 MORON DE ALMAZAN,2030,140,PESIMISTA
42123,42123 MORON DE ALMAZAN,2031,148,NEUTRO
42123,42123 MORON DE ALMAZAN,2031,138,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2025,67,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2025,67,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2026,67,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2026,66,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2027,67,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2027,65,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2028,66,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2028,64,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2029,66,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2029,63,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2030,66,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2030,62,PESIMISTA
42124,42124 MURIEL DE LA FUENTE,2031,65,NEUTRO
42124,42124 MURIEL DE LA FUENTE,2031,61,PESIMISTA
42125,42125 MURIEL VIEJO,2025,70,NEUTRO
42125,42125 MURIEL VIEJO,2025,69,PESIMISTA
42125,42125 MURIEL VIEJO,2026,69,NEUTRO
42125,42125 MURIEL VIEJO,2026,68,PESIMISTA
42125,42125 MURIEL VIEJO,2027,69,NEUTRO
42125,42125 MURIEL VIEJO,2027,67,PESIMISTA
42125,42125 MURIEL VIEJO,2028,69,NEUTRO
42125,42125 MURIEL VIEJO,2028,66,PESIMISTA
42125,42125 MURIEL VIEJO,2029,68,NEUTRO
42125,42125 MURIEL VIEJO,2029,65,PESIMISTA
42125,42125 MURIEL VIEJO,2030,68,NEUTRO
42125,42125 MURIEL VIEJO,2030,64,PESIMISTA
42125,42125 MURIEL VIEJO,2031,68,NEUTRO
42125,42125 MURIEL VIEJO,2031,63,PESIMISTA
42127,42127 NAFRIA DE UCERO,2025,43,NEUTRO
42127,42127 NAFRIA DE UCERO,2025,43,PESIMISTA
42127,42127 NAFRIA DE UCERO,2026,43,NEUTRO
42127,42127 NAFRIA DE UCERO,2026,42,PESIMISTA
42127,42127 NAFRIA DE UCERO,2027,43,NEUTRO
42127,42127 NAFRIA DE UCERO,2027,42,PESIMISTA
42127,42127 NAFRIA DE UCERO,2028,43,NEUTRO
42127,42127 NAFRIA DE UCERO,2028,41,PESIMISTA
42127,42127 NAFRIA DE UCERO,2029,42,NEUTRO
42127,42127 NAFRIA DE UCERO,2029,40,PESIMISTA
42127,42127 NAFRIA DE UCERO,2030,42,NEUTRO
42127,42127 NAFRIA DE UCERO,2030,40,PESIMISTA
42127,42127 NAFRIA DE UCERO,2031,42,NEUTRO
42127,42127 NAFRIA DE UCERO,2031,39,PESIMISTA
42128,42128 NARROS,2025,64,NEUTRO
42128,42128 NARROS,2025,63,PESIMISTA
42128,42128 NARROS,2026,64,NEUTRO
