COD_MUNICIPIO,MUNICIPIO,FECHA,POBLACION_PROYECTADA,ESCENARIO
42045,42045 CABREJAS DEL PINAR,2029,260,PESIMISTA
42045,42045 CABREJAS DEL PINAR,2030,272,NEUTRO
42045,42045 CABREJAS DEL PINAR,2030,256,PESIMISTA
42045,42045 CABREJAS DEL PINAR,2031,271,NEUTRO
42045,42045 CABREJAS DEL PINAR,2031,253,PESIMISTA
42046,42046 CALATAÑAZOR,2025,197,NEUTRO
42046,42046 CALATAÑAZOR,2025,195,PESIMISTA
42046,42046 CALATAÑAZOR,2026,196,NEUTRO
42046,42046 CALATAÑAZOR,2026,192,PESIMISTA
42046,42046 CALATAÑAZOR,2027,195,NEUTRO
42046,42046 CALATAÑAZOR,2027,189,PESIMISTA
42046,42046 CALATAÑAZOR,2028,194,NEUTRO
42046,42046 CALATAÑAZOR,2028,186,PESIMISTA
42046,42046 CALATAÑAZOR,2029,193,NEUTRO
42046,42046 CALATAÑAZOR,2029,183,PESIMISTA
42046,42046 CALATAÑAZOR,2030,192,NEUTRO
42046,42046 CALATAÑAZOR,2030,181,PESIMISTA
42046,42046 CALATAÑAZOR,2031,191,NEUTRO
42046,42046 CALATAÑAZOR,2031,178,PESIMISTA
42048,42048 CALTOJAR,2025,71,NEUTRO
42048,42048 CALTOJAR,2025,70,PESIMISTA
42048,42048 CALTOJAR,2026,71,NEUTRO
42048,42048 CALTOJAR,2026,69,PESIMISTA
42048,42048 CALTOJAR,2027,70,NEUTRO
42048,42048 CALTOJAR,2027,68,PESIMISTA
42048,42048 CALTOJAR,2028,70,NEUTRO
42048,42048 CALTOJAR,2028,67,PESIMISTA
42048,42048 CALTOJAR,2029,70,NEUTRO
42048,42048 CALTOJAR,2029,66,PESIMISTA
42048,42048 CALTOJAR,2030,69,NEUTRO
42048,42048 CALTOJAR,2030,65,PESIMISTA
42048,42048 CALTOJAR,2031,69,NEUTRO
42048,42048 CALTOJAR,2031,64,PESIMISTA
42049,42049 CANDILICHERA,2025,115,NEUTRO
42049,42049 CANDILICHERA,2025,114,PESIMISTA
42049,42049 CANDILICHERA,2026,114,NEUTRO
42049,42049 CANDILICHERA,2026,112,PESIMISTA
42049,42049 CANDILICHERA,2027,114,NEUTRO
42049,42049 CANDILICHERA,2027,110,PESIMISTA
42049,42049 CANDILICHERA,2028,113,NEUTRO
42049,42049 CANDILICHERA,2028,109,PESIMISTA
42049,42049 CANDILICHERA,2029,112,NEUTRO
42049,42049 CANDILICHERA,2029,107,PESIMISTA
42049,42049 CANDILICHERA,2030,112,NEUTRO
42049,42049 CANDILICHERA,2030,105,PESIMISTA
42049,42049 CANDILICHERA,2031,111,NEUTRO
42049,42049 CANDILICHERA,2031,104,PESIMISTA
42050,42050 CAÑAMAQUE,2025,35,NEUTRO
42050,42050 CAÑAMAQUE,2025,34,PESIMISTA
42050,42050 CAÑAMAQUE,2026,35,NEUTRO
42050,42050 CAÑAMAQUE,2026,34,PESIMISTA
42050,42050 CAÑAMAQUE,2027,34,NEUTRO
42050,42050 CAÑAMAQUE,2027,33,PESIMISTA
42050,42050 CAÑAMAQUE,2028,34,NEUTRO
42050,42050 CAÑAMAQUE,2028,33,PESIMISTA
42050,42050 CAÑAMAQUE,2029,34,NEUTRO
42050,42050 CAÑAMAQUE,2029,32,PESIMISTA
42050,42050 CAÑAMAQUE,2030,34,NEUTRO
42050,42050 CAÑAMAQUE,2030,32,PESIMISTA
42050,42050 CAÑAMAQUE,2031,34,NEUTRO
42050,42050 CAÑAMAQUE,2031,32,PESIMISTA
42051,42051 CARABANTES,2025,25,NEUTRO
42051,42051 CARABANTES,2025,25,PESIMISTA
42051,42051 CARABANTES,2026,25,NEUTRO
42051,42051 CARABANTES,2026,25,PESIMISTA
42051,42051 CARABANTES,2027,25,NEUTRO
42051,42051 CARABANTES,2027,24,PESIMISTA
42051,42051 CARABANTES,2028,25,NEUTRO
42051,42051 CARABANTES,2028,24,PESIMISTA
42051,42051 CARABANTES,2029,25,NEUTRO
42051,42051 CARABANTES,2029,24,PESIMISTA
42051,42051 CARABANTES,2030,25,NEUTRO
42051,42051 CARABANTES,2030,23,PESIMISTA
42051,42051 CARABANTES,2031,25,NEUTRO
42051,42051 CARABANTES,2031,23,PESIMISTA
42052,42052 CARACENA,2025,32,NEUTRO
42052,42052 CARACENA,2025,32,PESIMISTA
42052,42052 CARACENA,2026,32,NEUTRO
42052,42052 CARACENA,2026,31,PESIMISTA
42052,42052 CARACENA,2027,32,NEUTRO
42052,42052 CARACENA,2027,31,PESIMISTA
42052,42052 CARACENA,2028,32,NEUTRO
42052,42052 CARACENA,2028,31,PESIMISTA
42052,42052 CARACENA,2029,32,NEUTRO
42052,42052 CARACENA,2029,30,PESIMISTA
42052,42052 CARACENA,2030,31,NEUTRO
42052,42052 CARACENA,2030,30,PESIMISTA
42052,42052 CARACENA,2031,31,NEUTRO
42052,42052 CARACENA,2031,29,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2025,31,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2025,31,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2026,31,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2026,30,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2027,31,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2027,30,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2028,31,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2028,29,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2029,31,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2029,29,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2030,30,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2030,29,PESIMISTA
42053,42053 CARRASCOSA DE ABAJO,2031,30,NEUTRO
42053,42053 CARRASCOSA DE ABAJO,2031,28,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2025,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2025,19,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2026,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2026,19,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2027,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2027,19,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2028,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2028,18,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2029,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2029,18,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2030,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2030,18,PESIMISTA
42054,42054 CARRASCOSA DE LA SIERRA,2031,19,NEUTRO
42054,42054 CARRASCOSA DE LA SIERRA,2031,18,PESIMISTA
42055,42055 CASAREJOS,2025,141,NEUTRO
42055,42055 CASAREJOS,2025,139,PESIMISTA
42055,42055 CASAREJOS,2026,140,NEUTRO
42055,42055 CASAREJOS,2026,137,PESIMISTA
42055,42055 CASAREJOS,2027,139,NEUTRO
42055,42055 CASAREJOS,2027,135,PESIMISTA
42055,42055 CASAREJOS,2028,139,NEUTRO
42055,42055 CASAREJOS,2028,133,PESIMISTA
42055,42055 CASAREJOS,2029,138,NEUTRO
42055,42055 CASAREJOS,2029,131,PESIMISTA
42055,42055 CASAREJOS,2030,137,NEUTRO
42055,42055 CASAREJOS,2030,129,PESIMISTA
42055,42055 CASAREJOS,2031,137,NEUTRO
42055,42055 CASAREJOS,2031,127,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2025,35,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2025,34,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2026,34,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2026,34,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2027,34,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2027,33,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2028,34,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2028,33,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2029,34,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2029,32,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2030,34,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2030,32,PESIMISTA
42056,42056 CASTILFRIO DE LA SIERRA,2031,34,NEUTRO
42056,42056 CASTILFRIO DE LA SIERRA,2031,31,PESIMISTA
42057,42057 CASTILRUIZ,2025,142,NEUTRO
42057,42057 CASTILRUIZ,2025,141,PESIMISTA
42057,42057 CASTILRUIZ,2026,141,NEUTRO
42057,42057 CASTILRUIZ,2026,138,PESIMISTA
42057,42057 CASTILRUIZ,2027,141,NEUTRO
42057,42057 CASTILRUIZ,2027,136,PESIMISTA
42057,42057 CASTILRUIZ,2028,140,NEUTRO
42057,42057 CASTILRUIZ,2028,134,PESIMISTA
42057,42057 CASTILRUIZ,2029,139,NEUTRO
42057,42057 CASTILRUIZ,2029,132,PESIMISTA
42057,42057 CASTILRUIZ,2030,138,NEUTRO
42057,42057 CASTILRUIZ,2030,130,PESIMISTA
42057,42057 CASTILRUIZ,2031,138,NEUTRO
42057,42057 CASTILRUIZ,2031,128,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2025,121,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2025,119,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2026,120,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2026,118,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2027,119,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2027,116,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2028,119,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2028,114,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2029,118,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2029,112,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2030,118,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2030,111,PESIMISTA
42058,42058 CASTILLEJO DE ROBLEDO,2031,117,NEUTRO
42058,42058 CASTILLEJO DE ROBLEDO,2031,109,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2025,39,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2025,38,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2026,39,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2026,38,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2027,38,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2027,37,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2028,38,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2028,37,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2029,38,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2029,36,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2030,38,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2030,36,PESIMISTA
42059,42059 CENTENERA DE ANDALUZ,2031,38,NEUTRO
42059,42059 CENTENERA DE ANDALUZ,2031,35,PESIMISTA
42060,42060 CERBON,2025,24,NEUTRO
42060,42060 CERBON,2025,24,PESIMISTA
42060,42060 CERBON,2026,24,NEUTRO
42060,42060 CERBON,2026,23,PESIMISTA
42060,42060 CERBON,2027,24,NEUTRO
42060,42060 CERBON,2027,23,PESIMISTA
42060,42060 CERBON,2028,24,NEUTRO
42060,42060 CERBON,2028,23,PESIMISTA
42060,42060 CERBON,2029,24,NEUTRO
42060,42060 CERBON,2029,22,PESIMISTA
42060,42060 CERBON,2030,23,NEUTRO
42060,42060 CERBON,2030,22,PESIMISTA
42060,42060 CERBON,2031,23,NEUTRO
42060,42060 CERBON,2031,22,PESIMISTA
42061,42061 CIDONES,2025,301,NEUTRO
42061,42061 CIDONES,2025,298,PESIMISTA
42061,42061 CIDONES,2026,299,NEUTRO
42061,42061 CIDONES,2026,293,PESIMISTA
42061,42061 CIDONES,2027,298,NEUTRO
42061,42061 CIDONES,2027,289,PESIMISTA
42061,42061 CIDONES,2028,296,NEUTRO
42061,42061 CIDONES,2028,285,PESIMISTA
42061,42061 CIDONES,2029,295,NEUTRO
42061,42061 CIDONES,2029,280,PESIMISTA
42061,42061 CIDONES,2030,294,NEUTRO
42061,42061 CIDONES,2030,276,PESIMISTA
42061,42061 CIDONES,2031,292,NEUTRO
42061,42061 CIDONES,2031,272,PESIMISTA
42062,42062 CIGUDOSA,2025,14,NEUTRO
42062,42062 CIGUDOSA,2025,14,PESIMISTA
42062,42062 CIGUDOSA,2026,14,NEUTRO
42062,42062 CIGUDOSA,2026,14,PESIMISTA
42062,42062 CIGUDOSA,2027,14,NEUTRO
42062,42062 CIGUDOSA,2027,14,PESIMISTA
42062,42062 CIGUDOSA,2028,14,NEUTRO
42062,42062 CIGUDOSA,2028,13,PESIMISTA
42062,42062 CIGUDOSA,2029,14,NEUTRO
42062,42062 CIGUDOSA,2029,13,PESIMISTA
42062,42062 CIGUDOSA,2030,14,NEUTRO
42062,42062 CIGUDOSA,2030,13,PESIMISTA
42062,42062 CIGUDOSA,2031,14,NEUTRO
42062,42062 CIGUDOSA,2031,13,PESIMISTA
42063,42063 CIHUELA,2025,88,NEUTRO
42063,42063 CIHUELA,2025,88,PESIMISTA
42063,42063 CIHUELA,2026,88,NEUTRO
42063,42063 CIHUELA,2026,86,PESIMISTA
42063,42063 CIHUELA,2027,88,NEUTRO
42063,42063 CIHUELA,2027,85,PESIMISTA
42063,42063 CIHUELA,2028,87,NEUTRO
42063,42063 CIHUELA,2028,84,PESIMISTA
42063,42063 CIHUELA,2029,87,NEUTRO
42063,42063 CIHUELA,2029,82,PESIMISTA
42063,42063 CIHUELA,2030,86,NEUTRO
42063,42063 CIHUELA,2030,81,PESIMISTA
42063,42063 CIHUELA,2031,86,NEUTRO
42063,42063 CIHUELA,2031,80,PESIMISTA
42064,42064 CIRIA,2025,75,NEUTRO
42064,42064 CIRIA,2025,74,PESIMISTA
42064,42064 CIRIA,2026,74,NEUTRO
42064,42064 CIRIA,2026,73,PESIMISTA
42064,42064 CIRIA,2027,74,NEUTRO
42064,42064 CIRIA,2027,72,PESIMISTA
42064,42064 CIRIA,2028,74,NEUTRO
42064,42064 CIRIA,2028,71,PESIMISTA
42064,42064 CIRIA,2029,73,NEUTRO
42064,42064 CIRIA,2029,70,PESIMISTA
42064,42064 CIRIA,2030,73,NEUTRO
42064,42064 CIRIA,2030,69,PESIMISTA
42064,42064 CIRIA,2031,73,NEUTRO
42064,42064 CIRIA,2031,68,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2025,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2025,21,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2026,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2026,21,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2027,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2027,20,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2028,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2028,20,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2029,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2029,20,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2030,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2030,20,PESIMISTA
42065,42065 CIRUJALES DEL RIO,2031,21,NEUTRO
42065,42065 CIRUJALES DEL RIO,2031,19,PESIMISTA
42068,42068 COSCURITA,2025,74,NEUTRO
42068,42068 COSCURITA,2025,73,PESIMISTA
42068,42068 COSCURITA,2026,73,NEUTRO
42068,42068 COSCURITA,2026,72,PESIMISTA
42068,42068 COSCURITA,2027,73,NEUTRO
42068,42068 COSCURITA,2027,71,PESIMISTA
42068,42068 COSCURITA,2028,73,NEUTRO
42068,42068 COSCURITA,2028,70,PESIMISTA
42068,42068 COSCURITA,2029,72,NEUTRO
42068,42068 COSCURITA,2029,69,PESIMISTA
42068,42068 COSCURITA,2030,72,NEUTRO
42068,42068 COSCURITA,2030,68,PESIMISTA
42068,42068 COSCURITA,2031,72,NEUTRO
42068,42068 COSCURITA,2031,67,PESIMISTA
42069,42069 COVALEDA,2025,1650,NEUTRO
42069,42069 COVALEDA,2025,1633,PESIMISTA
42069,42069 COVALEDA,2026,1641,NEUTRO
42069,42069 COVALEDA,2026,1609,PESIMISTA
42069,42069 COVALEDA,2027,1633,NEUTRO
42069,42069 COVALEDA,2027,1585,PESIMISTA
42069,42069 COVALEDA,2028,1625,NEUTRO
42069,42069 COVALEDA,2028,1561,PESIMISTA
42069,42069 COVALEDA,2029,1617,NEUTRO
42069,42069 COVALEDA,2029,1537,PESIMISTA
42069,42069 COVALEDA,2030,1609,NEUTRO
42069,42069 COVALEDA,2030,1514,PESIMISTA
42069,42069 COVALEDA,2031,1601,NEUTRO
42069,42069 COVALEDA,2031,1492,PESIMISTA
42070,42070 CUBILLA,2025,44,NEUTRO
42070,42070 CUBILLA,2025,44,PESIMISTA
42070,42070 CUBILLA,2026,44,NEUTRO
42070,42070 CUBILLA,2026,43,PESIMISTA
42070,42070 CUBILLA,2027,44,NEUTRO
42070,42070 CUBILLA,2027,43,PESIMISTA
42070,42070 CUBILLA,2028,44,NEUTRO
42070,42070 CUBILLA,2028,42,PESIMISTA
42070,42070 CUBILLA,2029,43,NEUTRO
42070,42070 CUBILLA,2029,41,PESIMISTA
42070,42070 CUBILLA,2030,43,NEUTRO
42070,42070 CUBILLA,2030,41,PESIMISTA
42070,42070 CUBILLA,2031,43,NEUTRO
42070,42070 CUBILLA,2031,40,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2025,160,NEUTRO
42071,42071 CUBO DE LA SOLANA,2025,158,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2026,159,NEUTRO
42071,42071 CUBO DE LA SOLANA,2026,156,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2027,158,NEUTRO
42071,42071 CUBO DE LA SOLANA,2027,154,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2028,157,NEUTRO
42071,42071 CUBO DE LA SOLANA,2028,151,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2029,157,NEUTRO
42071,42071 CUBO DE LA SOLANA,2029,149,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2030,156,NEUTRO
42071,42071 CUBO DE LA SOLANA,2030,147,PESIMISTA
42071,42071 CUBO DE LA SOLANA,2031,155,NEUTRO
42071,42071 CUBO DE LA SOLANA,2031,145,PESIMISTA
42073,42073 CUEVA DE AGREDA,2025,54,NEUTRO
42073,42073 CUEVA DE AGREDA,2025,54,PESIMISTA
42073,42073 CUEVA DE AGREDA,2026,54,NEUTRO
42073,42073 CUEVA DE AGREDA,2026,53,PESIMISTA
42073,42073 CUEVA DE AGREDA,2027,54,NEUTRO
42073,42073 CUEVA DE AGREDA,2027,52,PESIMISTA
42073,42073 CUEVA DE AGREDA,2028,53,NEUTRO
42073,42073 CUEVA DE AGREDA,2028,51,PESIMISTA
42073,42073 CUEVA DE AGREDA,2029,53,NEUTRO
42073,42073 CUEVA DE AGREDA,2029,50,PESIMISTA
42073,42073 CUEVA DE AGREDA,2030,53,NEUTRO
42073,42073 CUEVA DE AGREDA,2030,50,PESIMISTA
42073,42073 CUEVA DE AGREDA,2031,52,NEUTRO
42073,42073 CUEVA DE AGREDA,2031,49,PESIMISTA
42075,42075 DEVANOS,2025,42,NEUTRO
42075,42075 DEVANOS,2025,42,PESIMISTA
42075,42075 DEVANOS,2026,42,NEUTRO
42075,42075 DEVANOS,2026,41,PESIMISTA
42075,42075 DEVANOS,2027,42,NEUTRO
42075,42075 DEVANOS,2027,41,PESIMISTA
42075,42075 DEVANOS,2028,42,NEUTRO
42075,42075 DEVANOS,2028,40,PESIMISTA
42075,42075 DEVANOS,2029,42,NEUTRO
42075,42075 DEVANOS,2029,40,PESIMISTA
42075,42075 DEVANOS,2030,41,NEUTRO
42075,42075 DEVANOS,2030,39,PESIMISTA
42075,42075 DEVANOS,2031,41,NEUTRO
42075,42075 DEVANOS,2031,38,PESIMISTA
42076,42076 DEZA,2025,184,NEUTRO
42076,42076 DEZA,2025,182,PESIMISTA
42076,42076 DEZA,2026,183,NEUTRO
42076,42076 DEZA,2026,179,PESIMISTA
42076,42076 DEZA,2027,182,NEUTRO
42076,42076 DEZA,2027,177,PESIMISTA
42076,42076 DEZA,2028,181,NEUTRO
42076,42076 DEZA,2028,174,PESIMISTA
42076,42076 DEZA,2029,180,NEUTRO
42076,42076 DEZA,2029,171,PESIMISTA
42076,42076 DEZA,2030,179,NEUTRO
42076,42076 DEZA,2030,169,PESIMISTA
42076,42076 DEZA,2031,178,NEUTRO
42076,42076 DEZA,2031,166,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2025,952,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2025,942,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2026,947,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2026,928,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2027,943,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2027,914,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2028,938,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2028,901,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2029,933,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2029,887,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2030,929,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2030,874,PESIMISTA
42078,42078 DURUELO DE LA SIERRA,2031,924,NEUTRO
42078,42078 DURUELO DE LA SIERRA,2031,861,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2025,27,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2025,27,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2026,27,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2026,26,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2027,27,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2027,26,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2028,27,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2028,26,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2029,26,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2029,25,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2030,26,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2030,25,PESIMISTA
42079,42079 ESCOBOSA DE ALMAZAN,2031,26,NEUTRO
42079,42079 ESCOBOSA DE ALMAZAN,2031,24,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2025,211,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2025,209,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2026,210,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2026,206,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2027,209,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2027,203,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2028,208,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2028,200,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2029,207,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2029,197,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2030,206,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2030,194,PESIMISTA
42080,42080 ESPEJA DE SAN MARCELINO,2031,205,NEUTRO
42080,42080 ESPEJA DE SAN MARCELINO,2031,191,PESIMISTA
42081,42081 ESPEJON,2025,198,NEUTRO
42081,42081 ESPEJON,2025,196,PESIMISTA
42081,42081 ESPEJON,2026,197,NEUTRO
42081,42081 ESPEJON,2026,193,PESIMISTA
42081,42081 ESPEJON,2027,196,NEUTRO
42081,42081 ESPEJON,2027,190,PESIMISTA
42081,42081 ESPEJON,2028,195,NEUTRO
42081,42081 ESPEJON,2028,187,PESIMISTA
42081,42081 ESPEJON,2029,194,NEUTRO
42081,42081 ESPEJON,2029,185,PESIMISTA
42081,42081 ESPEJON,2030,193,NEUTRO
42081,42081 ESPEJON,2030,182,PESIMISTA
42081,42081 ESPEJON,2031,192,NEUTRO
42081,42081 ESPEJON,2031,179,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2025,12,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2025,12,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2026,12,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2026,12,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2027,12,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2027,11,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2028,12,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2028,11,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2029,12,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2029,11,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2030,12,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2030,11,PESIMISTA
42082,42082 ESTEPA DE SAN JUAN,2031,11,NEUTRO
42082,42082 ESTEPA DE SAN JUAN,2031,11,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2025,65,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2025,64,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2026,65,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2026,63,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2027,64,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2027,62,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2028,64,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2028,61,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2029,64,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2029,61,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2030,63,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2030,60,PESIMISTA
42083,42083 FRECHILLA DE ALMAZAN,2031,63,NEUTRO
42083,42083 FRECHILLA DE ALMAZAN,2031,59,PESIMISTA
42084,42084 FRESNO DE CARACENA,2025,24,NEUTRO
42084,42084 FRESNO DE CARACENA,2025,24,PESIMISTA
42084,42084 FRESNO DE CARACENA,2026,24,NEUTRO
42084,42084 FRESNO DE CARACENA,2026,23,PESIMISTA
42084,42084 FRESNO DE CARACENA,2027,24,NEUTRO
42084,42084 FRESNO DE CARACENA,2027,23,PESIMISTA
42084,42084 FRESNO DE CARACENA,2028,24,NEUTRO
42084,42084 FRESNO DE CARACENA,2028,23,PESIMISTA
42084,42084 FRESNO DE CARACENA,2029,24,NEUTRO
42084,42084 FRESNO DE CARACENA,2029,22,PESIMISTA
42084,42084 FRESNO DE CARACENA,2030,23,NEUTRO
42084,42084 FRESNO DE CARACENA,2030,22,PESIMISTA
42084,42084 FRESNO DE CARACENA,2031,23,NEUTRO
42084,42084 FRESNO DE CARACENA,2031,22,PESIMISTA
42085,42085 FUENTEARMEGIL,2025,158,NEUTRO
42085,42085 FUENTEARMEGIL,2025,156,PESIMISTA
