" Datos Básicos  - Consultorios"
"Datos de: INDICADOR=CONSULTORIOS"
"FAMILIA INDICADOR",,"SANIDAD",
"INDICADOR",,"CONSULTORIOS",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"24197 VEGA DE INFANZONES",          38,
,"24198 VEGA DE VALCARCE",          19,
,"24199 VEGAQUEMADA",          38,
,"24201 VEGAS DEL CONDADO",         219,
,"24202 VILLABLINO",          76,
,"24203 VILLABRAZ",          38,
,"24205 VILLADANGOS DEL PARAMO",          57,
,"24206 TORAL DE LOS VADOS",          38,
,"24207 VILLADEMOR DE LA VEGA",          19,
,"24209 VILLAFRANCA DEL BIERZO",          14,
,"24210 VILLAGATON",         174,
,"24211 VILLAMANDOS",          38,
,"24212 VILLAMAÑAN",          70,
,"24213 VILLAMARTIN DE DON SANCHO",          19,
,"24214 VILLAMEJIL",          98,
,"24215 VILLAMOL",          57,
,"24216 VILLAMONTAN DE LA VALDUERNA",         133,
,"24217 VILLAMORATIEL DE LAS MATAS",          38,
,"24218 VILLANUEVA DE LAS MANZANAS",          76,
,"24219 VILLAOBISPO DE OTERO",          76,
,"24221 VILLAQUEJIDA",          38,
,"24222 VILLAQUILAMBRE",         130,
,"24223 VILLAREJO DE ORBIGO",          76,
,"24224 VILLARES DE ORBIGO",          57,
,"24225 VILLASABARIEGO",         194,
,"24226 VILLASELAN",         110,
,"24227 VILLATURIEL",         251,
,"24228 VILLAZALA",         114,
,"24229 VILLAZANZO DE VALDERADUEY",         152,
,"24230 ZOTES DEL PARAMO",          57,
,"24901 VILLAMANIN",          93,
,"24902 VILLAORNATE Y CASTRO",          38,
,"34001 ABARCA DE CAMPOS",          19,
,"34003 ABIA DE LAS TORRES",          19,
,"34004 AGUILAR DE CAMPOO",         100,
,"34005 ALAR DEL REY",          60,
,"34006 ALBA DE CERRATO",          19,
,"34009 AMAYUELAS DE ARRIBA",          17,
,"34010 AMPUDIA",          32,
,"34011 AMUSCO",          38,
,"34012 ANTIGÜEDAD",          19,
,"34015 ARCONADA",          19,
,"34017 ASTUDILLO",          19,
,"34018 AUTILLA DEL PINO",          19,
,"34019 AUTILLO DE CAMPOS",          18,
,"34020 AYUELA",          19,
,"34022 BALTANAS",          19,
,"34024 BAQUERIN DE CAMPOS",          19,
,"34025 BARCENA DE CAMPOS",          19,
,"34027 BARRUELO DE SANTULLAN",          36,
,"34028 BASCONES DE OJEDA",          19,
,"34029 BECERRIL DE CAMPOS",          19,
,"34031 BELMONTE DE CAMPOS",          16,
,"34032 BERZOSILLA",          36,
,"34033 BOADA DE CAMPOS",          12,
,"34034 BOADILLA DEL CAMINO",          19,
,"34035 BOADILLA DE RIOSECO",          19,
,"34036 BRAÑOSERA",          57,
,"34037 BUENAVISTA DE VALDAVIA",          90,
,"34038 BUSTILLO DE LA VEGA",          38,
,"34039 BUSTILLO DEL PARAMO DE CARRION",          19,
,"34041 CALAHORRA DE BOEDO",          19,
,"34042 CALZADA DE LOS MOLINOS",          19,
,"34045 CAPILLAS",          19,
,"34046 CARDEÑOSA DE VOLPEJERA",          19,
,"34047 CARRION DE LOS CONDES",          19,
,"34048 CASTIL DE VELA",          19,
,"34049 CASTREJON DE LA PEÑA",          95,
,"34050 CASTRILLO DE DON JUAN",          19,
,"34051 CASTRILLO DE ONIELO",          19,
,"34052 CASTRILLO DE VILLAVEGA",          19,
,"34053 CASTROMOCHO",          19,
,"34055 CERVATOS DE LA CUEZA",          57,
,"34056 CERVERA DE PISUERGA",         122,
,"34057 CEVICO DE LA TORRE",          19,
,"34058 CEVICO NAVERO",          19,
,"34059 CISNEROS",          19,
,"34060 COBOS DE CERRATO",          19,
,"34061 COLLAZOS DE BOEDO",          38,
,"34062 CONGOSTO DE VALDAVIA",          38,
,"34063 CORDOVILLA LA REAL",          19,
,"34066 CUBILLAS DE CERRATO",          19,
,"34067 DEHESA DE MONTEJO",          70,
,"34068 DEHESA DE ROMANOS",          19,
,"34069 DUEÑAS",          19,
,"34070 ESPINOSA DE CERRATO",          19,
,"34071 ESPINOSA DE VILLAGONZALO",          19,
,"34072 FRECHILLA",          19,
,"34073 FRESNO DEL RIO",          19,
,"34076 FUENTES DE NAVA",          19,
,"34077 FUENTES DE VALDEPERO",          19,
,"34079 GRIJOTA",          19,
,"34081 GUAZA DE CAMPOS",          19,
,"34082 HERMEDES DE CERRATO",          19,
,"34083 HERRERA DE PISUERGA",          61,
,"34084 HERRERA DE VALDECAÑAS",          19,
,"34086 HONTORIA DE CERRATO",          19,
,"34087 HORNILLOS DE CERRATO",          19,
,"34088 HUSILLOS",          19,
,"34089 ITERO DE LA VEGA",          19,
,"34091 LAGARTOS",          57,
,"34092 LANTADILLA",          19,
,"34093 VID DE OJEDA (LA)",          19,
,"34094 LEDIGOS",          19,
,"34096 LOMAS",          19,
,"34098 MAGAZ DE PISUERGA",          19,
,"34099 MANQUILLOS",          19,
,"34100 MANTINOS",          19,
,"34101 MARCILLA DE CAMPOS",          19,
,"34102 MAZARIEGOS",          19,
,"34103 MAZUECOS DE VALDEGINATE",          19,
,"34104 MELGAR DE YUSO",          19,
,"34106 MENESES DE CAMPOS",          19,
,"34107 MICIECES DE OJEDA",          38,
,"34108 MONZON DE CAMPOS",          38,
,"34109 MORATINOS",          38,
,"34110 MUDA",          19,
,"34112 NOGAL DE LAS HUERTAS",          19,
,"34113 OLEA DE BOEDO",          19,
,"34114 OLMOS DE OJEDA",         128,
,"34116 OSORNILLO",          19,
,"34120 PALENCIA",          19,
,"34121 PALENZUELA",          19,
,"34122 PARAMO DE BOEDO",          54,
,"34124 PAYO DE OJEDA",          19,
,"34125 PEDRAZA DE CAMPOS",          19,
,"34126 PEDROSA DE LA VEGA",          76,
,"34127 PERALES",          38,
,"34129 PINO DEL RIO",          38,
,"34130 PIÑA DE CAMPOS",          19,
,"34131 POBLACION DE ARROYO",          39,
,"34132 POBLACION DE CAMPOS",          19,
,"34133 POBLACION DE CERRATO",          19,
,"34134 POLENTINOS",          19,
,"34135 POMAR DE VALDIVIA",          38,
,"34136 POZA DE LA VEGA",          19,
,"34137 POZO DE URAMA",          19,
,"34139 PRADANOS DE OJEDA",          19,
,"34140 PUEBLA DE VALDAVIA (LA)",          37,
,"34141 QUINTANA DEL PUENTE",          19,
,"34143 QUINTANILLA DE ONSOÑA",          64,
,"34146 REINOSO DE CERRATO",          19,
,"34147 RENEDO DE LA VEGA",          76,
,"34149 REQUENA DE CAMPOS",          19,
,"34151 RESPENDA DE LA PEÑA",          80,
,"34152 REVENGA DE CAMPOS",          19,
,"34154 REVILLA DE COLLAZOS",          19,
,"34155 RIBAS DE CAMPOS",          19,
,"34156 RIBEROS DE LA CUEZA",          19,
,"34157 SALDAÑA",         113,
,"34158 SALINAS DE PISUERGA",          19,
,"34159 SAN CEBRIAN DE CAMPOS",          19,
,"34160 SAN CEBRIAN DE MUDA",          19,
,"34161 SAN CRISTOBAL DE BOEDO",          19,
,"34163 SAN MAMES DE CAMPOS",          19,
,"34165 SAN ROMAN DE LA CUBA",          19,
,"34167 SANTA CECILIA DEL ALCOR",          19,
,"34168 SANTA CRUZ DE BOEDO",          38,
,"34169 SANTERVAS DE LA VEGA",          57,
,"34170 SANTIBAÑEZ DE ECLA",          38,
,"34171 SANTIBAÑEZ DE LA PEÑA",         109,
,"34174 SANTOYO",          19,
,"34175 SERNA (LA)",          19,
,"34176 SOTOBAÑADO Y PRIORATO",          37,
,"34177 SOTO DE CERRATO",          19,
,"34178 TABANERA DE CERRATO",          19,
,"34179 TABANERA DE VALDAVIA",          19,
,"34180 TAMARA DE CAMPOS",          19,
,"34181 TARIEGO DE CERRATO",          19,
,"34184 TORREMORMOJON",          19,
,"34185 TRIOLLO",          35,
,"34186 VALBUENA DE PISUERGA",          19,
,"34189 VALDEOLMILLOS",          19,
,"34190 VALDERRABANO",          38,
,"34192 VALDE-UCIEZA",          59,
,"34196 VALLE DE CERRATO",          19,
,"34199 VELILLA DEL RIO CARRION",          90,
,"34201 VERTAVILLO",          19,
,"34202 VILLABASTA DE VALDAVIA",          19,
,"34204 VILLACIDALER",          19,
,"34205 VILLACONANCIO",          19,
,"34206 VILLADA",          19,
,"34208 VILLAELES DE VALDAVIA",          19,
,"34210 VILLAHAN",          19,
,"34211 VILLAHERREROS",          19,
,"34213 VILLALACO",          19,
,"34214 VILLALBA DE GUARDO",          19,
,"34215 VILLALCAZAR DE SIRGA",          19,
,"34216 VILLALCON",          19,
,"34217 VILLALOBON",          19,
,"34218 VILLALUENGA DE LA VEGA",          76,
,"34220 VILLAMARTIN DE CAMPOS",          19,
,"34221 VILLAMEDIANA",          19,
,"34222 VILLAMERIEL",          58,
,"34223 VILLAMORONTA",          19,
,"34224 VILLAMUERA DE LA CUEZA",          19,
,"34227 VILLANUEVA DEL REBOLLAR",          19,
,"34228 VILLANUÑO DE VALDAVIA",          38,
,"34229 VILLAPROVEDO",          19,
,"34230 VILLARMENTERO DE CAMPOS",           5,
,"34231 VILLARRABE",          76,
,"34233 VILLASARRACINO",          19,
,"34234 VILLASILA DE VALDAVIA",          38,
,"34236 VILLATURDE",          76,
,"34237 VILLAUMBRALES",          38,
,"34238 VILLAVIUDAS",          19,
,"34240 VILLERIAS DE CAMPOS",          19,
,"34241 VILLODRE",          19,
,"34242 VILLODRIGO",          19,
,"34243 VILLOLDO",          38,
,"34245 VILLOTA DEL PARAMO",          76,
,"34246 VILLOVIECO",          19,
,"34901 OSORNO LA MAYOR",          57,
,"34902 VALLE DEL RETORTILLO",          81,
,"34903 LOMA DE UCIEZA",          83,
,"34904 PERNIA (LA)",          19,
,"37001 ABUSEJO",          19,
,"37002 AGALLAS",          47,
,"37003 AHIGAL DE LOS ACEITEROS",          28,
,"37004 AHIGAL DE VILLARINO",          16,
,"37005 ALAMEDA DE GARDON (LA)",          28,
,"37006 ALAMEDILLA (LA)",          19,
,"37007 ALARAZ",          28,
,"37008 ALBA DE TORMES",          15,
,"37009 ALBA DE YELTES",          28,
,"37011 ALBERGUERIA DE ARGAÑAN (LA)",          19,
,"37012 ALCONADA",          19,
,"37013 ALDEACIPRESTE",          36,
,"37015 ALDEA DEL OBISPO",          38,
,"37016 ALDEALENGUA",          19,
,"37017 ALDEANUEVA DE FIGUEROA",          19,
,"37018 ALDEANUEVA DE LA SIERRA",          19,
,"37019 ALDEARRODRIGO",          19,
,"37020 ALDEARRUBIA",          19,
,"37021 ALDEASECA DE ALBA",          19,
,"37022 ALDEASECA DE LA FRONTERA",          19,
,"37023 ALDEATEJADA",          21,
,"37024 ALDEAVIEJA DE TORMES",          19,
,"37025 ALDEHUELA DE LA BOVEDA",          19,
,"37026 ALDEHUELA DE YELTES",          19,
,"37027 ALMENARA DE TORMES",          19,
,"37028 ALMENDRA",          19,
,"37029 ANAYA DE ALBA",          36,
,"37030 AÑOVER DE TORMES",          19,
,"37031 ARABAYONA DE MOGICA",          19,
,"37032 ARAPILES",          33,
,"37033 ARCEDIANO",          19,
,"37034 ARCO (EL)",          19,
,"37035 ARMENTEROS",          60,
,"37036 SAN MIGUEL DEL ROBLEDO",          19,
,"37037 ATALAYA (LA)",          19,
,"37038 BABILAFUENTE",          19,
,"37039 BAÑOBAREZ",          19,
,"37040 BARBADILLO",          19,
,"37041 BARBALOS",          38,
,"37042 BARCEO",          38,
,"37044 BARRUECOPARDO",          17,
,"37045 BASTIDA (LA)",          19,
,"37046 BEJAR",          38,
,"37047 BELEÑA",          19,
,"37049 BERMELLAR",          19,
,"37050 BERROCAL DE HUEBRA",          19,
,"37051 BERROCAL DE SALVATIERRA",          19,
,"37052 BOADA",          20,
,"37054 BODON (EL)",          19,
,"37055 BOGAJO",          19,
,"37056 BOUZA (LA)",          19,
,"37057 BOVEDA DEL RIO ALMAR",          19,
,"37058 BRINCONES",          19,
,"37059 BUENAMADRE",          19,
,"37060 BUENAVISTA",          19,
,"37061 CABACO (EL)",          19,
,"37062 CABEZABELLOSA DE LA CALZADA",          19,
,"37063 CABEZA DE BEJAR (LA)",          19,
,"37065 CABEZA DEL CABALLO",          38,
,"37067 CABRERIZOS",          19,
,"37068 CABRILLAS",          19,
,"37069 CALVARRASA DE ABAJO",          36,
,"37070 CALVARRASA DE ARRIBA",          19,
,"37071 CALZADA DE BEJAR (LA)",          19,
,"37072 CALZADA DE DON DIEGO",          19,
,"37074 CAMPILLO DE AZABA",          19,
,"37077 CAMPO DE PEÑARANDA (EL)",          19,
,"37078 CANDELARIO",          19,
,"37079 CANILLAS DE ABAJO",          17,
,"37080 CANTAGALLO",          19,
,"37082 CANTALPINO",          19,
,"37083 CANTARACILLO",          19,
,"37085 CARBAJOSA DE LA SAGRADA",          19,
,"37086 CARPIO DE AZABA",          19,
,"37087 CARRASCAL DE BARREGAS",          24,
,"37088 CARRASCAL DEL OBISPO",          19,
,"37089 CASAFRANCA",          19,
,"37090 CASAS DEL CONDE (LAS)",          19,
,"37091 CASILLAS DE FLORES",          19,
,"37092 CASTELLANOS DE MORISCOS",          19,
,"37096 CASTILLEJO DE MARTIN VIEJO",          19,
,"37097 CASTRAZ",          19,
,"37098 CEPEDA",          19,
,"37099 CERECEDA DE LA SIERRA",          19,
,"37100 CEREZAL DE PEÑAHORCADA",          19,
,"37101 CERRALBO",          19,
,"37102 CERRO (EL)",          25,
,"37103 CESPEDOSA DE TORMES",          19,
,"37104 CILLEROS DE LA BASTIDA",          19,
,"37106 CIPEREZ",          51,
,"37107 CIUDAD RODRIGO",          19,
,"37108 COCA DE ALBA",          19,
,"37109 COLMENAR DE MONTEMAYOR",          19,
,"37110 CORDOVILLA",          19,
,"37112 CRISTOBAL",          19,
,"37113 CUBO DE DON SANCHO (EL)",          16,
,"37114 CHAGARCIA MEDIANERO",          19,
,"37115 DIOS LE GUARDE",          19,
,"37116 DOÑINOS DE LEDESMA",          16,
,"37117 DOÑINOS DE SALAMANCA",          19,
,"37118 EJEME",          38,
,"37119 ENCINA (LA)",          19,
,"37120 ENCINA DE SAN SILVESTRE",          19,
,"37121 ENCINAS DE ABAJO",          27,
,"37122 ENCINAS DE ARRIBA",          19,
,"37123 ENCINASOLA DE LOS COMENDADORES",          35,
,"37124 ENDRINAL",          38,
,"37125 ESCURIAL DE LA SIERRA",          19,
,"37126 ESPADAÑA",          19,
,"37127 ESPEJA",          19,
,"37128 ESPINO DE LA ORBADA",          19,
,"37129 FLORIDA DE LIEBANA",          19,
,"37130 FORFOLEDA",          19,
,"37131 FRADES DE LA SIERRA",          19,
,"37132 FREGENEDA (LA)",          19,
,"37133 FRESNEDOSO",          19,
,"37134 FRESNO ALHANDIGA",          19,
,"37135 FUENTE DE SAN ESTEBAN (LA)",          57,
,"37137 FUENTELIANTE",          19,
,"37138 FUENTERROBLE DE SALVATIERRA",          19,
,"37139 FUENTES DE BEJAR",          19,
,"37141 GAJATES",          20,
,"37142 GALINDO Y PERAHUY",          20,
,"37143 GALINDUSTE",          19,
,"37144 GALISANCHO",          57,
,"37145 GALLEGOS DE ARGAÑAN",          19,
,"37146 GALLEGOS DE SOLMIRON",          19,
,"37147 GARCIBUEY",          19,
,"37148 GARCIHERNANDEZ",          38,
,"37149 GARCIRREY",           2,
,"37150 GEJUELO DEL BARRO",          19,
,"37151 GOLPEJAS",          19,
,"37152 GOMECELLO",          19,
,"37154 GUADRAMIRO",          19,
,"37155 GUIJO DE AVILA",          19,
,"37156 GUIJUELO",          57,
,"37157 HERGUIJUELA DE CIUDAD RODRIGO",          38,
,"37158 HERGUIJUELA DE LA SIERRA",          38,
,"37159 HERGUIJUELA DEL CAMPO",          31,
,"37160 HINOJOSA DE DUERO",          19,
,"37161 HORCAJO DE MONTEMAYOR",          19,
,"37162 HORCAJO MEDIANERO",          36,
,"37163 HOYA (LA)",          19,
,"37164 HUERTA",          10,
,"37165 IRUELOS",          19,
,"37166 ITUERO DE AZABA",          19,
,"37167 JUZBADO",          19,
,"37168 LAGUNILLA",          19,
,"37169 LARRODRIGO",          19,
,"37170 LEDESMA",          23,
,"37171 LEDRADA",          19,
,"37174 MACOTERA",          19,
,"37175 MACHACON",          27,
,"37176 MADROÑAL",          19,
,"37177 MAILLO (EL)",          19,
,"37178 MALPARTIDA",          19,
,"37179 MANCERA DE ABAJO",          19,
,"37180 MANZANO (EL)",          19,
,"37181 MARTIAGO",          19,
,"37182 MARTINAMOR",          19,
,"37183 MARTIN DE YELTES",          19,
,"37184 MASUECO",          19,
,"37185 CASTELLANOS DE VILLIQUERA",          54,
,"37186 MATA DE LEDESMA (LA)",          19,
,"37187 MATILLA DE LOS CAÑOS DEL RIO",           2,
,"37188 MAYA (LA)",          19,
,"37189 MEMBRIBE DE LA SIERRA",          19,
,"37190 MIEZA",          19,
,"37191 MILANO (EL)",          19,
,"37192 MIRANDA DE AZAN",          19,
,"37194 MOGARRAZ",          19,
,"37195 MOLINILLO",          19,
,"37196 MONFORTE DE LA SIERRA",          19,
,"37197 MONLEON",          19,
,"37198 MONLERAS",          19,
,"37199 MONSAGRO",          19,
,"37200 MONTEJO",          19,
,"37201 MONTEMAYOR DEL RIO",          19,
,"37202 MONTERRUBIO DE ARMUÑA",          19,
,"37203 MONTERRUBIO DE LA SIERRA",          19,
,"37204 MORASVERDES",          19,
,"37205 MORILLE",          19,
,"37206 MORIÑIGO",          19,
,"37207 MORISCOS",          19,
,"37208 MORONTA",          36,
,"37209 MOZARBEZ",          19,
,"37211 NARROS DE MATALAYEGUA",          35,
,"37212 NAVACARROS",          19,
,"37213 NAVA DE BEJAR",          19,
,"37214 NAVA DE FRANCIA",          19,
,"37215 NAVA DE SOTROBAL",          19,
,"37216 NAVALES",          19,
,"37217 NAVALMORAL DE BEJAR",          19,
,"37218 NAVAMORALES",          19,
,"37219 NAVARREDONDA DE LA RINCONADA",          19,
,"37221 NAVASFRIAS",          19,
,"37222 NEGRILLA DE PALENCIA",          19,
,"37223 OLMEDO DE CAMACES",          19,
,"37224 ORBADA (LA)",          38,
,"37225 PAJARES DE LA LAGUNA",          19,
,"37226 PALACIOS DEL ARZOBISPO",          19,
,"37228 PALACIOSRUBIOS",          19,
,"37229 PALENCIA DE NEGRILLA",          19,
,"37230 PARADA DE ARRIBA",          19,
,"37231 PARADA DE RUBIALES",          19,
,"37232 PARADINAS DE SAN JUAN",          19,
,"37233 PASTORES",          19,
,"37234 PAYO (EL)",          19,
,"37235 PEDRAZA DE ALBA",          19,
,"37236 PEDROSILLO DE ALBA",          21,
,"37237 PEDROSILLO DE LOS AIRES",          39,
,"37238 PEDROSILLO EL RALO",           4,
,"37239 PEDROSO DE LA ARMUÑA (EL)",          19,
,"37240 PELABRAVO",          27,
,"37241 PELARRODRIGUEZ",          19,
,"37242 PELAYOS",          19,
,"37243 PEÑA (LA)",          19,
,"37244 PEÑACABALLERA",          19,
,"37245 PEÑAPARDA",          19,
,"37247 PEÑARANDILLA",          19,
,"37248 PERALEJOS DE ABAJO",          19,
,"37249 PERALEJOS DE ARRIBA",          19,
,"37250 PEREÑA DE LA RIBERA",          19,
,"37251 PEROMINGO",          19,
,"37252 PINEDAS",          19,
,"37253 PINO DE TORMES (EL)",          19,
,"37254 PITIEGUA",          19,
,"37255 PIZARRAL",          19,
,"37256 POVEDA DE LAS CINTAS",          19,
,"37257 POZOS DE HINOJO",          38,
,"37258 PUEBLA DE AZABA",          37,
,"37259 PUEBLA DE SAN MEDEL",          37,
,"37260 PUEBLA DE YELTES",          19,
,"37261 PUENTE DEL CONGOSTO",          38,
,"37262 PUERTAS",          65,
,"37263 PUERTO DE BEJAR",          19,
,"37264 PUERTO SEGURO",          19,
,"37265 RAGAMA",          19,
,"37266 REDONDA (LA)",          19,
,"37267 RETORTILLO",          19,
,"37268 RINCONADA DE LA SIERRA (LA)",          19,
,"37270 ROBLIZA DE COJOS",          19,
,"37271 ROLLAN",          19,
,"37272 SAELICES EL CHICO",          19,
,"37273 SAGRADA (LA)",          38,
,"37275 SALDEANA",          19,
,"37276 SALMORAL",          19,
,"37277 SALVATIERRA DE TORMES",          16,
,"37278 SAN CRISTOBAL DE LA CUESTA",          19,
,"37279 SANCTI-SPIRITUS",          19,
,"37280 SANCHON DE LA RIBERA",          35,
,"37281 SANCHON DE LA SAGRADA",          19,
,"37282 SANCHOTELLO",          19,
,"37283 SANDO",          21,
,"37284 SAN ESTEBAN DE LA SIERRA",          19,
,"37285 SAN FELICES DE LOS GALLEGOS",          19,
,"37286 SAN MARTIN DEL CASTAÑAR",          19,
,"37287 SAN MIGUEL DE VALERO",          19,
,"37288 SAN MORALES",          19,
,"37289 SAN MUÑOZ",          19,
,"37290 SAN PEDRO DEL VALLE",          33,
,"37291 SAN PEDRO DE ROZADOS",          20,
,"37292 SAN PELAYO DE GUAREÑA",          19,
,"37293 SANTA MARIA DE SANDO",          19,
,"37296 SANTIAGO DE LA PUEBLA",          19,
,"37297 SANTIBAÑEZ DE BEJAR",          19,
,"37298 SANTIBAÑEZ DE LA SIERRA",          38,
,"37299 SANTIZ",          19,
,"37300 SANTOS (LOS)",          24,
,"37301 SARDON DE LOS FRAILES",          19,
,"37302 SAUCELLE",          20,
,"37303 SAHUGO (EL)",          19,
,"37304 SEPULCRO-HILARIO",          19,
,"37305 SEQUEROS",          19,
,"37306 SERRADILLA DEL ARROYO",          34,
,"37307 SERRADILLA DEL LLANO",          19,
,"37309 SIERPE (LA)",          19,
,"37310 SIETEIGLESIAS DE TORMES",          19,
,"37311 SOBRADILLO",          19,
,"37312 SORIHUELA",          19,
,"37313 SOTOSERRANO",          19,
,"37314 TABERA DE ABAJO",          19,
,"37315 TALA (LA)",          19,
,"37317 TARAZONA DE GUAREÑA",          19,
,"37318 TARDAGUILA",          19,
,"37319 TEJADO (EL)",          19,
,"37320 TEJEDA Y SEGOYUELA",          19,
,"37321 TENEBRON",          21,
,"37322 TERRADILLOS",          36,
,"37323 TOPAS",          19,
,"37324 TORDILLOS",          19,
,"37325 TORNADIZO (EL)",          19,
,"37327 TORRESMENUDAS",          19,
,"37328 TRABANCA",          19,
,"37329 TREMEDAL DE TORMES",          19,
,"37330 VALDECARROS",          19,
,"37331 VALDEFUENTES DE SANGUSIN",          19,
,"37332 VALDEHIJADEROS",          19,
,"37333 VALDELACASA",          19,
,"37334 VALDELAGEVE",          19,
,"37335 VALDELOSA",          19,
,"37336 VALDEMIERQUE",          19,
,"37337 VALDERRODRIGO",          19,
,"37338 VALDUNCIEL",          19,
,"37339 VALERO",          19,
,"37340 VALSALABROSO",          38,
,"37341 VALVERDE DE VALDELACASA",          19,
,"37342 VALVERDON",          19,
,"37343 VALLEJERA DE RIOFRIO",          19,
,"37344 VECINOS",          35,
,"37345 VEGA DE TIRADOS",          22,
,"37346 VEGUILLAS (LAS)",          19,
,"37347 VELLES (LA)",          16,
,"37348 VENTOSA DEL RIO ALMAR",          19,
,"37349 VIDOLA (LA)",          19,
,"37350 VILVESTRE",          19,
,"37351 VILLAFLORES",          19,
,"37352 VILLAGONZALO DE TORMES",          27,
,"37353 VILLALBA DE LOS LLANOS",          19,
,"37354 VILLAMAYOR",          19,
,"37355 VILLANUEVA DEL CONDE",          19,
,"37356 VILLAR DE ARGAÑAN",          51,
,"37357 VILLAR DE CIERVO",          19,
,"37358 VILLAR DE GALLIMAZO",          19,
,"37359 VILLAR DE LA YEGUA",          57,
,"37360 VILLAR DE PERALONSO",          19,
,"37361 VILLAR DE SAMANIEGO",          38,
,"37362 VILLARES DE LA REINA",          21,
,"37363 VILLARES DE YELTES",          19,
,"37364 VILLARINO DE LOS AIRES",          38,
,"37365 VILLARMAYOR",          19,
,"37366 VILLARMUERTO",          32,
,"37367 VILLASBUENAS",          38,
,"37368 VILLASDARDO",          18,
,"37369 VILLASECO DE LOS GAMITOS",          19,
,"37370 VILLASECO DE LOS REYES",          57,
,"37371 VILLASRUBIAS",          19,
,"37372 VILLAVERDE DE GUAREÑA",          23,
,"37373 VILLAVIEJA DE YELTES",          19,
,"37375 VILLORUELA",          19,
,"37376 VITIGUDINO",          13,
,"37377 YECLA DE YELTES",          35,
,"37378 ZAMARRA",          32,
,"37379 ZAMAYON",          19,
,"37380 ZARAPICOS",          19,
,"37381 ZARZA DE PUMAREDA (LA)",          19,
,"37382 ZORITA DE LA FRONTERA",          19,
,"40001 ABADES",          19,
,"40002 ADRADA DE PIRON",          19,
,"40003 ADRADOS",          19,
,"40004 AGUILAFUENTE",          16,
,"40005 ALCONADA DE MADERUELO",          22,
,"40006 ALDEALCORVO",          19,
,"40007 ALDEALENGUA DE PEDRAZA",          21,
,"40008 ALDEALENGUA DE SANTA MARIA",          19,
,"40009 ALDEANUEVA DE LA SERREZUELA",          19,
,"40010 ALDEANUEVA DEL CODONAL",          19,
,"40012 ALDEA REAL",          19,
,"40013 ALDEASOÑA",          19,
,"40014 ALDEHORNO",          21,
,"40015 ALDEHUELA DEL CODONAL",          19,
,"40016 ALDEONTE",          38,
,"40017 ANAYA",          19,
,"40018 AÑE",          19,
,"40019 ARAHUETES",          32,
,"40020 ARCONES",          34,
,"40021 AREVALILLO DE CEGA",          19,
,"40022 ARMUÑA",          38,
,"40024 AYLLON",         130,
,"40025 BARBOLLA",          19,
,"40026 BASARDILLA",          19,
,"40028 BERCIAL",          16,
,"40029 BERCIMUEL",          19,
,"40030 BERNARDOS",          19,
,"40031 BERNUY DE PORREROS",          19,
,"40032 BOCEGUILLAS",          16,
,"40033 BRIEVA",          20,
,"40034 CABALLAR",          19,
,"40035 CABAÑAS DE POLENDOS",          38,
,"40036 CABEZUELA",          19,
,"40037 CALABAZAS DE FUENTIDUEÑA",          19,
,"40039 CAMPO DE SAN PEDRO",          57,
,"40040 CANTALEJO",          38,
,"40041 CANTIMPALOS",          19,
,"40044 CARRASCAL DEL RIO",          19,
,"40045 CASLA",          19,
,"40046 CASTILLEJO DE MESLEON",          22,
,"40047 CASTRO DE FUENTIDUEÑA",          19,
,"40048 CASTROJIMENO",          19,
,"40049 CASTROSERNA DE ABAJO",          19,
,"40051 CASTROSERRACIN",          19,
,"40052 CEDILLO DE LA TORRE",          19,
,"40053 CEREZO DE ABAJO",          19,
,"40054 CEREZO DE ARRIBA",          19,
,"40055 CILLERUELO DE SAN MAMES",          19,
,"40056 COBOS DE FUENTIDUEÑA",          19,
,"40057 COCA",          57,
,"40058 CODORNIZ",          39,
,"40059 COLLADO HERMOSO",          19,
,"40060 CONDADO DE CASTILNOVO",          67,
,"40061 CORRAL DE AYLLON",          19,
,"40062 CUBILLO",          19,
,"40063 CUELLAR",         167,
,"40065 CHAÑE",          19,
,"40068 DOMINGO GARCIA",          19,
,"40069 DONHIERRO",          20,
,"40070 DURUELO",          35,
,"40071 ENCINAS",          19,
,"40072 ENCINILLAS",          19,
,"40073 ESCALONA DEL PRADO",          19,
,"40074 ESCARABAJOSA DE CABEZAS",          19,
,"40075 ESCOBAR DE POLENDOS",          57,
,"40076 ESPINAR (EL)",          53,
,"40077 ESPIRDO",          54,
,"40078 FRESNEDA DE CUELLAR",          19,
,"40079 FRESNO DE CANTESPINO",          60,
,"40080 FRESNO DE LA FUENTE",          19,
,"40081 FRUMALES",          19,
,"40082 FUENTE DE SANTA CRUZ",          19,
,"40083 FUENTE EL OLMO DE FUENTIDUEÑA",          33,
,"40084 FUENTE EL OLMO DE ISCAR",          19,
,"40086 FUENTEPELAYO",          19,
,"40087 FUENTEPIÑEL",          19,
,"40088 FUENTERREBOLLO",          19,
,"40091 FUENTESOTO",          38,
,"40092 FUENTIDUEÑA",          19,
,"40093 GALLEGOS",          19,
,"40094 GARCILLAN",          19,
,"40095 GOMEZSERRACIN",          19,
,"40097 GRAJERA",          19,
,"40099 HONRUBIA DE LA CUESTA",          21,
,"40100 HONTALBILLA",          19,
,"40101 HONTANARES DE ERESMA",          19,
