" Datos Básicos  - Consultorios"
"Datos de: INDICADOR=CONSULTORIOS"
"FAMILIA INDICADOR",,"SANIDAD",
"INDICADOR",,"CONSULTORIOS",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"37116 DOÑINOS DE LEDESMA",           1,
,"37117 DOÑINOS DE SALAMANCA",           1,
,"37118 EJEME",           2,
,"37119 ENCINA (LA)",           1,
,"37120 ENCINA DE SAN SILVESTRE",           1,
,"37121 ENCINAS DE ABAJO",           1,
,"37122 ENCINAS DE ARRIBA",           1,
,"37123 ENCINASOLA DE LOS COMENDADORES",           2,
,"37124 ENDRINAL",           2,
,"37125 ESCURIAL DE LA SIERRA",           1,
,"37126 ESPADAÑA",           1,
,"37127 ESPEJA",           1,
,"37128 ESPINO DE LA ORBADA",           1,
,"37129 FLORIDA DE LIEBANA",           1,
,"37130 FORFOLEDA",           1,
,"37131 FRADES DE LA SIERRA",           1,
,"37132 FREGENEDA (LA)",           1,
,"37133 FRESNEDOSO",           1,
,"37134 FRESNO ALHANDIGA",           1,
,"37135 FUENTE DE SAN ESTEBAN (LA)",           3,
,"37137 FUENTELIANTE",           1,
,"37138 FUENTERROBLE DE SALVATIERRA",           1,
,"37139 FUENTES DE BEJAR",           1,
,"37141 GAJATES",           1,
,"37142 GALINDO Y PERAHUY",           1,
,"37143 GALINDUSTE",           1,
,"37144 GALISANCHO",           3,
,"37145 GALLEGOS DE ARGAÑAN",           1,
,"37146 GALLEGOS DE SOLMIRON",           1,
,"37147 GARCIBUEY",           1,
,"37148 GARCIHERNANDEZ",           2,
,"37150 GEJUELO DEL BARRO",           1,
,"37151 GOLPEJAS",           1,
,"37152 GOMECELLO",           1,
,"37154 GUADRAMIRO",           1,
,"37155 GUIJO DE AVILA",           1,
,"37156 GUIJUELO",           3,
,"37157 HERGUIJUELA DE CIUDAD RODRIGO",           2,
,"37158 HERGUIJUELA DE LA SIERRA",           2,
,"37159 HERGUIJUELA DEL CAMPO",           1,
,"37160 HINOJOSA DE DUERO",           1,
,"37161 HORCAJO DE MONTEMAYOR",           1,
,"37162 HORCAJO MEDIANERO",           2,
,"37163 HOYA (LA)",           1,
,"37165 IRUELOS",           1,
,"37166 ITUERO DE AZABA",           1,
,"37167 JUZBADO",           1,
,"37168 LAGUNILLA",           1,
,"37169 LARRODRIGO",           1,
,"37170 LEDESMA",           2,
,"37171 LEDRADA",           1,
,"37174 MACOTERA",           1,
,"37175 MACHACON",           1,
,"37176 MADROÑAL",           1,
,"37177 MAILLO (EL)",           1,
,"37178 MALPARTIDA",           1,
,"37179 MANCERA DE ABAJO",           1,
,"37180 MANZANO (EL)",           1,
,"37181 MARTIAGO",           1,
,"37182 MARTINAMOR",           1,
,"37183 MARTIN DE YELTES",           1,
,"37184 MASUECO",           1,
,"37185 CASTELLANOS DE VILLIQUERA",           3,
,"37186 MATA DE LEDESMA (LA)",           1,
,"37188 MAYA (LA)",           1,
,"37189 MEMBRIBE DE LA SIERRA",           1,
,"37190 MIEZA",           1,
,"37191 MILANO (EL)",           1,
,"37192 MIRANDA DE AZAN",           1,
,"37194 MOGARRAZ",           1,
,"37195 MOLINILLO",           1,
,"37196 MONFORTE DE LA SIERRA",           1,
,"37197 MONLEON",           1,
,"37198 MONLERAS",           1,
,"37199 MONSAGRO",           1,
,"37200 MONTEJO",           1,
,"37201 MONTEMAYOR DEL RIO",           1,
,"37202 MONTERRUBIO DE ARMUÑA",           1,
,"37203 MONTERRUBIO DE LA SIERRA",           1,
,"37204 MORASVERDES",           1,
,"37205 MORILLE",           1,
,"37206 MORIÑIGO",           1,
,"37207 MORISCOS",           1,
,"37208 MORONTA",           2,
,"37209 MOZARBEZ",           1,
,"37211 NARROS DE MATALAYEGUA",           2,
,"37212 NAVACARROS",           1,
,"37213 NAVA DE BEJAR",           1,
,"37214 NAVA DE FRANCIA",           1,
,"37215 NAVA DE SOTROBAL",           1,
,"37216 NAVALES",           1,
,"37217 NAVALMORAL DE BEJAR",           1,
,"37218 NAVAMORALES",           1,
,"37219 NAVARREDONDA DE LA RINCONADA",           1,
,"37221 NAVASFRIAS",           1,
,"37222 NEGRILLA DE PALENCIA",           1,
,"37223 OLMEDO DE CAMACES",           1,
,"37224 ORBADA (LA)",           2,
,"37225 PAJARES DE LA LAGUNA",           1,
,"37226 PALACIOS DEL ARZOBISPO",           1,
,"37228 PALACIOSRUBIOS",           1,
,"37229 PALENCIA DE NEGRILLA",           1,
,"37230 PARADA DE ARRIBA",           1,
,"37231 PARADA DE RUBIALES",           1,
,"37232 PARADINAS DE SAN JUAN",           1,
,"37233 PASTORES",           1,
,"37234 PAYO (EL)",           1,
,"37235 PEDRAZA DE ALBA",           1,
,"37236 PEDROSILLO DE ALBA",           1,
,"37237 PEDROSILLO DE LOS AIRES",           2,
,"37239 PEDROSO DE LA ARMUÑA (EL)",           1,
,"37240 PELABRAVO",           1,
,"37241 PELARRODRIGUEZ",           1,
,"37242 PELAYOS",           1,
,"37243 PEÑA (LA)",           1,
,"37244 PEÑACABALLERA",           1,
,"37245 PEÑAPARDA",           1,
,"37247 PEÑARANDILLA",           1,
,"37248 PERALEJOS DE ABAJO",           1,
,"37249 PERALEJOS DE ARRIBA",           1,
,"37250 PEREÑA DE LA RIBERA",           1,
,"37251 PEROMINGO",           1,
,"37252 PINEDAS",           1,
,"37253 PINO DE TORMES (EL)",           1,
,"37254 PITIEGUA",           1,
,"37255 PIZARRAL",           1,
,"37256 POVEDA DE LAS CINTAS",           1,
,"37257 POZOS DE HINOJO",           2,
,"37258 PUEBLA DE AZABA",           2,
,"37259 PUEBLA DE SAN MEDEL",           2,
,"37260 PUEBLA DE YELTES",           1,
,"37261 PUENTE DEL CONGOSTO",           2,
,"37262 PUERTAS",           4,
,"37263 PUERTO DE BEJAR",           1,
,"37264 PUERTO SEGURO",           1,
,"37265 RAGAMA",           1,
,"37266 REDONDA (LA)",           1,
,"37267 RETORTILLO",           1,
,"37268 RINCONADA DE LA SIERRA (LA)",           1,
,"37270 ROBLIZA DE COJOS",           1,
,"37271 ROLLAN",           1,
,"37272 SAELICES EL CHICO",           1,
,"37273 SAGRADA (LA)",           2,
,"37275 SALDEANA",           1,
,"37276 SALMORAL",           1,
,"37277 SALVATIERRA DE TORMES",           1,
,"37278 SAN CRISTOBAL DE LA CUESTA",           1,
,"37279 SANCTI-SPIRITUS",           1,
,"37280 SANCHON DE LA RIBERA",           2,
,"37281 SANCHON DE LA SAGRADA",           1,
,"37282 SANCHOTELLO",           1,
,"37283 SANDO",           1,
,"37284 SAN ESTEBAN DE LA SIERRA",           1,
,"37285 SAN FELICES DE LOS GALLEGOS",           1,
,"37286 SAN MARTIN DEL CASTAÑAR",           1,
,"37287 SAN MIGUEL DE VALERO",           1,
,"37288 SAN MORALES",           1,
,"37289 SAN MUÑOZ",           1,
,"37290 SAN PEDRO DEL VALLE",           1,
,"37291 SAN PEDRO DE ROZADOS",           1,
,"37292 SAN PELAYO DE GUAREÑA",           1,
,"37293 SANTA MARIA DE SANDO",           1,
,"37296 SANTIAGO DE LA PUEBLA",           1,
,"37297 SANTIBAÑEZ DE BEJAR",           1,
,"37298 SANTIBAÑEZ DE LA SIERRA",           2,
,"37299 SANTIZ",           1,
,"37300 SANTOS (LOS)",           2,
,"37301 SARDON DE LOS FRAILES",           1,
,"37302 SAUCELLE",           1,
,"37303 SAHUGO (EL)",           1,
,"37304 SEPULCRO-HILARIO",           1,
,"37305 SEQUEROS",           1,
,"37306 SERRADILLA DEL ARROYO",           1,
,"37307 SERRADILLA DEL LLANO",           1,
,"37309 SIERPE (LA)",           1,
,"37310 SIETEIGLESIAS DE TORMES",           1,
,"37311 SOBRADILLO",           1,
,"37312 SORIHUELA",           1,
,"37313 SOTOSERRANO",           1,
,"37314 TABERA DE ABAJO",           1,
,"37315 TALA (LA)",           1,
,"37317 TARAZONA DE GUAREÑA",           1,
,"37318 TARDAGUILA",           1,
,"37319 TEJADO (EL)",           1,
,"37320 TEJEDA Y SEGOYUELA",           1,
,"37321 TENEBRON",           1,
,"37322 TERRADILLOS",           2,
,"37323 TOPAS",           1,
,"37324 TORDILLOS",           1,
,"37325 TORNADIZO (EL)",           1,
,"37327 TORRESMENUDAS",           1,
,"37328 TRABANCA",           1,
,"37329 TREMEDAL DE TORMES",           1,
,"37330 VALDECARROS",           1,
,"37331 VALDEFUENTES DE SANGUSIN",           1,
,"37332 VALDEHIJADEROS",           1,
,"37333 VALDELACASA",           1,
,"37334 VALDELAGEVE",           1,
,"37335 VALDELOSA",           1,
,"37336 VALDEMIERQUE",           1,
,"37337 VALDERRODRIGO",           1,
,"37338 VALDUNCIEL",           1,
,"37339 VALERO",           1,
,"37340 VALSALABROSO",           2,
,"37341 VALVERDE DE VALDELACASA",           1,
,"37342 VALVERDON",           1,
,"37343 VALLEJERA DE RIOFRIO",           1,
,"37344 VECINOS",           2,
,"37345 VEGA DE TIRADOS",           1,
,"37346 VEGUILLAS (LAS)",           1,
,"37348 VENTOSA DEL RIO ALMAR",           1,
,"37349 VIDOLA (LA)",           1,
,"37350 VILVESTRE",           1,
,"37351 VILLAFLORES",           1,
,"37352 VILLAGONZALO DE TORMES",           1,
,"37353 VILLALBA DE LOS LLANOS",           1,
,"37354 VILLAMAYOR",           1,
,"37355 VILLANUEVA DEL CONDE",           1,
,"37356 VILLAR DE ARGAÑAN",           3,
,"37357 VILLAR DE CIERVO",           1,
,"37358 VILLAR DE GALLIMAZO",           1,
,"37359 VILLAR DE LA YEGUA",           3,
,"37360 VILLAR DE PERALONSO",           1,
,"37361 VILLAR DE SAMANIEGO",           2,
,"37362 VILLARES DE LA REINA",           1,
,"37363 VILLARES DE YELTES",           1,
,"37364 VILLARINO DE LOS AIRES",           2,
,"37365 VILLARMAYOR",           1,
,"37366 VILLARMUERTO",           2,
,"37367 VILLASBUENAS",           2,
,"37368 VILLASDARDO",           1,
,"37369 VILLASECO DE LOS GAMITOS",           1,
,"37370 VILLASECO DE LOS REYES",           3,
,"37371 VILLASRUBIAS",           1,
,"37372 VILLAVERDE DE GUAREÑA",           2,
,"37373 VILLAVIEJA DE YELTES",           1,
,"37375 VILLORUELA",           1,
,"37376 VITIGUDINO",           1,
,"37377 YECLA DE YELTES",           2,
,"37378 ZAMARRA",           2,
,"37379 ZAMAYON",           1,
,"37380 ZARAPICOS",           1,
,"37381 ZARZA DE PUMAREDA (LA)",           1,
,"37382 ZORITA DE LA FRONTERA",           1,
,"40001 ABADES",           1,
,"40002 ADRADA DE PIRON",           1,
,"40003 ADRADOS",           1,
,"40004 AGUILAFUENTE",           1,
,"40005 ALCONADA DE MADERUELO",           1,
,"40006 ALDEALCORVO",           1,
,"40007 ALDEALENGUA DE PEDRAZA",           1,
,"40008 ALDEALENGUA DE SANTA MARIA",           1,
,"40009 ALDEANUEVA DE LA SERREZUELA",           1,
,"40010 ALDEANUEVA DEL CODONAL",           1,
,"40012 ALDEA REAL",           1,
,"40013 ALDEASOÑA",           1,
,"40014 ALDEHORNO",           1,
,"40015 ALDEHUELA DEL CODONAL",           1,
,"40016 ALDEONTE",           2,
,"40017 ANAYA",           1,
,"40018 AÑE",           1,
,"40019 ARAHUETES",           2,
,"40020 ARCONES",           1,
,"40021 AREVALILLO DE CEGA",           1,
,"40022 ARMUÑA",           2,
,"40024 AYLLON",           7,
,"40025 BARBOLLA",           1,
,"40026 BASARDILLA",           1,
,"40028 BERCIAL",           1,
,"40029 BERCIMUEL",           1,
,"40030 BERNARDOS",           1,
,"40031 BERNUY DE PORREROS",           1,
,"40032 BOCEGUILLAS",           1,
,"40033 BRIEVA",           1,
,"40034 CABALLAR",           1,
,"40035 CABAÑAS DE POLENDOS",           2,
,"40036 CABEZUELA",           1,
,"40037 CALABAZAS DE FUENTIDUEÑA",           1,
,"40039 CAMPO DE SAN PEDRO",           3,
,"40040 CANTALEJO",           2,
,"40041 CANTIMPALOS",           1,
,"40044 CARRASCAL DEL RIO",           1,
,"40045 CASLA",           1,
,"40046 CASTILLEJO DE MESLEON",           1,
,"40047 CASTRO DE FUENTIDUEÑA",           1,
,"40048 CASTROJIMENO",           1,
,"40049 CASTROSERNA DE ABAJO",           1,
,"40051 CASTROSERRACIN",           1,
,"40052 CEDILLO DE LA TORRE",           1,
,"40053 CEREZO DE ABAJO",           1,
,"40054 CEREZO DE ARRIBA",           1,
,"40055 CILLERUELO DE SAN MAMES",           1,
,"40056 COBOS DE FUENTIDUEÑA",           1,
,"40057 COCA",           3,
,"40058 CODORNIZ",           2,
,"40059 COLLADO HERMOSO",           1,
,"40060 CONDADO DE CASTILNOVO",           3,
,"40061 CORRAL DE AYLLON",           1,
,"40062 CUBILLO",           1,
,"40063 CUELLAR",           9,
,"40065 CHAÑE",           1,
,"40068 DOMINGO GARCIA",           1,
,"40069 DONHIERRO",           1,
,"40070 DURUELO",           2,
,"40071 ENCINAS",           1,
,"40072 ENCINILLAS",           1,
,"40073 ESCALONA DEL PRADO",           1,
,"40074 ESCARABAJOSA DE CABEZAS",           1,
,"40075 ESCOBAR DE POLENDOS",           3,
,"40076 ESPINAR (EL)",           3,
,"40077 ESPIRDO",           3,
,"40078 FRESNEDA DE CUELLAR",           1,
,"40079 FRESNO DE CANTESPINO",           3,
,"40080 FRESNO DE LA FUENTE",           1,
,"40081 FRUMALES",           1,
,"40082 FUENTE DE SANTA CRUZ",           1,
,"40083 FUENTE EL OLMO DE FUENTIDUEÑA",           1,
,"40084 FUENTE EL OLMO DE ISCAR",           1,
,"40086 FUENTEPELAYO",           1,
,"40087 FUENTEPIÑEL",           1,
,"40088 FUENTERREBOLLO",           1,
,"40091 FUENTESOTO",           2,
,"40092 FUENTIDUEÑA",           1,
,"40093 GALLEGOS",           1,
,"40094 GARCILLAN",           1,
,"40095 GOMEZSERRACIN",           1,
,"40097 GRAJERA",           1,
,"40099 HONRUBIA DE LA CUESTA",           1,
,"40100 HONTALBILLA",           1,
,"40101 HONTANARES DE ERESMA",           1,
,"40103 HUERTOS (LOS)",           1,
,"40104 ITUERO Y LAMA",           1,
,"40105 JUARROS DE RIOMOROS",           1,
,"40106 JUARROS DE VOLTOYA",           1,
,"40107 LABAJOS",           1,
,"40108 LAGUNA DE CONTRERAS",           2,
,"40109 LANGUILLA",           2,
,"40110 LASTRAS DE CUELLAR",           1,
,"40111 LASTRAS DEL POZO",           1,
,"40112 LASTRILLA (LA)",           1,
,"40113 LOSA (LA)",           1,
,"40115 MADERUELO",           1,
,"40118 MARAZUELA",           1,
,"40119 MARTIN MIGUEL",           1,
,"40120 MARTIN MUÑOZ DE LA DEHESA",           1,
,"40121 MARTIN MUÑOZ DE LAS POSADAS",           1,
,"40122 MARUGAN",           1,
,"40123 MATABUENA",           1,
,"40124 MATA DE CUELLAR",           1,
,"40125 MATILLA (LA)",           1,
,"40126 MELQUE DE CERCOS",           1,
,"40127 MEMBIBRE DE LA HOZ",           1,
,"40128 MIGUELAÑEZ",           1,
,"40129 MONTEJO DE AREVALO",           1,
,"40130 MONTEJO DE LA VEGA DE LA SERREZUELA",           1,
,"40131 MONTERRUBIO",           1,
,"40132 MORAL DE HORNUEZ",           1,
,"40134 MOZONCILLO",           1,
,"40135 MUÑOPEDRO",           1,
,"40136 MUÑOVEROS",           1,
,"40138 NAVA DE LA ASUNCION",           1,
,"40140 NAVALILLA",           1,
,"40141 NAVALMANZANO",           1,
,"40142 NAVARES DE AYUSO",           1,
,"40143 NAVARES DE ENMEDIO",           1,
,"40144 NAVARES DE LAS CUEVAS",           1,
,"40145 NAVAS DE ORO",           1,
,"40146 NAVAS DE SAN ANTONIO",           1,
,"40148 NIEVA",           1,
,"40149 OLOMBRADA",           3,
,"40150 OREJANA",           1,
,"40151 ORTIGOSA DE PESTAÑO",           1,
,"40152 OTERO DE HERREROS",           1,
,"40154 PAJAREJOS",           1,
,"40155 PALAZUELOS DE ERESMA",           4,
,"40156 PEDRAZA",           3,
,"40157 PELAYOS DEL ARROYO",           1,
,"40158 PEROSILLO",           1,
,"40159 PINAREJOS",           1,
,"40160 PINARNEGRILLO",           1,
,"40161 CARABIAS",           2,
,"40162 PRADENA",           1,
,"40163 PUEBLA DE PEDRAZA",           1,
,"40164 RAPARIEGOS",           1,
,"40165 REBOLLO",           1,
,"40166 REMONDO",           1,
,"40168 RIAGUAS DE SAN BARTOLOME",           1,
,"40170 RIAZA",           5,
,"40171 RIBOTA",           1,
,"40173 RODA DE ERESMA",           1,
,"40176 SAMBOAL",           2,
,"40177 SAN CRISTOBAL DE CUELLAR",           1,
,"40178 SAN CRISTOBAL DE LA VEGA",           1,
,"40179 SANCHONUÑO",           1,
,"40180 SANGARCIA",           3,
,"40181 REAL SITIO DE SAN ILDEFONSO",           1,
,"40182 SAN MARTIN Y MUDRIAN",           2,
,"40183 SAN MIGUEL DE BERNUY",           1,
,"40184 SAN PEDRO DE GAILLOS",           2,
,"40185 SANTA MARIA LA REAL DE NIEVA",          13,
,"40186 SANTA MARTA DEL CERRO",           1,
,"40188 SANTIUSTE DE PEDRAZA",           1,
,"40189 SANTIUSTE DE SAN JUAN BAUTISTA",           2,
,"40190 SANTO DOMINGO DE PIRON",           1,
,"40191 SANTO TOME DEL PUERTO",           4,
,"40192 SAUQUILLO DE CABEZAS",           1,
,"40193 SEBULCOR",           1,
,"40194 SEGOVIA",           5,
,"40195 SEPULVEDA",           9,
,"40196 SEQUERA DE FRESNO",           1,
,"40198 SOTILLO",           1,
,"40199 SOTOSALBOS",           1,
,"40200 TABANERA LA LUENGA",           1,
,"40201 TOLOCIRIO",           1,
,"40202 TORREADRADA",           1,
,"40203 TORRECABALLEROS",           1,
,"40204 TORRECILLA DEL PINAR",           1,
,"40205 TORREIGLESIAS",           3,
,"40206 TORRE VAL DE SAN PEDRO",           3,
,"40207 TRESCASAS",           1,
,"40208 TUREGANO",           4,
,"40210 URUEÑAS",           1,
,"40211 VALDEPRADOS",           1,
,"40212 VALDEVACAS DE MONTEJO",           1,
,"40213 VALDEVACAS Y GUIJAR",           1,
,"40215 VALTIENDAS",           3,
,"40216 VALVERDE DEL MAJANO",           1,
,"40218 VALLE DE TABLADILLO",           1,
,"40219 VALLELADO",           1,
,"40220 VALLERUELA DE PEDRAZA",           1,
,"40221 VALLERUELA DE SEPULVEDA",           1,
,"40222 VEGANZONES",           1,
,"40223 VEGAS DE MATUTE",           1,
,"40224 VENTOSILLA Y TEJADILLA",           1,
,"40228 VILLAVERDE DE ISCAR",           1,
,"40229 VILLAVERDE DE MONTEJO",           2,
,"40230 VILLEGUILLO",           1,
,"40231 YANGUAS DE ERESMA",           1,
,"40233 ZARZUELA DEL MONTE",           1,
,"40234 ZARZUELA DEL PINAR",           1,
,"40901 ORTIGOSA DEL MONTE",           1,
,"40902 COZUELOS DE FUENTIDUEÑA",           1,
,"40903 MARAZOLEJA",           1,
,"40904 NAVAS DE RIOFRIO",           1,
,"40905 CUEVAS DE PROVANCO",           1,
,"42001 ABEJAR",           1,
,"42003 ADRADAS",           2,
,"42006 ALCONABA",           3,
,"42007 ALCUBILLA DE AVELLANEDA",           3,
,"42008 ALCUBILLA DE LAS PEÑAS",           3,
,"42009 ALDEALAFUENTE",           2,
,"42010 ALDEALICES",           1,
,"42011 ALDEALPOZO",           1,
,"42012 ALDEALSEÑOR",           1,
,"42013 ALDEHUELA DE PERIAÑEZ",           1,
,"42014 ALDEHUELAS (LAS)",           3,
,"42015 ALENTISQUE",           2,
,"42017 ALMAJANO",           1,
,"42018 ALMALUEZ",           4,
,"42019 ALMARZA",           7,
,"42021 ALMAZUL",           2,
,"42022 ALMENAR DE SORIA",           3,
,"42023 ALPANSEQUE",           2,
,"42024 ARANCON",           4,
,"42025 ARCOS DE JALON",          12,
,"42026 ARENILLAS",           1,
,"42027 AREVALO DE LA SIERRA",           3,
,"42028 AUSEJO DE LA SIERRA",           2,
,"42029 BARAONA",           3,
,"42030 BARCA",           2,
,"42031 BARCONES",           1,
,"42032 BAYUBAS DE ABAJO",           2,
,"42033 BAYUBAS DE ARRIBA",           1,
,"42034 BERATON",           1,
,"42035 BERLANGA DE DUERO",           6,
,"42036 BLACOS",           1,
,"42037 BLIECOS",           1,
,"42038 BORJABAD",           1,
,"42039 BOROBIA",           1,
,"42042 BUITRAGO",           1,
,"42043 BURGO DE OSMA-CIUDAD DE OSMA",          10,
,"42044 CABREJAS DEL CAMPO",           1,
,"42045 CABREJAS DEL PINAR",           1,
,"42046 CALATAÑAZOR",           2,
,"42048 CALTOJAR",           3,
,"42049 CANDILICHERA",           3,
,"42050 CAÑAMAQUE",           1,
,"42051 CARABANTES",           1,
,"42053 CARRASCOSA DE ABAJO",           1,
,"42054 CARRASCOSA DE LA SIERRA",           1,
,"42055 CASAREJOS",           1,
,"42056 CASTILFRIO DE LA SIERRA",           1,
,"42057 CASTILRUIZ",           2,
,"42058 CASTILLEJO DE ROBLEDO",           1,
,"42059 CENTENERA DE ANDALUZ",           1,
,"42060 CERBON",           1,
,"42061 CIDONES",           4,
,"42062 CIGUDOSA",           1,
,"42063 CIHUELA",           1,
,"42064 CIRIA",           1,
,"42065 CIRUJALES DEL RIO",           1,
,"42068 COSCURITA",           1,
,"42070 CUBILLA",           1,
,"42071 CUBO DE LA SOLANA",           4,
,"42073 CUEVA DE AGREDA",           1,
,"42075 DEVANOS",           1,
,"42076 DEZA",           3,
,"42078 DURUELO DE LA SIERRA",           1,
,"42079 ESCOBOSA DE ALMAZAN",           1,
,"42080 ESPEJA DE SAN MARCELINO",           5,
,"42081 ESPEJON",           1,
,"42082 ESTEPA DE SAN JUAN",           1,
,"42084 FRESNO DE CARACENA",           1,
,"42085 FUENTEARMEGIL",           4,
,"42086 FUENTECAMBRON",           2,
,"42087 FUENTECANTOS",           1,
,"42088 FUENTELMONGE",           1,
,"42089 FUENTELSAZ DE SORIA",           1,
,"42090 FUENTEPINILLA",           3,
,"42092 FUENTES DE MAGAÑA",           1,
,"42093 FUENTESTRUN",           1,
,"42094 GARRAY",           1,
,"42095 GOLMAYO",           6,
,"42097 GORMAZ",           1,
,"42098 HERRERA DE SORIA",           1,
,"42100 HINOJOSA DEL CAMPO",           1,
,"42103 LANGA DE DUERO",           5,
,"42105 LICERAS",           1,
,"42106 LOSILLA (LA)",           1,
,"42107 MAGAÑA",           3,
,"42108 MAJAN",           1,
,"42110 MATALEBRERAS",           1,
,"42111 MATAMALA DE ALMAZAN",           2,
,"42113 MEDINACELI",           9,
,"42115 MIÑO DE MEDINACELI",           3,
,"42116 MIÑO DE SAN ESTEBAN",           1,
,"42117 MOLINOS DE DUERO",           1,
,"42118 MOMBLONA",           1,
,"42119 MONTEAGUDO DE LAS VICARIAS",           3,
,"42120 MONTEJO DE TIERMES",           4,
,"42121 MONTENEGRO DE CAMEROS",           1,
,"42123 MORON DE ALMAZAN",           1,
,"42124 MURIEL DE LA FUENTE",           1,
,"42125 MURIEL VIEJO",           1,
,"42127 NAFRIA DE UCERO",           3,
,"42128 NARROS",           1,
,"42129 NAVALENO",           1,
,"42130 NEPAS",           1,
,"42131 NOLAY",           1,
,"42132 NOVIERCAS",           1,
,"42134 OLVEGA",           1,
,"42135 ONCALA",           4,
,"42139 PINILLA DEL CAMPO",           1,
,"42141 POVEDA DE SORIA (LA)",           3,
,"42142 POZALMURO",           1,
,"42144 QUINTANA REDONDA",           8,
,"42145 QUINTANAS DE GORMAZ",           1,
,"42148 QUIÑONERIA",           1,
,"42149 RABANOS (LOS)",           4,
,"42151 REBOLLAR",           1,
,"42152 RECUERDA",           3,
,"42153 RELLO",           1,
,"42154 RENIEBLAS",           2,
,"42155 RETORTILLO DE SORIA",           7,
,"42156 REZNOS",           1,
,"42157 RIBA DE ESCALOTE (LA)",           1,
,"42158 RIOSECO DE SORIA",           2,
,"42159 ROLLAMIENTA",           1,
,"42160 ROYO (EL)",           1,
,"42161 SALDUERO",           1,
,"42162 SAN ESTEBAN DE GORMAZ",          17,
,"42163 SAN FELICES",           1,
,"42165 SAN PEDRO MANRIQUE",           2,
,"42166 SANTA CRUZ DE YANGUAS",           2,
,"42167 SANTA MARIA DE HUERTA",           1,
,"42168 SANTA MARIA DE LAS HOYAS",           1,
,"42171 SERON DE NAGIMA",           1,
,"42172 SOLIEDRA",           2,
,"42173 SORIA",           2,
,"42174 SOTILLO DEL RINCON",           1,
,"42175 SUELLACABRAS",           1,
,"42176 TAJAHUERCE",           1,
,"42177 TAJUECO",           1,
,"42178 TALVEILA",           1,
,"42181 TARDELCUENDE",           2,
,"42182 TARODA",           1,
,"42183 TEJADO",           1,
,"42184 TORLENGUA",           1,
,"42185 TORREBLACOS",           1,
,"42187 TORRUBIA DE SORIA",           1,
,"42188 TREVAGO",           1,
,"42189 UCERO",           1,
,"42190 VADILLO",           1,
,"42191 VALDEAVELLANO DE TERA",           1,
,"42192 VALDEGEÑA",           1,
,"42193 VALDELAGUA DEL CERRO",           1,
,"42194 VALDEMALUQUE",           5,
,"42195 VALDENEBRO",           2,
,"42197 VALDERRODILLA",           2,
,"42200 VELAMAZAN",           2,
,"42201 VELILLA DE LA SIERRA",           1,
,"42202 VELILLA DE LOS AJOS",           1,
,"42205 VILLACIERVOS",           2,
,"42206 VILLANUEVA DE GORMAZ",           1,
,"42207 VILLAR DEL ALA",           1,
,"42208 VILLAR DEL CAMPO",           1,
,"42209 VILLAR DEL RIO",           3,
,"42211 VILLARES DE SORIA (LOS)",           2,
,"42212 VILLASAYAS",           2,
,"42213 VILLASECA DE ARCIEL",           1,
,"42215 VINUESA",           1,
,"42216 VIZMANOS",           1,
,"42217 VOZMEDIANO",           1,
,"42218 YANGUAS",           1,
,"42219 YELO",           1,
,"47001 ADALIA",           1,
,"47002 AGUASAL",           1,
,"47003 AGUILAR DE CAMPOS",           1,
,"47005 ALCAZAREN",           1,
,"47006 ALDEA DE SAN MIGUEL",           1,
,"47007 ALDEAMAYOR DE SAN MARTIN",           1,
,"47008 ALMENARA DE ADAJA",           1,
,"47009 AMUSQUILLO",           1,
,"47011 ATAQUINES",           1,
,"47012 BAHABON",           1,
,"47013 BARCIAL DE LA LOMA",           1,
,"47014 BARRUELO DEL VALLE",           1,
,"47015 BECILLA DE VALDERADUEY",           1,
,"47016 BENAFARCES",           1,
,"47017 BERCERO",           1,
,"47018 BERCERUELO",           1,
,"47019 BERRUECES",           1,
,"47020 BOBADILLA DEL CAMPO",           1,
,"47021 BOCIGAS",           1,
,"47022 BOCOS DE DUERO",           1,
,"47023 BOECILLO",           1,
,"47024 BOLAÑOS DE CAMPOS",           1,
,"47025 BRAHOJOS DE MEDINA",           1,
,"47026 BUSTILLO DE CHAVES",           2,
,"47027 CABEZON DE PISUERGA",           1,
,"47028 CABEZON DE VALDERADUEY",           1,
,"47029 CABREROS DEL MONTE",           1,
,"47030 CAMPASPERO",           1,
,"47031 CAMPILLO (EL)",           1,
,"47032 CAMPORREDONDO",           1,
,"47033 CANALEJAS DE PEÑAFIEL",           1,
,"47034 CANILLAS DE ESGUEVA",           1,
,"47035 CARPIO",           1,
,"47036 CASASOLA DE ARION",           1,
,"47037 CASTREJON DE TRABANCOS",           1,
,"47038 CASTRILLO DE DUERO",           1,
,"47039 CASTRILLO-TEJERIEGO",           1,
,"47040 CASTROBOL",           1,
,"47041 CASTRODEZA",           1,
,"47042 CASTROMEMBIBRE",           1,
,"47043 CASTROMONTE",           2,
,"47044 CASTRONUEVO DE ESGUEVA",           1,
,"47045 CASTRONUÑO",           1,
,"47046 CASTROPONCE",           1,
,"47047 CASTROVERDE DE CERRATO",           1,
,"47048 CEINOS DE CAMPOS",           1,
,"47049 CERVILLEGO DE LA CRUZ",           1,
,"47051 CIGUÑUELA",           1,
,"47052 CISTERNIGA",           1,
,"47053 COGECES DE ISCAR",           1,
