" Datos Básicos  - Campamentos de Turismo"
"Datos de: INDICADOR=CAMPAMENTOS DE TURISMO"
"FAMILIA INDICADOR",,"TURISMO",
"INDICADOR",,"CAMPAMENTOS DE TURISMO",
,,VALOR,
FECHA,MUNICIPIO,Sum,
,"05022 BARRACO (EL)",          46,
,"05041 BURGOHONDO",           2,
,"05047 CANDELEDA",          10,
,"05054 CASAVIEJA",          25,
,"05089 GUISANDO",          25,
,"05101 HOYOCASERO",          22,
,"05105 HOYOS DEL ESPINO",          25,
,"05110 LANZAHITA",          25,
,"05113 LLANOS DE TORMES (LOS)",          21,
,"05132 MOMBELTRAN",          29,
,"05159 NAVALONGUILLA",          22,
,"05163 NAVALUENGA",           8,
,"05165 NAVARREDONDA DE GREDOS",          25,
,"05169 NAVATALGORDO",           5,
,"05182 PEDRO BERNARDO",          22,
,"05184 PEGUERINOS",          48,
,"09016 AMEYUGO",          25,
,"09018 ARANDA DE DUERO",          24,
,"09025 ARIJA",          25,
,"09059 BURGOS",          31,
,"09060 BUSTO DE BUREBA",          17,
,"09063 CAVIA",          25,
,"09091 CASTROJERIZ",          25,
,"09113 COVARRUBIAS",          25,
,"09134 FRIAS",          25,
,"09163 HONTORIA DEL PINAR",           1,
,"09209 MEDINA DE POMAR",          19,
,"09211 MELGAR DE FERNAMENTAL",           8,
,"09214 MERINDAD DE MONTIJA",          25,
,"09224 MONASTERIO DE RODILLA",          25,
,"09232 NEILA",           1,
,"09251 PANCORBO",          25,
,"09274 PRADOLUENGO",           4,
,"09289 QUINTANAR DE LA SIERRA",          25,
,"09394 TRESPADERNE",          25,
,"09427 VILLADIEGO",           8,
,"09463 VILLASUR DE HERREROS",          22,
,"09903 VILLARCAYO DE MERINDAD DE CASTILLA LA VIEJA",          25,
,"24010 BAÑEZA (LA)",          15,
,"24012 BARRIOS DE LUNA (LOS)",          21,
,"24014 BEMBIBRE",          22,
,"24015 BENAVIDES",          25,
,"24020 BOCA DE HUERGANO",          25,
,"24021 BOÑAR",          25,
,"24023 BRAZUELO",           2,
,"24036 CANDIN",          20,
,"24038 CARRACEDELO",          25,
,"24039 CARRIZO",          25,
,"24056 CISTIERNA",          12,
,"24070 FABERO",          23,
,"24082 HOSPITAL DE ORBIGO",          25,
,"24094 MANSILLA DE LAS MULAS",          25,
,"24109 PALACIOS DEL SIL",           2,
,"24114 POLA DE GORDON (LA)",          25,
,"24116 POSADA DE VALDEON",          32,
,"24121 PUEBLA DE LILLO",          50,
,"24130 RIAÑO",          20,
,"24139 SAHAGUN",          15,
,"24152 SANTA COLOMBA DE SOMOZA",          25,
,"24158 SANTA MARIA DE ORDAS",           5,
,"24159 SANTA MARINA DEL REY",          23,
,"24164 SENA DE LUNA",          29,
,"24171 TRABADELO",          25,
,"24175 VALDEFRESNO",          25,
,"24179 VALDEPIELAGO",          37,
,"24188 VALENCIA DE DON JUAN",          23,
,"24193 VECILLA (LA)",          38,
,"24194 VEGACERVERA",          24,
,"24196 VEGA DE ESPINAREDA",          47,
,"24202 VILLABLINO",          20,
,"24205 VILLADANGOS DEL PARAMO",          25,
,"24209 VILLAFRANCA DEL BIERZO",          24,
,"24212 VILLAMAÑAN",          25,
,"24214 VILLAMEJIL",          25,
,"24223 VILLAREJO DE ORBIGO",          25,
,"24901 VILLAMANIN",           5,
,"34004 AGUILAR DE CAMPOO",          25,
,"34047 CARRION DE LOS CONDES",          17,
,"34056 CERVERA DE PISUERGA",          25,
,"34083 HERRERA DE PISUERGA",          18,
,"34157 SALDAÑA",          25,
,"37008 ALBA DE TORMES",          25,
,"37010 ALBERCA (LA)",          25,
,"37014 ALDEADAVILA DE LA RIBERA",           6,
,"37060 BUENAVISTA",           7,
,"37061 CABACO (EL)",          21,
,"37067 CABRERIZOS",          25,
,"37078 CANDELARIO",          25,
,"37107 CIUDAD RODRIGO",          25,
,"37135 FUENTE DE SAN ESTEBAN (LA)",          24,
,"37155 GUIJO DE AVILA",          24,
,"37172 LINARES DE RIOFRIO",          25,
,"37173 LUMBRALES",          20,
,"37193 MIRANDA DEL CASTAÑAR",          25,
,"37214 NAVA DE FRANCIA",          25,
,"37238 PEDROSILLO EL RALO",          17,
,"37250 PEREÑA DE LA RIBERA",          25,
,"37274 SALAMANCA",           1,
,"37287 SAN MIGUEL DE VALERO",          25,
,"37294 SANTA MARTA DE TORMES",          24,
,"37306 SERRADILLA DEL ARROYO",           1,
,"37313 SOTOSERRANO",          25,
,"37316 TAMAMES",          25,
,"37362 VILLARES DE LA REINA",          44,
,"40040 CANTALEJO",          25,
,"40057 COCA",          12,
,"40110 LASTRAS DE CUELLAR",          25,
,"40136 MUÑOVEROS",           1,
,"40170 RIAZA",          19,
,"40194 SEGOVIA",          50,
,"40206 TORRE VAL DE SAN PEDRO",          10,
,"42001 ABEJAR",          50,
,"42069 COVALEDA",          24,
,"42129 NAVALENO",          25,
,"42155 RETORTILLO DE SORIA",           8,
,"42173 SORIA",          25,
,"42189 UCERO",          24,
,"42191 VALDEAVELLANO DE TERA",          25,
,"42215 VINUESA",          25,
,"47057 CUBILLAS DE SANTA MARTA",          25,
,"47060 ENCINAS DE ESGUEVA",           9,
,"47114 PEÑAFIEL",          25,
,"47161 SIMANCAS",           7,
,"47165 TORDESILLAS",          25,
,"47194 VILORIA",           7,
,"49069 FIGUERUELA DE ARRIBA",          18,
,"49085 GALENDE",          67,
,"49110 MANZANAL DE ARRIBA",           6,
,"49166 PUEBLA DE SANABRIA",          25,
,"49200 SANTA CRISTINA DE LA POLVOROSA",          12,
,"49256 VILLANAZAR",           8,
,"49264 VILLAR DEL BUEY",          25,
,"49275 ZAMORA",          14,
,"TOTAL",        2901,
